"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"24"		"分布在长江流域、江苏、河南、云南、贵州等省。"	"成虫体长7．5～8．8毫米，宽4～5毫米；触角第1～3节深褐色，等长，第4节黑褐色，末端红褐色。前胸背板前半部色浅，侧角呈细刺状向两侧伸出，不向上翘，黑色，革片内角翅室的白斑清晰。小盾片刻点粗，前足、中足基节各具2个小黑点，后足基节1个，体下色浅，腹部有4个黑点，中间2个小或不明显。卵近菱形，初乳白色，后渐变黄，半透明。末龄若虫黄褐色，腹部背面有小黑纹，前胸背板侧角向后偏外延伸成针状，翅芽达第3腹节后缘。"	"长肩棘缘蝽"	"昆虫纲"	"半翅目"	"缘蝽科"	"苋菜、刺苋、莲子草、土荆芥、稻、草莓、玉米、大豆等。"	"长江流域年生2～3代，以成虫在枯枝落叶或枯草丛中越冬，翌年3～4月间开始产卵，卵多产在叶、穗或茎上。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Cletus trigonus(Thunberg)"	"fp00377"	"参见稻棘缘蝽。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/长肩棘缘蝽.jpg"
"25"		"分布在湖北、江西、湖南、浙江、福建、广东、广西、四川、贵州、黑龙江。"	"成虫体长1．5～2毫米，全体黑色，有金属光泽。鞘翅上刻点纵列，形成若干纵沟，前胸背板近后缘两侧各具1个镰刀形浅凹陷，沿后缘有1列粗刻点，两触角基部间额上具1明显纵脊，复眼两侧附近具一群约5、6个小突起，中后足胫节端部具1凹陷，其上着生短毛。卵浅黄色，长椭圆形，壳面具五角形点和皱纹。幼虫体长2毫米，白色，头黄色，腹末节具2个上弯的小刺。东北甜菜栽培区的优势种为Chaetocnema discreta Baly称甜菜凹胫跳甲。成虫体长2～2．4毫米，宽1毫米，体卵形，青铜色具光泽；触角、足黄褐色，后足股节黑红色，具金属光泽，头顶拱凸，复眼内侧生深沟，表面细粒状，具少量点刻；触角约为体长1／2，第2节粗，不比3、4节短，余各节较4节长。前胸背板约与鞘翅等宽，表面上具排列不规则细点；小盾片很小，半圆形，无点刻。鞘翅上的刻点较前胸背板上的粗，排列成纵行，行间有微细刻点，行距隆起，向端、向外侧隆起渐高，呈脊状。卵椭圆形，浅黄色，稍透明，长0.4～0．5毫米。幼虫体长4～5毫米，略呈筒状，尾端略细。蛹椭圆形，浅黄绿色，长约2～3毫米。"	"甜菜跳甲"	"昆虫纲"	"鞘翅目"	"叶甲科"	"甜菜、藜、芥麦、大黄、酸模。"	"甜菜跳甲年生1代，以成虫在沟边、田边杂草等覆盖物下越冬，翌春成虫先为害藜科杂草，后迁移到甜菜幼苗上为害。卵数粒为一群，产在土内3．3～6．6厘米处，幼虫孵出后，先在土内活动，为害藜科植物根部，化蛹在土内，秋季成虫羽化后取食甜菜，后聚集越冬。甜菜凹胫跳甲年生1代，以成虫在藜科或蓼科植物上越冬，翌年春天，气温升高，成虫开始活动，东北4月下旬越冬代成虫开始为害藜科植物，待甜菜幼苗出土后大量成虫移入田间为害幼苗，进入甜菜跳甲为害盛期。南方的湖南、湖北、江西、浙江、福建、广东、广西、四川发生早，成虫喜在藜科和蓼科植物上产卵。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Chaetocnema concinna(Marshall)"	"fp00378"	"(1)播种前用种子重量2．5％的辛硫磷粉剂拌种，有较好效果。(2)在成虫盛发时喷撒上述药剂，每677m 2 2～3kg。(3)莙荙菜、根甜菜等地边行应适当增加播种量，适当晚疏苗，以避免缺苗断垅。(4)甜菜对辛硫磷敏感，使用时需注意防止产生药害。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/甜菜跳甲.jpg"
"26"		"分布在全国各地。"	"有翅蚜体长1．8～2．2毫米，宽1．1～1．5毫米，黄绿色或赤褐色。头、胸黑色，腹部第一节背面有小型毛基斑，第二至四节各有断续横带，第五至八节斑呈横带，第八节斑横贯全节，各节均有缘斑，第一至五节及第七节各有小圆形缘瘤。触角黑色，长达胸部后缘，第三节有感觉圈25～30个，散乱排列，第四节感觉圈3～7个，单行排列，第五节感觉圈0～3个。尾片长圆形，黑褐色，上生5根刚毛。腹管黑褐色，略弯向外方，有覆瓦状花纹。各足黄色，唯胫节端部及跗节黑色。无翅蚜体长2毫米，宽1．1毫米，粉绿色或赤褐色，无斑纹，有小环及曲环形构造，腹面光滑。复眼黑色。中额瘤平，额瘤微隆。触角6节、淡绿色，端部两节黑色，第三节有短毛4～5根，各节有瓦纹，第八腹节背面向后呈指状突起，端部有2根短毛，此突起与尾片上下重叠，如同两个尾片。腹管圆筒形，中部微膨大，顶端收缩并向外微弯，有瓦纹，有缘突，切迹不显。尾片圆锥形，有6根毛，上尾片宽圆锥形，中部收缩，顶端有毛一对。尾板末端圆形，有毛6～7根。卵长椭圆形，深褐色。"	"柳二尾蚜"	"昆虫纲"	"同翅目"	"蚜科"	"第一寄主柳、垂柳等柳属植物，第二寄主芹菜、水芹、黄萝卜等。"	"陕西关中年生10～15代，以单个卵或成堆卵在旱柳、垂柳的芽腋或枝条的裂缝处越冬，翌年3月上旬，均温高于5℃时，孵化为干母，变干雌后在柳树上进行几代孤雌胎生，4月上中旬开始产生有翅蚜迁飞到芹菜上，因此芹菜上这时主要是有翅蚜，以后又在芹菜上进行孤雌胎生繁殖，5月上中旬至10月上旬，在芹菜上有两个高峰，为害叶片、叶柄、茎杆或嫩梢，最适温度15～24℃，38℃高温死亡率高达85％，气温降至-7℃未见死亡，11月中旬产生雌雄性蚜，迁飞到柳树上交尾产卵，越冬。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Cavariella salicicola(Matsumura)异名Cavariella bicaudata(Essig et Kuwana)"	"fp00379"	"参见胡萝卜微管蚜。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/柳二尾蚜.jpg"
"27"		"分布在陕西、宁夏、河北、北京、吉林、辽宁、山东、河南、四川、浙江、江苏、江西、福建、台湾、广东、云南等地。"	"有翅蚜体长1．5～1．8毫米，宽0．6～0．8毫米。活体黄绿色，有薄粉。头、胸黑色．腹部淡色。第二至第六腹节均有黑色缘斑，第五、六节缘斑甚小，第七、八节有横贯全节的横带。触角黑色，但第3节基部1／5淡色，腿节端部4／5黑色，中额瘤突起，额瘤突起不高于中额瘤。触角第3节很长，大于第4、5节与第6节基部之和。触角第3节有稍隆起的小圆至卵形感觉圈26～40个，第4节6～10个，第5节0～3个。翅脉正常。腹管短弯曲，无瓦纹，无缘突，不及尾片的1／2。尾片圆锥形，尾板末端圆形。无上尾片。无翅蚜体长2．1毫米，宽1．1毫米。活时黄绿至土黄色，有薄粉。头部灰黑色，胸、腹部淡色。前胸中斑与侧斑合为中断横带，有时与缘斑相接，第七、八腹节有背中横带。触角、足近灰黑色，触角第3、4节淡色，第5、6节及胫节端部1／6和跗节黑色，腹管黑色，尾片、尾板灰黑色。前胸背有皱纹，第七、八腹节有横网纹。缘瘤不显。背毛尖锐。中额瘤及额瘤平微隆。触角有瓦纹。腹管光滑短弯曲，无缘突和切迹，为尾片的1／2。其他特征与有翅蚜相似。"	"胡萝卜微管蚜"	"昆虫纲"	"同翅目"	"蚜科"	"第一寄主金银花、黄花忍冬、金银木、莺树等。第二寄主芹菜、茴香、香菜、胡萝卜、白芷、当归、香根芹、水芹等多种伞形花科植物。"	"年生10～20代，以卵在忍冬属植物金银花等枝条上越冬。翌年3月中旬至4月上旬越冬卵孵化，4月至5月间严重为害芹菜和忍冬属植物，5～7月间迁移至伞形花科蔬菜和中草药如当归、防风、白芷等植物上严重为害。10月间产生有翅性蚜和雄蚜由伞形花科植物向忍冬属植物上迁飞。10～11月雌、雄蚜交配，产卵越冬。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Semiaphis heraclei(Takahashi)异名Brachycolus heraclei Takahashi；Brachycolus lonicerae Shinji"	"fp00380"	"(1)早春可在越冬蚜虫较多的越冬芹菜或附近其他蔬菜上施药，防止有翅蚜迁飞扩散。(2)如芹菜上蚜虫较多可喷洒50％抗蚜威可湿性粉剂2000倍液或10％吡虫啉可湿性粉剂1500倍液、50％辛硫磷乳剂1000倍液、50％马拉硫磷乳剂1000倍液、2．5％鱼藤精乳剂600～800倍液、20％杀灭菊酯2000～3000倍液。采收前7天停止用药。4、5月份菜田各种肉食瓢虫、食蚜蝇和草蛉很多，可用网捕的方法移殖到蚜虫较多的芹菜田。也可在蚜虫越冬寄主树附近种植覆盖作物，增加天敌活动场所，栽培一定量的开花植物，为天敌提供转移寄主。(3)棚室芹菜发生蚜虫时可用烟雾剂4号，每667m 2 350克熏治，省工有效。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/胡萝卜微管蚜.jpg"
"28"		"分布在河北、浙江、福建、台湾。"	"成虫体长6～7毫米；翅展13～15毫米。头部桔黄色，头两侧具白条纹，触角微毛状，下鄂须黄褐色，下唇须向前平伸，上侧黄褐色，下侧白色，胸部、腹部的背面黄褐色，腹面、足白色。前翅充满紫红色，内横线波状纹向外倾斜，外横线在Cu1到M1脉之间弯曲。内侧有1条朱红色带，外缘线、内缘线朱红色。后翅的顶角深红褐色，从前缘到臀角上方具斜线1条。卵扁圆形，灰白色或浅黄色。末龄幼虫体长16～18毫米，分青绿和紫红两种色型。头部浅褐色，具深褐色点状纹，沿背中线、气门下线两侧及腹中线生断续白色带。前胸背板两侧和后缘黑色，中后胸及1～8腹节各有3对黑色毛片。蛹棕黄色。"	"紫苏野螟"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"紫苏、荏和糙苏、丹参、泽兰等。"	"年生3代，以4龄幼虫在残叶或土缝内结茧越冬，翌春4～5月化蛹。越冬代成虫于5月中下旬始见，交配产卵、孵化幼虫，7～8月为害重。8～9月部分第二代末龄幼虫及第三代幼虫陆续滞育越冬。夏天卵经3天孵化，幼虫期10～15天，蛹期6～9天。成虫产卵前期3天，产卵期10天左右，每雌产卵180粒，把卵产在叶背面，幼虫喜吐丝把叶卷成筒状，虫体藏在筒中剥食叶片。进入末龄后常出筒活动，把嫩枝咬断，老熟后在叶内或土缝中结薄茧化蛹。天敌有雷赖氏奴模菌寄生在幼虫上。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Pyrausta phoenicealis Hübner"	"fp00381"	"参见欧洲玉米螟。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/紫苏野螟.jpg"
"29"		"分布在东北、华北、宁夏、内蒙古、朝鲜、日本。"	"参见豆银纹夜蛾"	"显银纹夜蛾"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"结球莴苣、豌豆、甘蓝、白菜，绿花菜、紫甘蓝等。"	"参见豆银纹夜蛾"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Autographa  nigrisigna  Walker异名Plusia nigrisigna"	"fp00382"	"参见豆银纹夜蛾。此外，可选用5％抑太保乳油2000～2500倍液，于低龄期喷洒，隔20天1次，防治1次或2次。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/显银纹夜蛾.jpg"
"30"		"分布在全国。"		"银纹夜蛾"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"结球莴苣、花椰菜、白菜、萝卜等十字花科蔬菜、豆类作物、紫甘蓝、茄子、胡萝卜等。"		"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Argyrogramma agnata(Staudinger)异名Plusia agnata、Phytometra agnata"	"fp00383"		"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/银纹夜蛾.jpg"
"31"		"该虫分布在黑龙江、内蒙古、河北、华东、中南、甘肃、江苏、江西等省。"	"参见茄果类蔬菜虫害--红棕灰夜蛾。"	"红棕灰夜蛾"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"茄子、莙荙菜、胡萝卜、甜菜、草莓、枸杞、菊、茼蒿、菜豆、草食蚕、豌豆、苜蓿、大豆、豇豆、桑、黑莓等。"	"参见茄果类蔬菜虫害--红棕灰夜蛾。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Polia illoba(Butler)"	"fp00384"	"参见茄果类蔬菜虫害--红棕灰夜蛾。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/红棕灰夜蛾.jpg"
"32"		"分布在东北、华北、江苏、内蒙古等地。"	"成虫体长4．4～6．0毫米，宽2．3～3．1毫米，卵圆形，体灰色，密被灰黑褐色鳞片，鳞片在前胸形成相间的3条褐色、2条白色纵带，内肩和翅面上具白斑，头部呈光亮的铜茁，鞘翅上生10纵列刻点。头喙短扁，中间细，触角红褐色膝状，棒状部长卵形，末端尖，前胸长大于宽，后缘有边，两侧圆鼓，鞘翅明显宽于前胸。卵长0．9毫米，宽0．5毫米，长椭圆形，初产时乳白色，24小时后变为暗黑色；幼虫体长6～9毫米，体乳白色，无足；裸蛹长5.5毫米，乳黄色，复眼灰色。"	"蒙古灰象甲"	"昆虫纲"	"鞘翅目"	"象虫科"	"莙荙莱、甜菜、瓜类、玉米、花生、大豆、向日葵、高粱、烟草、果树幼苗等。"	"内蒙古、东北、华北2年1代，黄海地区1～1．5年1代，以成虫或幼虫越冬，翌春均温近10℃时，开始出土活动，经一段取食，把卵产在表土层中，产卵期40多天，产卵量80～900粒，卵期11～19天。成虫活动时间长，常群集为害，造成缺苗断垅。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Xylinophorus mongolicus Faust"	"fp00385"	"(1)在受害重的田块四周挖封锁沟，沟宽、深各40厘米，内放新鲜或腐败的杂草诱集成虫集中杀死。(2)在成虫出土为害期喷洒或浇灌45％马拉硫磷乳油1000倍液或35％顺丰2号乳油1000倍液、4．5％高效顺反氯氰菊酯乳油、50％辛•氰乳油2000～3000倍液。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/蒙古灰象甲.jpg"
"33"		"分布在辽宁、内蒙古、新疆、河北、山西、江苏"	"成虫体长5～6毫米，分浓色、淡色两型。全体背面灰黄色或灰褐色，有的具褐纵条。头部几乎全为棕黄色，胸部黑色。小盾片中央无毛。卵长小于1毫米，长卵形，白色无光泽，表面具不规则的六角形刻纹。末龄幼虫污黄色，长7．5毫米，前气门有分盆7～11个，多为8个，腹部末端具肉质突起7个；围蛹长4．5～5毫米，黄褐色或黑褐色。 藜泉蝇与肖藜泉蝇极相似，区别点前者雄蝇第5腹板侧叶内侧仅有细毛，基部无黑色短毛簇，肖藜泉蝇基部有极明显短毛簇，二者第5腹板形状略异；雄蝇侧尾叶侧面观前枝较直，末端不呈钩状，后枝末端极尖细，爪状。肖藜泉蝇前枝细狭，向前弯呈“s”形，末端沟状，后枝略宽且末端急剧变细。前者额较前单眼略宽，肖藜泉蝇两眼分离，间额与前单眼等宽。"	"肖藜泉蝇"	"昆虫纲"	"双翅目"	"花蝇科"	"菠菜、甜菜等藜科植物，茄科、石竹科植物。"	"北京年生3～4代，以蛹在土中滞育越冬，各代均有部分蛹进入滞育，造成越冬代成虫多及第1代为害重，卵多产在叶背，4～5粒排列成扇状，幼虫孵出后即钻入叶肉，需10多个小时完成。该虫一般不愿在已受害过的植株上产卵，也不喜欢在已有隧道的叶表钻入，因受害寄主从受害隧道失水，叶内二酚和邻——二酚浓度加大，因此该虫另寻健叶钻入为害。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Pegomya cunicularia Rondoni异名Pegomya cunicularia(Panzer)"	"fp00386"	"(1)春播地应在上年秋季施肥，可减少受害。(2)苗期追施速效化肥，加速生长，缩短受害时间，也可减少为害。(3)有人提出当五叶期叶片上着卵多于10粒，初见幼虫为害时喷洒10％吡虫啉可湿性粉剂1500倍液或50％蝇蛆净粉剂2000倍液、16％顺丰3号乳油1500倍液。每667m 2 喷对好的药液60升。此外可选用5％锐劲特悬浮剂，每667m 2 用50～100毫升有特效。采收前9天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/肖藜泉蝇.jpg"
"34"		"分布在北京、吉林、天津、河北、山东、江苏、江西、四川、台湾、福建、广东、广西等地。"	"无翅孤雌蚜体长3．3毫米，宽1．4毫米，纺锤状；体土黄色或红黄褐色至紫红色，头顶骨化深色，腹部毛基斑黑色，腹管基部前后斑大型，黑色，体表光滑，背毛粗短，第1～5腹节每节具毛11～13根，6～7节，每节5～6根，第8节具长毛2～4根。触角3．4毫米，细长，第3节具短毛25～32根，具突起指状次生感觉圈76～123个；喙细长，达后足基节；腹管长管状。尾片色浅，长锥形，具长短毛18～25根。无翅胎生雌蚜头、胸黑色，腹部色浅，除腹部各背片具毛基斑外，各有大型缘斑，第7、8节各具横带斑纹1条；触角第3节具次生感觉圈121～148个，体色同无翅雌蚜。"	"莴苣指管蚜"	"昆虫纲"	"同翅目"	"蚜科"	"莴苣、苦菜、泥胡菜、苦荬菜。"	"年生10～20代，以卵越冬，早春干母孵化，在20～25℃条件下，4～6天可完成一代，每头孤雌蚜平均可胎生若蚜60～80头。最适大量繁殖的温度为22～26℃，相对湿度为60％～80％。北方6～7月大量发生为害。10月下旬发生有翅雄蚜和无翅雌性蚜。喜群集嫩梢、花序及叶反面，遇震动，易落地。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Uroleucon  formosanum  Takahashi异名：Dactynotus formosanus"	"fp00387"	"掌握在初发阶段喷洒40％氰戊菊酯3000倍液或20％灭扫利乳油2000倍液、2．5％功夫乳油2000倍液、2．5％天王星乳油3000倍液、50％抗蚜威乳油2000～3000倍液等。喷洒时应注意使喷嘴对准叶背，将药液尽可能喷射到蚜体上。采收前7天停止用药。保护地可选用杀蚜烟剂，每667m 2 400～500克，分散放4～5堆，用暗火点燃，冒烟后密闭3小时，杀蚜效果在90％以上。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/莴苣指管蚜.jpg"
"35"	"幼虫天敌有卷叶虫绒茧蜂、小造桥虫绒茧蜂、日本黄茧蜂、广大腿小蜂等。"	"分布除宁夏、青海、新疆未见报道外，其余省区均有分布。"	"成虫体长10～14毫米，翅展22～30毫米，淡黄色，头、胸部背面有12个棕黑色小点排列成4行；腹部各节前缘有黄褐色带。触角丝状。前、后翅外横线、内横线褐色，呈波纹状，前翅中室前缘具“OR”形褐斑，在“R”斑下具一黑线，缘毛淡黄；后翅中室端有细长褐色环，外横线曲折，外缘线和亚外缘线波纹状，缘毛淡黄色。卵扁椭圆形，长0．12毫米，宽0．09毫米，初产乳白色，后变浅绿色。末龄幼虫体青绿色，有闪光，长约25毫米，化蛹前变成桃红色，全身具稀疏长毛，胸足、臀足黑色，腹足半透明。蛹长13～14毫米，红褐色，细长。"	"棉大卷叶螟"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"苋菜、蜀葵、黄蜀葵、棉花、茼麻、芙蓉、木棉等。"	"辽宁年生3代，黄河流域4代，长江流域4～5代，华南5～6代，以末龄幼虫在落叶、树皮缝、树桩孔洞、田间杂草根际处越冬。生长茂密的地块，多雨年份发生多，成虫有趋光性。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Sylepta derogata Fabricius"	"fp00388"	"(1)幼虫卷叶结包时捏包灭虫。(2)产卵盛期至卵孵化盛期喷洒喹硫磷、辛硫磷、亚胺硫磷、磷胺、甲奈威等常用浓度均有效。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/棉大卷叶螟.jpg"
"36"		"分布在北京、河北等省，国外广布北美和欧洲。"	"雄虫体长1.4～1．8毫米，褐色，背板和腹板稍深。头深褐色，复眼黑色裸露，无眼桥；单眼3个排列成等边三角形；触角16节，长0．9～1．1毫米，柄节、梗节较粗，鞭节逐渐变细，节间均有颈，第四鞭节长是宽的2．3倍，节与颈的长度比为5：1；下鄂须1节，有毛4根。翅淡褐色，长0.9～1．1毫米，宽0.35～0.45毫米，翅端宽而圆，在眼蕈蚊科内脉序特殊，R。甚短与Rs到Mi+z间约占2／3。足褐色，前足基节长约0．3毫米，腿节长约0.35毫米，胫节长0.4毫米，跗节长约0.5毫米，胫端有距，前足距1根，中后足各2根，爪无齿。腹部末端的尾器宽大，端节短粗，顶端钝圆有毛。雌虫体长1．6～2．3毫米，褐色，无翅；触角16节，长0．7～0．8毫米，胸部短小，背面扁平。腹部长而粗大，腹端渐细长，阴道又很长，尾须2节，端节椭圆形；其余特征同雄虫。"	"异型眼蕈蚊"	"昆虫纲"	"双翅目"	"眼蕈蚊科"	"结球莴苣、黄瓜、番茄、茴香、马铃薯、芍药、食用菌等。"	"参见韭菜迟眼蕈蚊。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Phyxia  scabiei  Hopk．"	"fp00389"	"(1)选用充分腐熟的有机肥，施肥要求均匀，适期早播，有条件的播前应浸种，促进早出苗，以减少幼虫为害。(2)防治该蛆可用40％二嗪农粉剂拌种，用量为种子重量的0.4％，也可在播种前，每667m 2 用40％二嗪农粉剂50克充分混入底肥中。(3)在成虫发生初期喷洒25％喹硫磷乳油1000倍液或2．5％辛硫磷粉剂2～2．5kg，隔10天左右1次，连续防治2～3次。(4)发现幼虫为害根茎部时可喷淋10％吡虫啉可湿性粉剂1500倍液或50％辛硫磷乳油1200倍液，每株灌对好的药液100毫升。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/异型眼蕈蚊.jpg"
"37"		"分布在广东、台湾等地。"	"体短粗，灰紫色至深紫色。"	"蔬菜跳虫"	"昆虫纲"	"弹尾目"	"紫跳科"	"白菜、菜心、蕹菜、菠菜、苋菜、生菜、豇豆、节瓜、苦瓜、甜玉米及作物幼苗。此外可为害栽培的平菇、草菇、香菇等。"	"土栖性，性喜湿润土壤，雌虫把10～30粒卵产在土缝中，孵化若虫漂浮于水面或借此爬到植株上为害，密度大或虫口多时，菜田水面覆上一层紫红色虫体随水漂浮，据观察气温10～25℃的多雨季节发生量大，为害严重，在深圳、台湾一带冬春雨季为害重，6月下旬后很少受害。喜在清晨和傍晚出来活动或为害蔬菜，太阳出来后迅速潜入土中，少数躲在心叶里继续为害，阴雨天受害重。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Hypogastura armata Nicolect"	"fp00390"	"(1)菜地翻耕后667m 2 撤施石灰25～30kg，并晒土5～7天，可抑制该虫活动和繁殖。(2)阴雨天跳虫在水面上飘浮时，可在畦沟中洒一层柴油，保持1天，然后把畦沟中水排净，能消灭水面上的跳虫。(3)喷洒10％氯氰菊酯乳油2000倍液或10％氯氰菊酯乳油1000倍液加98％巴丹可溶性粉剂2000倍液，药后24小时，漂浮在水面上的紫跳虫死亡，防效90％以上。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/蔬菜跳虫.jpg"
"38"	"天敌有白僵菌、中华广肩步甲等。"	"分布在河北、山东、江苏、陕西、四川、宁夏、内蒙古、黑龙江、云南、青海、山西、广东等省区。"	"成虫体长11～13毫米。翅展28毫米，体黄褐色，头圆形黄褐色，触角微毛状，下唇须向前平伸，第2、3节末端具褐色鳞，下鄂须白色。胸部、腹部背面浅黄色，下侧具白鳞。前翅浅黄色，翅外缘具暗褐色边缘，翅后缘有宽边，后翅浅黄褐色，边缘生褐曲线。"	"茴香薄翅野螟"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"茴香、甜菜、白菜、油菜、荠菜、萝卜、甘蓝、芥菜。"	"黑龙江密山年生2代。以老熟幼虫在2～3厘米土层中结茧越冬。翌年5月中旬越冬幼虫另结一土茧进入预蛹期，5月下旬开始化蛹。6月上旬成虫羽化产卵，日均温18～20℃卵期5～8天，20～22℃幼虫期14～24天，7月中旬开始化蛹，预蛹期7～14天，蛹期15～19天，7月下旬至8月上旬第一代成虫羽化产卵，8月二代幼虫盛发，9月上旬幼虫进入末龄，9月中下旬入土越冬。成虫有趋光性，白天喜栖息在草丛或植株中，稍有惊扰飞翔能力不强。多在夜间羽化，当天即可交配产卵，产卵期5～14天，交配后3～7天，进入产卵高峰期，每雌产卵20～300粒排成鱼鳞状，卵多产在十字花科幼嫩角果或果柄上，成虫寿命4～16天。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．叶类蔬菜病虫害防治原色图鉴 ．合肥： 安徽科学技术出版社，2004"	"Evergestis extimalis Scopoli"	"fp00391"	"菜田零星发生时，可不单独采取防治措施。数量较多时，在幼龄幼虫期喷洒常用杀虫剂。"	"agridata/images/中国农业有害生物数据库/中国叶菜类蔬菜害虫数据库/茴香薄翅野螟.jpg"
