"id"	"发生与危害"	"地理分布"	"纲"	"目"	"科"	"属"	"中文名"	"综合治理策略"	"形态特征"	"相关文献"	"拉丁学名"	"记录号"	"别名"	"图片"
"73"	"一年生草本。花果期5—12月份，种子繁殖。常生于山坡林下或田边路旁，为棉花、玉米、大豆、甘薯、甘蔗、蔬菜田和路埂常见杂草，发生量较大，危害较重。"	"华东、华中、华南及西南地区均有发生。"	"双子叶植物纲"	"茄目"	"茄科"	"茄属"	"苦蕺"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   子叶阔卵形，先端急尖，边缘具睫毛，叶基圆形，有长柄。下胚轴极发达，上胚轴明显。初生叶阔卵形，先端急尖，叶基圆形，全缘，有长叶柄。后生叶的叶缘呈波状。 成株   全体近无毛或仅生稀疏短柔毛。茎直立，高30～50厘米，多分枝，分枝纤细。叶片卵形至卵状椭圆形，长3～6厘米，宽2～4厘米，先端渐尖或急尖，基部阔楔形，全缘或有不等大的锯齿，两面近无毛。叶柄长l～5厘米。 花和子实   花较小。花梗被短柔毛。花萼5裂，裂片披针形。花冠淡黄色，喉部常有紫色斑纹，直径6～8毫米。花药蓝紫色。浆果球形，外包以膨大的草绿色宿存花萼。种子肾形或近卵圆形，两侧扁平，长约2毫米，淡棕褐色，表面具细网状纹，网孔密而深。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Physalis angulata L．"	"dw00141"	"灯笼草、灯笼泡、天泡草"	"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/苦蕺.jpg"
"74"	"一年生草本，有时为亚灌木。花期6～10月份，果期7～l 1月份。适生于山坡向阳处，为旱地、果园、荒地路旁杂草。 植株有异味，有毒。"	"南北各省区均有发生。"	"双子叶植物纲"	"茄目"	"茄科"	"曼陀罗属"	"曼陀罗"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗    全株被毛，子叶披针形，大型，先端渐尖。具短叶柄。初生叶长卵形或广披针形，全缘，有短柄，下胚轴发达。 成株    株高1～1．5米。叶宽卵形，长8—12厘米，宽4～12厘米，先端渐尖，基部为不对称的楔形，叶缘有不规则波状浅裂，裂片三角形，有时有疏齿。 花和子实    花常单生于枝分叉处或叶腋，直立，有短梗。花萼筒状，筒部有5棱角，长4～5厘米。花冠漏斗状，下半部淡绿色，上部白色或淡紫色。蒴果，直立，卵状，表面生有坚硬的针刺，或且粗糙，而无针刺，成熟后为规则的4瓣裂。种子卵圆形，稍扁，黑色，略有光泽，表面具粗网纹和小凹穴。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Datura stramonium L．"	"dw00142"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/曼陀罗.jpg"
"75"	"一年生草本。花果期6～l0月份。生于低湿处。"	"浙江、江苏、安徽、江西、福建、台湾、广东、海南、广西、云南、西藏东南部、四川、贵州、湖南、湖北、河南等地均有发生。"	"双子叶植物纲"	"玄参目"	"玄参科"	"母草属"	"母草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   光滑无毛，茎及叶子的基部呈淡紫红色。上胚轴及下胚轴均不发达，子叶阔卵状三角形，先端钝尖。初生叶对生，三角状阔卵形，全缘，有3条较明显的叶脉，后生叶卵形，叶缘有疏锯齿，有短柄。 成株   根须状，株高10～20厘米，茎多分枝，铺散，枝弯曲向上，微方形有深沟纹，无毛。叶片三角状卵形或宽卵形，顶端钝或短尖，基部宽楔形至平截形，边缘有三角状锯齿。 花和子实    花单生于叶腋或在茎枝之顶成极短的总状花序，花梗细弱，花萼坛状，膜质。花冠紫色，蒴果椭圆形，种子有纵横排列整齐的瘤突。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Lindernia  crustaeea  (L．) F. Muell"	"dw00143"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/母草.jpg"
"76"	"一年生草本。花期7～10月份，果期9～1 1月份。种子繁殖。喜生潮湿、积水处。为稻田和路边常见杂草，发生量较大，危害较重；潮湿的菜地发生也较重。"	"全国各地均有发生。"	"双子叶植物纲"	"玄参目"	"玄参科"	"母草属"	"陌上菜"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   子叶卵状披针形，先端渐尖，叶基楔形，有1条明显中脉，有短柄。下胚轴及上胚轴均不发达。初生叶对生，卵形，先端锐尖，全缘，有叶柄。后生叶椭圆形，先端钝尖，叶缘微波状。 成株   直立无毛草本，根细密成丛，茎方，基部分支，高5～20厘米，无毛。叶无柄，叶片椭圆形至长圆形，顶端钝至圆头，全缘或有不明显的钝齿，两面无毛，自叶基发出3—5条，并行脉。 花和子实    花单生叶腋，花梗纤细，比叶长，无毛。萼仅基部合着，线状披针形，钝头，外面微被短毛。花冠粉红色或紫色，下唇大于上唇，较开展，侧裂椭圆形，较小，中裂圆形，向前突出，雄蕊4枚，全育，花药基部微凹，柱头2裂。蒴果卵圆形，膜质，初时绿色，先端尖，2瓣开裂。种子极多，有格纹。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Lindernia procumbens(Krock．)Philcox"	"dw00144"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/陌上菜.jpg"
"77"	"越年生或一年生杂草。9～10月份出苗，花期3～5月份。种子于4月份即渐次成熟。种子繁殖。喜湿润肥沃的土壤。主要危害小麦、大麦、油菜、蔬菜、果树等作物。"	"华东、华中、西北、西南，河北等地有发生。"	"双子叶植物纲"	"玄参目"	"玄参科"	"婆婆纳属"	"婆婆纳"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   下胚轴较发达，略带紫色。子叶卵形，先端钝，基部渐狭，柄与叶近等长。初生叶三角状卵形，基部截形，叶缘有疏钝锯齿。 成株   茎自基部分枝成丛，匍匐或先端向上斜生，有白色细柔毛，长10～40厘米。叶对生，有短柄。叶片三角状卵形，先端钝，基部截形至心形，边缘有稀钝锯齿。 花和子实    总状花序顶生。苞片叶状，互生。花生于苞腋，花梗细长，结果后下垂。花萼4深裂，裂片卵形，被柔毛。花冠淡蓝紫色，直径4～8毫米。蒴果近肾形。种子舟状，深凹，背面有波状纵皱纹，淡黄色至黄褐色。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Veronica didyma Tenore—Veronica agrestis L．"	"dw00145"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/婆婆纳.jpg"
"78"	"二年生或一年生草本。秋冬季出苗，花期3～4月份，果期4～5月份。茎着土易生出不定根。为夏熟作物田杂草，在长江沿岸及其以南的西南地区的旱性地发生较多，尤其在长江中下游沿岸地区，有时成为优势种群，危害较重，防除也较为困难。"	"沿岸及其以南、西南地区均有发生。"	"双子叶植物纲"	"玄参目"	"玄参科"	"婆婆纳属"	"阿拉伯婆婆纳"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗    子叶阔卵形，先端钝圆，全缘，基部圆形，有长柄，无毛。上、下胚轴均发达。初生叶对生，卵状三角形，先端钝尖，叶基近圆形，叶脉明显，被短柔毛，有长柄。 成株   全体被有柔毛。茎下部伏生地面，基部多分枝，斜上。叶在茎基部对生，上部互生，卵圆形及肾状圆形。缘具钝锯齿，基部圆形，下部的叶常有柄，上部的叶无柄。 花和子实    花单生于叶状苞片内，有柄，长于苞片。花萼4深裂，裂片狭卵形。花冠淡蓝色，有放射状深蓝色条纹。蒴果倒扁心形。种子舟形或长圆形，腹面凹入，表面有皱纹。果实成熟开裂，散落种子于土壤中。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Veronica persica Poir"	"dw00146"	"波斯婆婆纳"	"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/阿拉伯婆婆纳.jpg"
"79"	"一年生或二年生草本。秋季或早春出苗，花期6～8月份，果期8～10月份。种子繁殖或自根茎萌生。喜湿润，耐干旱，亦耐践踏。为果园、路埂常见杂草，也侵入菜地和夏收作物田中。"	"全国各地均有发生"	"双子叶植物纲"	"车前目"	"车前科"	"车前属"	"车前"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗    子叶长椭圆形，先端稍钝，基部楔形，初生叶长椭圆形，先端锐尖，基部渐狭至柄，叶片及叶柄均有稀疏毛。 成株    株高5～20厘米，有圆柱状直根。叶基生，平铺或直立，卵状披针形、椭圆状披针形或椭圆形，边缘疏生小齿或不整齐锯齿，稍被柔毛或无毛。叶柄长1～3厘米，基部具较宽叶鞘及叶鞘残余。 花和子实    花葶少数，疏生柔毛。穗状花序直立，上端花密生，下部花较疏。花萼裂片4裂，椭圆形，和苞片均有绿色龙骨状突起。花冠裂片4裂，椭圆形或卵形，先端有浅齿，雄蕊稍伸出花冠。蒴果圆锥状，长约3毫米，黄褐色，成熟时在中下部周裂。种子长圆形，黑棕色。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Plantago asiatica L．"	"dw00147"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/车前.jpg"
"80"	"多年生草质藤本。花期6～7月份，果期8～9月份。种子繁殖。喜生予阴湿的环境，多生于低山路旁、沟边及灌丛中，为果、桑、茶园和路埂常见杂草．发生量较大，危害较重。"	"华东和中南各省区均有发生。"	"双子叶植物纲"	"鼠李目"	"葡萄科"	"乌蔹莓属"	"乌蔹莓"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   子叶阔卵形，先端钝尖，叶基圆形，有5条主脉。下胚轴极发达。初生叶为掌状复叶，小叶叶片卵形，先端渐尖，叶缘有大小不一的疏锯齿，有长柄。第2后生叶开始为鸟足状掌状复叶。 成株    茎带紫红色，有纵棱，有卷须，幼枝被柔毛，后变无毛。掌状复叶，小叶5片，椭圆形至狭卵形，中间小叶较大，先端急尖或短渐尖，边缘疏生锯齿。 花和子实    伞房状聚伞花序腋生，有长总花梗。花小，黄绿色，有短梗。花萼浅杯状，花瓣4枚，三角状卵形。花盘肉质，橘红色。雄蕊4枚，与花瓣对生。浆果倒卵形，成熟时黑色。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Cayratia japonica(Thunb．)Gagnep"	"dw00148"	"五爪龙"	"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/乌蔹莓.jpg"
"81"	"多年生草本。花期5～7月份，果期6～8月份。种子繁殖。适应性广，生于山坡、溪旁、荒地或路旁，为果园、茶园和路埂常见杂草，发生量较少，危害轻。"	"全国各地均有发生"	"双子叶植物纲"	"唇形目"	"马鞭草科"	"马鞭草属"	"马鞭草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   下胚轴发达，上胚轴不明显。子叶卵状披针形，有长柄。初生叶对生，单叶，椭圆形，叶缘具粗锯齿。后生叶卵形或宽椭圆形。 成株   茎四方形，高30～60厘米，棱上披疏短刚毛，嫩茎有短柔毛。叶片卵圆形至长圆形，叶长4—13厘米，宽2～6厘米，茎生叶边缘通常有粗锯齿和缺刻，茎生叶通常羽状深裂，裂片边缘具不整齐的锯齿，两面均被刚毛，背面沿叶脉较密。 花和子实   穗状花序顶生或腋生，细长。花冠蓝紫色或蓝色。小坚果近圆柱形，背面稍有光泽，有4～5条纵肋和少数不规则横肋，腹面密被白色颗粒状突起。小坚果内有种子l粒。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Verbena officinalis L."	"dw00149"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/马鞭草.jpg"
"82"	"二年生或一年生蔓状或攀援状草本。多于冬前出苗，亦可在早春出苗。花期4月份，果期5月份。果实落于土壤或随收获的作物种子传播。为旱性夏熟作物田恶性杂革。华北、西北、淮河流域地区麦和油菜田有大面积发生和危害，长江流域以南地区危害都局限于山坡地的麦和油菜作物。对麦类作物的危害性要大于油菜。不仅和作物争阳光、争空间，且可引起作物的倒伏，造成较大的减产。"	"北至辽宁，南至广东、广西"	"双子叶植物纲"	"茜草目"	"茜草科"	"半丰草属"	"猪殃殃"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   子叶出土，阔卵形，长7毫米，宽5毫米，先端钝，有微凹，全缘，基部近圆形，有长柄。下胚轴发达，带红色，上胚轴亦发达，呈四棱形，棱上生刺状毛，亦带红色。初生叶4片轮生，阔卵形，先端钝尖，有睫毛，基部宽楔形。根带橘黄色。 成株   茎四棱形，棱上和叶背中脉及叶缘均有倒生细刺，触之粗糙。叶6～8片轮生，线状倒披针形，顶端有刺尖，表面疏生细刺毛。 花和子实    聚伞花序顶生或腋生。花小，花萼细小，上有钩刺毛。花瓣黄绿色，4裂，裂片长圆形。果实球形，表面褐色，密生钩状刺毛，钩刺基部呈瘤状。刺毛亦可在经摩擦后脱落，近于光滑。果脐在腹面凹陷处，椭圆形，白色。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Galium aparine L.  Var．tenerum(Gren．et Godr．)Rcbb"	"dw00150"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/猪殃殃.jpg"
"83"	"一年生喜温湿草本。4月份初出苗，花果期7～10月份，全生育期180天左右。常生于水源较好的园林、河边树丛及水浇旱地。是芦苇地的重要害草。"	"南北各地均有发生"	"双子叶植物纲"	"堇菜目"	"葫芦科"	"盒子草属"	"盒子草"	"农田杂草的防治方法主要有人工防治、 化学防治、机械防治、替代控制和生态防治等方法。 （一）人工防治 1.控制杂草种子入田人工防除首先是 尽量勿使杂草种子或繁殖器官进入作物田， 清除地边、路旁的杂草，严格杂草检疫制度， 精选播种材料，特别注意国内没有或尚末 广为传播的杂草必须严格禁止输入或严加控制， 防止扩散，以减少田间杂草来源。 用杂草沤制农家肥时，应将农家含有杂草种子 的肥料经过用薄膜覆盖，高温堆沤2-4周， 腐熟成有机肥料，杀死其发芽力后再用。 2.人工除草结合农事活动， 如在杂草萌发后或生长时期直接进行人工拔除或铲除， 或结合中耕施肥等农耕措施剔除杂草。 （二）机械防治 结合农事活动， 利用农机具或大天型农业机械进行各种耕翻、耙、 中耕松土等措施进行播种前、 出苗前及各生育期等到不同时期除草， 直接杀死、刈割或铲除杂草， （三）化学防除 主要特点是高效、省工， 免去繁重的田间除草劳动。 国内外已有300多种化学除草剂，并加工不同剂型的制剂， 可用于几乎所有的粮食作物、经济作物地的除草。 （四）替代控制 利用覆盖、遮光等原理， 用塑料薄膜覆盖或播种其它作物(或草种) 等方法进行除草。"	"幼苗   上、下胚轴均很发达。子叶阔椭圆形，先端钝圆，叶基微呈戟形，有短柄。初生叶三角形，叶基戟形，叶缘微波状，有短柄，从叶腋伸出不分枝的茎卷须1条，后生叶与初生叶相似。 成株    攀援性草本，卷须不分裂或2裂。单叶互生，叶片多狭长，三角状戟形，边缘有疏生细锯齿。 花和子实    花小，黄绿色，直径0．7～1厘米。蒴果卵形，表面疏生暗绿色鳞片状凸起，成熟时由中部开裂，常具2粒种子。种子表面有雕纹状不规则凸起。"	"郭书普.旱田杂草识别与防治原色图鉴. 合肥:安徽科学技术出版社,2005 张朝贤，张跃进，倪汉文编著．农田杂草防除手册．北京：中国农业出版社，2000"	"Actinostemma tenerum Gr iff．-Actinostemma lobatum(Maxim．)Maxim．-Actinostemma racemosum Maxim．ex Cogn"	"dw00151"		"agridata/images/中国农业有害生物数据库/中国旱地杂草数据库/盒子草.jpg"
