"id"	"主要危害部位"	"地理分布"	"为害症状"	"病害类型"	"中文名"	"病原中文名"	"病原拉丁学名"	"主要危害作物"	"别名"	"病原分类地位"	"病原形态特征"	"相关文献"	"防治方法"	"英文名"	"记录号"	"传播途径和发病条件"	"图片"
"28"	"整株系统性侵染"		"系统侵染，病株叶片变小，产生明脉，老叶黄化，植株明显矮缩，叶片皱缩不展。"	"病毒"	"番杏病毒病"	"甜菜黄化病毒"	"Beet yellows virus"	"番杏"			"参见莙荙菜黄化病毒病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见菠菜矮花叶病。"	"New Zealand spinach yellows virus"	"ed00169"	"主要靠桃蚜、蚕豆蚜等蚜虫传毒，广东秋冬播植的番杏定植成活后就出现典型病症。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/番杏病毒病.jpg"
"29"	"全株"		"主要侵染十字花科植物，特别是引致甘蓝类产生花叶、斑驳、明脉等症状。染病株出现坏死、矮化。症状严重度与不同株系有关。第一个症状是最幼小的展开叶或较大叶子上出现褪绿明脉，后出现斑驳，严重的发展成扭曲或下卷矮化。侵染花椰菜时，叶片首先出现明脉，后发展为斑驳，叶背沿叶脉产生疣状凸起，病株矮化不明显。"	"病毒"	"甘蓝(CaMV)花叶病"	"花椰菜花叶病毒"	"Cauliflower mosaic virus简称CaMV"	"主要侵染十字花科植物"			"病毒粒体为正20面体，直径50．3纳米，在其寄主的细胞质内装配。内含体构成细胞的成分，圆形至椭圆形，是病细胞的重要特征。外壳蛋白不稳定，可能只有1个外壳蛋白，含有双链DNA。钝化温度75～80℃10分钟，稀释限点1000倍，体外保毒期5～7天。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用抗病毒病品种。如：东农606、607、609、中甘9号、西园6号、西园4号、白峰，泰甘3号、泰甘4号。(2)适期播种和定植，躲过低温及蚜虫猖獗时期。(3)注意防治蚜虫，生产上据天气、苗情、虫情在第一片真叶长出后及时喷药，后视情况5～7无1次，移栽本田后再喷1次常用药剂：2．5％功夫菊酯乳油1000倍液或5％来福灵乳油2000倍液、10％吡虫啉可湿性粉剂1500倍液、20％氟杀乳油2000倍液。(4)发病初期开始喷洒5％菌毒清可湿性粉剂400～500倍液或20％病毒宁水溶性粉剂500倍液、20％毒克星可湿性粉剂500倍液、83增抗剂100倍液，隔10天左右1次，连续防治3～4次。采收前5天停止用药。"	"Cabbage mosaic"	"ed00170"	"在田间主要靠蚜虫进行非持久性传毒，桃蚜(Myzus  persicae)、甘蓝蚜(Brevicoryne brassicae)通过4～5次连续取食期(每期5分钟)，仍保持CaMV的接种能力，广泛分布于温暖地区，能侵染十字花科多种植物，种子不能传毒，在冷凉条件下表现比较重的症状。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/甘蓝(CaMV)花叶病.jpg"
"30"	"病叶"		"初在叶片上现浓淡不匀的嵌花斑，扩展后呈深绿和浅绿色相间的花叶。病叶小略皱缩或畸形，枝蔓生长停滞，植株矮小。轻病株结瓜还正常，重病株不结瓜或呈畸形状。该病7～9月发生，一般田仅有少数植株染病，重病田病株率可达32％。"	"病毒"	"瓠子、葫芦病毒病"	"黄瓜花叶病毒"	"Cucumber mosaic virus  简称CMV"	"寄主范围39科117种植物。"			"CMV病毒颗粒球状，直径28～30纳米。病毒汁液稀释限点1000～10000倍，钝化温度60～70℃，10分钟，体外存活期3～4天，不耐干燥，在指示植物普通烟、心叶烟及曼陀罗上呈系统花叶，在黄瓜上也现系统花叶。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见甜瓜病毒病。"	"rlavatPd ralabash and Green calabash virus disease"	"ed00171"	"瓠瓜种子不带毒，主要在多年生宿根植物上越冬，由于鸭跖草、反枝苋、刺儿菜、酸浆等都是桃蚜、棉．蚜等传毒蚜虫的越冬寄主，每当春季发芽后，蚜虫开始活动或迁飞，成为传播此病主要媒介，发病适温20℃，气温高于25℃多表现隐症。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/瓠子、葫芦病毒病.jpg"
"31"	"整株系统性侵染"		"瓠瓜绿斑花叶病是系统性感染的病害。田间被感染的植株叶片变小，呈现出明显的黄绿嵌纹，严重的绿色部分皱褶凸起，节间缩短、开花少、结果明显减少，在温室中接种后10～15天新叶可见轻微斑驳，后期叶片变小并呈现明显嵌纹。"	"病毒"	"瓠子绿斑花叶病"	"黄瓜绿斑花叶病毒"	"Cucumber green mottle mosaic virus简称CGMMV"	"除侵染瓠子、葫芦外，还可侵染西瓜、黄瓜及甜瓜。"			"病毒粒体杆状，粒子大小300×18纳米，超薄切片观察，细胞中病毒粒子排列成结晶形内含体，钝化温度80～90℃，10分钟，稀释限点1000000倍，体外保毒期1年以上。可经汁液摩擦或土壤传播，体外存活期数月至1年，除侵染瓠子、葫芦外，还可侵染西瓜、黄瓜及甜瓜。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)建立无病留种田，施用无病毒的有机肥，培育壮苗；农事操作应小心从事，及时拔除病株，采种要注意清洁防止种子带毒。(2)在常发病地区或田块，对市售的商品种子要进行消毒，用10％磷酸三钠浸种20分钟后，用清水冲洗2～3次后晾干备用或催芽播种。(3)其它方法参见黄瓜绿斑花叶病。"	"Clavated calabash green mottle mosaic"	"ed00172"	"种子和土壤传毒，遇有适宜的条件即可进行初侵染，种皮上的病毒可传到子叶上，20天左右致幼嫩叶片显症。此外，该病毒易通过手、刀子、衣物及病株污染的地块及病毒汁液借风雨或农事操作传毒，进行多次再侵染，田间遇有暴风雨，造成植株互相碰撞枝叶摩擦或锄地时造成的伤根都是侵染的重要途径，高温条件下发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/瓠子绿斑花叶病.jpg"
"32"	"叶"		"黄瓜绿斑花叶病分绿斑花叶和黄斑花叶两种类型。绿斑花叶型苗期染病幼苗顶尖部的2～3片叶子现亮绿或暗绿色斑驳，叶片较平，产生暗绿色斑驳的病部隆起，新叶浓绿，后期叶脉透化，叶片变小，引起檀株矮化，叶片斑驳扭曲，呈系统性传染。瓜条染病现浓绿色花斑，有的也产生瘤状物，致果实成为畸形瓜，影响商品价值，严重的减产25％左右。黄斑花叶病型其症状与绿斑花叶型相近，但叶片上产生淡黄色星状疱斑，老叶近白色。"	"病毒"	"黄瓜绿斑花叶病"	"黄瓜绿斑花叶病毒"	"Cucumber green mottle mosaic virus简称CGMMV"	"除侵染黄瓜外，还可侵染西瓜、瓠瓜及甜瓜。"			"病毒粒体杆状，粒子大小300×18纳米，超薄切片观察，细胞中病毒粒子排列成结晶形内含体，钝化温度80～90℃，10分钟，稀释限点1000000倍，体外保毒期1年以上。可经汁液摩擦、土壤传播，体外存活期数月至1年，除侵染黄瓜外，还可侵染西瓜、瓠瓜及甜瓜。该病毒在黄瓜上有两个变种，即绿斑花叶病和黄斑花叶病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用中农7号、8号、春秋绿、津春4号等抗病品种。建立无病留种田，施用无病毒的有机肥，培育壮苗；农事操作应小心从事，及时拔除病株，采种要注意清洁，防止种子带毒。(2)在常发病地区或田块，对市售的商品种子要进行消毒。种子经70℃处理72小时可杀死毒源，也可用10％磷酸三钠浸种20分钟后，用清水冲洗2～3次后晾干备用或催芽播种。(3)打杈、绑蔓、授粉、采收等农事操作注意减少植株碰撞，中耕时减少伤根，浇水要适时适量，防止土壤过干。(4)发病初期喷洒5％菌毒清可湿性粉剂300倍液或0．5％抗毒剂1号(菇类蛋白多糖)水剂250～300倍液、20％毒克星(盐酸吗啉胍•铜)可湿性粉剂500倍液、NS一83耐病毒诱导剂100倍液、植物病毒钝化剂912，每667m 2 用75克加lkg开水浸泡12小时对水15kg喷洒。此外喷洒高锰酸钾1000倍液或硫酸锌1500倍也有一定效果。"	"Cucumber green mottle mosaic"	"ed00173"	"种子和土壤传毒，遇有适宜的条件即可进行初侵染，种皮上的病毒可传到子叶上，21天后致幼嫩叶片显症。此外，该病毒很容易通过手、刀子、衣物及病株污染的地块及病毒汁液借风雨或农事操作传毒，进行多次再侵染，田间遇有暴风雨，造成植株互相碰撞、枝叶摩擦或锄地时造成的伤根都是侵染的重要途径，田间或棚室高温发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/黄瓜绿斑花叶病.jpg"
"33"	"全株"		"叶片上出现浓绿不均的褪绿斑，嫩叶染病现褪绿斑后变畸形，植株生长缓慢，长势衰弱，结荚率低，严重的豆荚缩短扭曲变形，甚者产生坏疽斑，对品质影响极大，病株种子染病，播种后长出幼苗即成病株。"	"病毒"	"豇豆黑眼豇豆花叶病毒病"	"黑眼豇豆花叶病毒"	"Blackeye cowpea mosaic virus简称BLCMV"	"豇豆"			"病毒粒体呈长丝状。该毒原是我国长江流域及台湾等地主要病毒。在南京病株率60％，安徽、山东80％以上，台湾高达90％，在台湾黑眼豇豆花叶病毒与黄瓜花叶病毒发生复合侵染，则病情更加严重，病害流行速度更为快速。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用抗病品种。免疫品种有秋豇512、秋豇17、高抗品种有秋赤豇、三尺豇豆、穗郊101、鳗鱼豇、一紫512、盘香豇等。经接种发病率在50％以下的有：饭豇白籽、秋二忙、白豇豆、青皮豇豆、F0251、豇豆农家种、晚熟种、印度豇豆、30一85、之豇14、之豇28—2、之豇19、柳条青、V18、线豇豆。之豇28虽然抗病性上不去，但农艺性状好，可以安排在早春播种使用。夏秋两个发病高峰期则选用上述免疫和高抗的品种。(2)建立无病留种田，不断汰除带毒病苗，生产无病毒种子以杜绝田间发病，可延缓该病的发生和蔓延。(3)调节播种期，尽量避开蚜虫迁飞高峰期可有效地减轻发病。(4)药剂防治参见菜豆TAV花叶病。"	"Cowpea and Black eye cowpea mosaic"	"ed00174"	"黑眼豇豆花叶病毒病年年发生，是豇豆生产上重要病害，对豇豆病毒病流行具有举足轻重的作用，豇豆种子带毒率为10％～15％，因此，不管蚜虫虫口密度如何，栽培后期BLCMV发生率很易上升，病毒可经机械伤口及蚜虫传播。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/豇豆黑眼豇豆花叶病毒病.jpg"
"34"	"全株"		"类菌原体引致的豇豆丛枝病，病株矮化，叶变小，淡黄色，花变绿色叶片状，腋芽和不定芽大量抽出，病株成草丛状，不能结实。别于由病毒引起的丛枝病。后者病株虽也矮缩，老叶较健株浓绿，叶面皱缩，新生叶片变小、褪绿、黄化，腋芽簇生，但不成丛枝状；花也不变绿色或叶片状，早期染病的不结荚，后期染病的虽能结荚，但荚短且卷曲，尾尖细呈鼠尾状。"	"病毒"	"豇豆类菌原体丛枝病"	"类菌原体"	"Mycoplasma—Like Organism．简写MLO"	"研究中"			"把症状明显的幼叶的叶脉切成1立方毫米大小，用3％戊二醛固定、过夜，经0．1M pH7．2的磷酸缓冲液冲洗数次后，用1％的锇酸固定4小时，用磷酸缓冲液冲洗数次后，用乙醇系列脱水，环氧丙烷脱水，E—pon812包埋，超薄切片，经1％柠檬酸铅一醋酸铀染色后，用EM400电镜观察：在病株韧皮部筛管细胞和伴胞内发现了数量大、多型的MLO，直径90～480纳米，单位膜厚度13纳米。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参考番茄巨芽病和丛枝病。"	"Cowpea witches’broom"	"ed00175"	"还在研究中。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/豇豆类菌原体丛枝病.jpg"
"35"	"主要为害叶片、茎蔓和果实"		"金瓜病毒病主要为害叶片、茎蔓和果实。叶片染病主要有两种类型：一是花叶型，先在新叶上现出明脉或褪绿斑点，后随之出现花叶，严重的叶片失绿或仅残留几个绿点或顶部叶片呈鸡爪状，仅残留几条线状主侧脉。二是黄点型，在叶缘或近叶柄处产生黄色小点，后扩散至全叶，致叶片呈泡泡纱布状向叶背卷缩，重者叶片黄化。茎蔓染病现浅褐色坏死条斑，病蔓缩短。果实染病，病果表面布满大小不等的瘤状突起，致果面凹凸不平。"	"病毒"	"金瓜病毒病"	"黄瓜花叶病毒组中的一个株系"	"Cucumber mosaic virus简称CMV"	"黄瓜花叶病毒寄主范围39科117种植物"			"病毒颗粒球状，直径28～30纳米。病毒汁液稀释限点1000～10000倍，钝化温度60～70℃，10分钟，体外存活期3～4天，不耐干燥，在指示植物普通烟、心叶烟及曼陀罗上呈系统花叶，在黄瓜上也现系统花叶。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用抗病毒病的品种。如：涡阳金丝瓜及上海崇明的86—1、86—2两个品系均表现抗病，生产上可大面积推广应用。(2)施用酵素菌沤制的堆肥、注意氮、磷、钾配合，可提高金瓜抗病性。(3)采用金瓜与大麦间作，共生期20天左右，由于麦杆遮挡，可减轻蚜虫迁入，发病时期延后3～12天，可减缓发病。(4)金瓜定植后，用银灰膜覆盖，可避蚜，减少毒病发生。(5)必要时喷洒2．5％溴氰菊酯乳油或50％抗蚜威可湿性粉剂3000倍液灭蚜防病。(6)发病初期喷洒5％菌毒清可湿性粉剂400倍液或20％盐酸吗啉胍•铜可湿性粉剂(毒克星)500倍液、0．5％抗毒剂1号水剂300倍液、20％病毒宁水溶性粉剂500倍液、NS一83增抗剂100倍液，植物病毒钝化剂-912，每667m 2 用药75克，加少量水调成糊状，用l kg开水浸泡12小时以上，充分搅匀晾凉后对水15kg，于定植、初果期、盛果期早晚各喷1次。此外，还可喷洒硫酸锌1000～1500倍液也有效。"	"Ornamental gourd virus disease"	"ed00176"	"金瓜种子不带毒，病毒主要在田间多年生宿根植物上越冬，靠蚜虫传播蔓延。春播金瓜6～7叶期田间始见病株，进入盛花期进入发病高峰，膨瓜期病情趋于停滞。在同一株上，4～6节位的叶片易发病，后向前扩展，重病株开花前在雌花子房上即显症，果实症状多出现在膨瓜期。发病早的受害重。目前随种植面积扩大，该病为害有日趋严重之势。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/金瓜病毒病.jpg"
"36"	"整株系统性侵染"		"韭菜毒病属系统侵染病害。染病后生长缓慢，植株叶片变窄或披散，叶色褪绿，沿中脉形成变色黄带呈条状，是本病重要特征。后叶尖黄枯，发病重的植株矮小或萎缩，最后枯死。"	"病毒"	"韭菜病毒病"	"韭菜萎缩病毒"	"Chinese chive dwarf virus简称CCDV"	"寄主仅限于韭菜、葱、洋葱等。"			"Chinese chive dwarf virus简称CCDV称韭菜萎缩病毒，属病毒。病毒粒体线状，长650纳米。寄主仅限于韭菜、葱、洋葱等。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)种植早发1号、“一、三”韭菜、优丰1号、豫韭菜1号等优良品种。发现病毒株后，要及时把整墩发病韭菜挖出，集中深埋或烧毁，控制毒源，防止扩大。(2)收割韭菜时，先割健株、后割病株，防止割刀接触病株扩大传染，割刀接触病株后，应把割刀浸入10％磷酸三钠溶液中进行消毒，也可同时用4、5把刀，每割数墩后，集中浸入上述溶液中消毒。(3)加强韭菜田肥水管理，及时拔除韭菜田中杂草。(4)发现葱蚜或桃蚜为害韭菜，要及时喷洒50％抗蚜威超微可湿性粉剂3000～4000倍液，及时消灭传毒蚜虫。(5)发病初期及时喷洒5％菌毒清可湿性粉剂400倍液或0．5％抗毒剂l号水剂300倍液、20％毒克星(盐酸吗啉胍•铜)可湿性粉剂500倍液、20％病毒宁水溶性粉剂500倍液，隔7～10天1次，连续防治2～3次。采收前3天停止用药。"	"Chinese chives dwarf virus"	"ed00177"	"韭菜萎缩病毒主要在韭菜根部越冬，翌年春季韭菜发芽或生长时，病毒扩展到地面的叶片中，开始显症，该病毒可在割韭菜时通过割刀进行汁液接触传播蔓延，致该病迅速扩展，此外病毒还可通过葱蚜、桃蚜等传播媒介进行远距离传播。一般葱蚜、桃蚜吸食带毒的寄主5～20分钟就能获毒进行有效传播，传毒是非持久性的，种子不带毒、土壤也不传毒。韭菜生长季节遇有高温和干旱易发病，蚜虫量大时发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/韭菜病毒病.jpg"
"37"	"整株系统性侵染"		"系统侵染，在叶片上产生明脉症，老叶逐渐黄化，植株明显矮缩，叶片皱缩不展。"	"病毒"	"莙荙菜(BYV)黄化病毒病"	"甜菜黄化病毒"	"Beet yellows virus"	"能系统侵染莙荙菜、甜菜、番杏等，局部侵染甜菜等。"			"病毒粒体线条状，大小1250×11．4纳米，病毒粒体四周的亚基呈螺旋状卷曲，螺距3．4纳米；病毒粒体团集在筛管柔膜细胞质内或根细胞内。致死温度50～55℃，体外存活期12小时，稀释限点10000倍。该病毒分强株系、弱株系和坏死株系。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)参见苦苣菜脉黄病毒病。"	"Swiss chard yellows virus"	"ed00178"	"汁液不易接种，桃蚜(Myzus persicae)、蚕豆蚜(Aphis fabae)及其他蚜虫可传毒，种子不传染。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/莙荙菜(BYV)黄化病毒病.jpg"
"38"	"整株系统性侵染"		"系统侵染苦苣菜(Sonchus oleraceus)，产生明脉或引起叶片皱缩。"	"病毒"	"苦苣菜脉黄病毒病"	"苦苣脉黄病毒"	"Sowthistle yellow vein virus"	"苦苣菜"			"Sowthistle yellow vein virus称苦苣脉黄病毒，属病毒。病毒粒体杆状，在寄主细胞外观察粒体大小220×80纳米。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)及早灭蚜防病，抓准当地蚜虫迁飞期在虫口密度较低时连续喷洒20％绿•马乳油2000倍液或10％吡虫啉乳油1500～2000倍液、50％辟蚜雾可湿性粉剂2500～3000倍液。(2)加强管理，苗期开始喷施多效好4000倍液或增产菌每667m 2 30～50毫升对水75升，促使植株早生快发。(3)症状出现时，连续喷洒磷酸二氢钾或20％毒克星可湿性粉剂500倍液、0．5％抗毒剂1号水剂250～300倍液、20％病毒宁水溶性粉剂500倍液，隔7天1次，促叶片转绿、舒展减轻为害。采收前5天停止用药。"	"Common sowthistle yellow vein virus"	"ed00179"	"汁液不能传毒，主要靠茶藤苦菜蚜(Hyperomyzus lactucae)进行持久性传毒，病毒在蚜虫体内能增殖，而且能经卵传毒。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/苦苣菜脉黄病毒病.jpg"
"39"	"叶"	"陕西、北京、河南、湖北、新疆等"	"苗期染病植株叶色发黄，病株矮小，很少分枝，易形成单枝，侧枝少，不结果或偶结1～2果。蕾期染病，病株矮化，仅为健株株高一半，叶窄长，叶面积小，仅是健叶1／4，叶片扭曲呈疙瘩节状，叶色变黄，叶肉变薄似缺素症。叶柄狭长，是健株2倍，发病重的叶片仅剩叶脉，枝芽丛生呈“扫帚状”，茎杆带化，花序聚生或花器萎落，鳞片变成小叶。开花结果期染病，病株不明显，中下部叶片、椒角尚正常，仅侧芽少，中上部叶片狭窄皱缩不平，叶柄伸长，果枝短缩，心叶开张度小。该病与黄瓜花叶病毒引起的病毒病症状近似，应注意鉴别。"	"病毒"	"辣椒丛枝病"	"类菌原体"	"Mycoplasma—like organism简写MLO"	"辣椒"			"病叶中脉切片经甲苯胺兰(TBO)染色后，用荧光显微镜观察韧皮部有桔黄色荧光反应斑，整个维管束组织严重退化变小，用电子显微镜对超薄切片观察，在辣椒病株筛管中有MLO菌体，大小172～311纳米。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)该病广泛分布在陕西、北京、河南、湖北、新疆等各辣椒产区，应合理布局，要远离泡桐，采用小麦与辣椒间作，适期栽植，注意拔除病株。(2)及时防治叶蝉和三点盲蝽。(3)发病初期喷洒土霉素或四环素4000倍液。"	"Pepper witches’broom"	"ed00180"	"辣椒丛枝病病原可通过大青叶蝉传播，经25天后显症，大青叶蝉在泡桐丛枝病病株上，充分饲毒后转移到辣椒上也可传毒。辣椒集中产区及大青叶蝉多、距泡桐树近的地块发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/辣椒丛枝病.jpg"
"40"	"整株系统性侵染"		"萝卜花叶病属系统侵染，叶部呈现淡绿色至黄绿色花叶，有的沿细脉现浓绿色线状凹凸，叶片凹凸不平或扭曲，外围老叶变浅黄绿色，叶面多皱缩变形，茎荚染病生椭圆形浓绿斑，结实期变为褐色。"	"病毒"	"萝卜(RMV)花叶病毒病"	"萝卜花叶病毒"	"Radish mosaic virus简称RMV"	"系统侵染萝卜、芜菁等十字花科蔬菜。"			"病毒为多角状粒体，直径28～30纳米，病毒粒体散生在细胞质内，在液泡里排列成晶状或附着在细胞质内的液泡膜上；致死温度60～65℃。系统侵染萝卜、芜菁等十字花科蔬菜。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用抗萝卜病毒病的品种。如：黄泥湖萝卜、常德圆萝卜、秦菜2号、武青1号、通园红2号、鲁萝卜2号、郑州金花薹、春萝1号、京红1号、红丰2号、杂选1号、衡阳半节红、豫萝卜1号等抗(耐)病毒病品种。(2)在萝卜生育期间，注意防治黄条跳甲、蚜虫、减少传毒。(3)发病初期开始喷洒5％菌毒清可湿性粉剂400～500倍液或0．5％抗毒剂1号水剂300倍液、20％毒克星可湿性粉剂500倍液、20％病毒宁水溶性粉剂500倍液，隔7～10天一次，连用3次。采收前5天停止用药。"	"Radish mosaic"	"ed00181"	"主要靠黄条跳甲(phyllotreta spp．)和黄瓜11星叶甲(Diabrotica llndecimpunctata)传毒。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/萝卜(RMV)花叶病毒病.jpg"
"41"	"叶"		"五月间在越冬的牛蒡上始见，春播牛蒡秋季始发，主要为害成长的牛蒡。染病株叶上出现鲜黄色或浅黄色至黄绿色不正形花叶；幼叶染病致叶形歪斜，老叶染病斑纹白色；炎热的夏季病症不明显。"	"病毒"	"牛蒡花叶病"	"牛蒡花叶病毒"	"Burdock mosaic virus"	"牛蒡"			"病毒粒体为正20面体，无包膜，大小30纳米，致死温度50～60℃，体外存活期24小时。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)注意防治蚜虫，必要时喷洒10％吡虫啉(蚜虱净)可湿性粉剂1500倍液、50％抗蚜威超微可湿性粉剂2000倍液，消灭传毒蚜虫。可减轻该病为害。(2)发病初期开始喷洒5％菌毒清可湿性粉剂或20％病毒宁水溶性粉剂500倍液，隔7～10天一次，连续防治2～3次。采收前5天停止用药。"	"Edible burdock mosaic"	"ed00182"	"汁液摩擦能接种，辣根长管蚜(Macroshum gobonis)进行非持久性传毒，即病毒在介体昆虫体内保存短时间，几小时或更短。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/牛蒡花叶病.jpg"
"42"	"整株系统性侵染"		"系统侵染，整株发病。苗期染病植株生长缓慢，后叶片上出现黄绿不均花斑叶或形成斑驳状，老叶上产生不规则形暗绿色斑纹。植株矮缩，结果少或不结果。"	"病毒"	"茄子斑萎病毒病"	"番茄斑萎病毒"	"Tomato spotted wilt virus简称TSWV"	"茄子"			"见番茄斑萎病毒病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用耐病毒病的茄子品种。如吉茄1号、丰研1号。选无病株留种。(2)用10％磷酸三钠浸种20～30分钟。(3)早期防蚜避蚜，减少传毒介体。塑料大棚悬挂银灰膜条或畦面铺盖灰色尼龙纱避蚜。(4)及时防治截形叶螨。(5)加强肥水管理，铲除田间杂草，提高寄主抗病力。(6)喷洒5％菌毒清可湿性粉剂400～500倍液或20％毒克星(盐酸吗啉胍•铜)可湿性粉剂400～500倍液、0．5％抗毒剂1号水剂300倍液、83增抗剂100倍液、植物病毒钝化剂一912，每667m 2 用药粉75克，加少量温水调成糊状，用l kg开水浸泡12小时以上，充分搅匀晾凉后对水15kg喷雾，隔7～10天1次，连续防治2～3次。采收前3天停止用药。"	"Eggplant spotted wilt virus"	"ed00183"	"见番茄斑萎病毒病。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/茄子斑萎病毒病.jpg"
"43"	"叶"		"芹菜、西芹从苗期至成株期均可发生。苗期染病，出现黄色花叶或系统花叶，发病早的，所生嫩叶上出现斑驳或呈花叶状，病叶小，有的扭瞌或叶片变窄；叶柄纤细，植株矮化；发病晚的多见于所生叶呈浓、淡绿相间的花叶，植株正常。"	"病毒"	"芹菜(PVY)花叶病"	"马铃薯Y病毒,芜菁花叶病毒"	"Potato virus Y简称PVY和Turnip mosaic virus简称TuMV"	"芹菜"			"Potato virus Y简称PVY，称马铃薯Y病毒和Turnip mosaic virus简称TuMV称芜菁花叶病毒。PVY病毒粒体弯曲，长杆状，质粒大小11×730纳米，致死温度52～62℃，稀释限点100～1000倍，体外存活期2～3天。TuMV病毒粒体线条状，大小12～18×700～800纳米，致死温度56～60℃，体外存活期1～4天，稀释限点2000～3000倍。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用津南实芹1号等抗病毒病品种。(2)其他防治方法参见菠菜矮花叶病。"	"Celery mosaic"	"ed00184"	"PVY主要靠蚜虫传播，TuMV主要靠汁液传染，也可由桃蚜及甘蓝蚜作非持久性传毒。"	"agridata/images/中国农业有害生物数据库/中国经济作物病毒病害数据库/芹菜(PVY)花叶病.jpg"
