"id"	"标题"	"种类"	"路径"
"170"	"中国苎麻种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/苎麻/中国苎麻种质资源密度分布图.gif"
"171"	"中国苏子种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/苏子/中国苏子种质资源地理分布图.gif"
"172"	"中国苏子种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/苏子/中国苏子种质资源密度分布图.gif"
"173"	"中国苦荞种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/苦荞/中国苦荞种质资源地理分布图.gif"
"174"	"中国苦荞种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/苦荞/中国苦荞种质资源密度分布图.gif"
"175"	"中国苹果种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/苹果/中国苹果种质资源地理分布图.gif"
"176"	"中国苹果种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/苹果/中国苹果种质资源密度分布图.gif"
"177"	"中国茄子种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/茄子/中国茄子种质资源地理分布图.gif"
"178"	"中国茄子种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/茄子/中国茄子种质资源密度分布图.gif"
"179"	"中国茎用芥菜种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/茎用芥菜/中国茎用芥菜种质资源地理分布图.gif"
"180"	"中国茎用芥菜种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/茎用芥菜/中国茎用芥菜种质资源密度分布图.gif"
"181"	"中国茎用莴苣种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/茎用莴苣/中国茎用莴苣种质资源地理分布图.gif"
"182"	"中国茎用莴苣种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/茎用莴苣/中国茎用莴苣种质资源密度分布图.gif"
"183"	"中国茶种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/茶/中国茶种质资源地理分布图.gif"
"184"	"中国茶种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/茶/中国茶种质资源密度分布图.gif"
"185"	"中国荔枝种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/荔枝/中国荔枝种质资源地理分布图.gif"
"186"	"中国荔枝种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/荔枝/中国荔枝种质资源密度分布图.gif"
"187"	"中国荞麦种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/荞麦/中国荞麦种质资源地理分布图.gif"
"188"	"中国荞麦种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/荞麦/中国荞麦种质资源密度分布图.gif"
"189"	"中国药用野生稻种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/药用野生稻/中国药用野生稻种质资源地理分布图.gif"
"190"	"中国药用野生稻种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/药用野生稻/中国药用野生稻种质资源密度分布图.gif"
"191"	"中国莴苣种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/莴苣/中国莴苣种质资源地理分布图.gif"
"192"	"中国莴苣种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/莴苣/中国莴苣种质资源密度分布图.gif"
"193"	"中国菜薹种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/菜薹/中国菜薹种质资源地理分布图.gif"
"194"	"中国菜薹种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/菜薹/中国菜薹种质资源密度分布图.gif"
"195"	"中国菜豆种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/菜豆/中国菜豆种质资源地理分布图.gif"
"196"	"中国菜豆种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/菜豆/中国菜豆种质资源密度分布图.gif"
"197"	"中国萝卜种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/萝卜/中国萝卜种质资源地理分布图.gif"
"198"	"中国萝卜种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/萝卜/中国萝卜种质资源密度分布图.gif"
"199"	"中国蔬菜种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/蔬菜/中国蔬菜种质资源地理分布图.gif"
"200"	"中国蔬菜种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/蔬菜/中国蔬菜种质资源密度分布图.gif"
"201"	"中国薹菜种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/薹菜/中国薹菜种质资源地理分布图.gif"
"202"	"中国薹菜种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/薹菜/中国薹菜种质资源密度分布图.gif"
"203"	"中国蚕豆种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/蚕豆/中国蚕豆种质资源地理分布图.gif"
"204"	"中国蚕豆种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/蚕豆/中国蚕豆种质资源密度分布图.gif"
"205"	"中国裸大麦种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/裸大麦/中国裸大麦种质资源地理分布图.gif"
"206"	"中国裸大麦种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/裸大麦/中国裸大麦种质资源密度分布图.gif"
"207"	"中国西瓜种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/西瓜/中国西瓜种质资源地理分布图.gif"
"208"	"中国西瓜种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/西瓜/中国西瓜种质资源密度分布图.gif"
"209"	"中国西葫芦种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/西葫芦/中国西葫芦种质资源地理分布图.gif"
"210"	"中国西葫芦种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/西葫芦/中国西葫芦种质资源密度分布图.gif"
"211"	"中国谷子种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/谷子/中国谷子种质资源地理分布图.gif"
"212"	"中国谷子种质资源密度分布图.gif.txt"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/谷子/中国谷子种质资源密度分布图.gif.txt"
"213"	"中国豇豆种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/豇豆/中国豇豆种质资源地理分布图.gif"
"214"	"中国豇豆种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/豇豆/中国豇豆种质资源密度分布图.gif"
"215"	"中国豌豆种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/豌豆/中国豌豆种质资源地理分布图.gif"
"216"	"中国豌豆种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/豌豆/中国豌豆种质资源密度分布图.gif"
"217"	"中国辣椒种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/辣椒/中国辣椒种质资源地理分布图.gif"
"218"	"中国辣椒种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/辣椒/中国辣椒种质资源密度分布图.gif"
"219"	"中国野生大豆种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/野生大豆/中国野生大豆种质资源地理分布图.gif"
"220"	"中国野生大豆种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/野生大豆/中国野生大豆种质资源密度分布图.gif"
"221"	"中国野生稻种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/野生稻/中国野生稻种质资源地理分布图.gif"
"222"	"中国野生稻种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/野生稻/中国野生稻种质资源密度分布图.gif"
"223"	"中国长豇豆种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/长豇豆/中国长豇豆种质资源地理分布图.gif"
"224"	"中国长豇豆种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/长豇豆/中国长豇豆种质资源密度分布图.gif"
"225"	"中国陆地棉种质资源地理分布图.gif.txt"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/陆地棉/中国陆地棉种质资源地理分布图.gif.txt"
"226"	"中国陆地棉种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/陆地棉/中国陆地棉种质资源密度分布图.gif"
"227"	"中国陆稻种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/陆稻/中国陆稻种质资源地理分布图.gif"
"228"	"中国陆稻种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/陆稻/中国陆稻种质资源密度分布图.gif"
"229"	"中国韭菜种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/韭菜/中国韭菜种质资源地理分布图.gif"
"230"	"中国韭菜种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/韭菜/中国韭菜种质资源密度分布图.gif"
"231"	"中国食用高粱种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/食用高粱/中国食用高粱种质资源地理分布图.gif"
"232"	"中国食用高粱种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/食用高粱/中国食用高粱种质资源密度分布图.gif"
"233"	"中国饭豆种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/饭豆/中国饭豆种质资源地理分布图.gif"
"234"	"中国饭豆种质资源密度分布图.gif.txt"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/饭豆/中国饭豆种质资源密度分布图.gif.txt"
"235"	"中国香蕉种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/香蕉/中国香蕉种质资源地理分布图.gif"
"236"	"中国香蕉种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/香蕉/中国香蕉种质资源密度分布图.gif"
"237"	"中国马铃薯种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/马铃薯/中国马铃薯种质资源地理分布图.gif"
"238"	"中国马铃薯种质资源密度分布图.gif.txt"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/马铃薯/中国马铃薯种质资源密度分布图.gif.txt"
"239"	"中国马齿玉米种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/马齿玉米/中国马齿玉米种质资源地理分布图.gif"
"240"	"中国马齿玉米种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/马齿玉米/中国马齿玉米种质资源密度分布图.gif"
"241"	"中国高粱种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/高粱/中国高粱种质资源地理分布图.gif"
"242"	"中国高粱种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/高粱/中国高粱种质资源密度分布图.gif"
"243"	"中国鹰嘴豆种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/鹰嘴豆/中国鹰嘴豆种质资源地理分布图.gif"
"244"	"中国鹰嘴豆种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/鹰嘴豆/中国鹰嘴豆种质资源密度分布图.gif"
"245"	"中国黄玉米种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黄玉米/中国黄玉米种质资源地理分布图.gif"
"246"	"中国黄玉米种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黄玉米/中国黄玉米种质资源密度分布图.gif"
"247"	"中国黄瓜种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黄瓜/中国黄瓜种质资源地理分布图.gif"
"248"	"中国黄瓜种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黄瓜/中国黄瓜种质资源密度分布图.gif"
"249"	"中国黄谷子种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黄谷子/中国黄谷子种质资源地理分布图.gif"
"250"	"中国黄谷子种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黄谷子/中国黄谷子种质资源密度分布图.gif"
"251"	"中国黄麻种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黄麻/中国黄麻种质资源地理分布图.gif"
"252"	"中国黄麻种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黄麻/中国黄麻种质资源密度分布图.gif"
"253"	"中国黍稷种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黍稷/中国黍稷种质资源地理分布图.gif"
"254"	"中国黍稷种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黍稷/中国黍稷种质资源密度分布图.gif"
"255"	"中国黎豆种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黎豆/中国黎豆种质资源地理分布图.gif"
"256"	"中国黎豆种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黎豆/中国黎豆种质资源密度分布图.gif"
"257"	"中国黑谷子种质资源地理分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黑谷子/中国黑谷子种质资源地理分布图.gif"
"258"	"中国黑谷子种质资源密度分布图.gif"	"作物分布图"	"agridata/images/作物物种分布数据库/作物分布图/黑谷子/中国黑谷子种质资源密度分布图.gif"
"259"	"中国亚有限大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/亚有限大豆/中国亚有限大豆种质资源地理分布图.gif"
"260"	"中国大豆亚油酸密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/亚油酸/中国大豆亚油酸密度分布图.gif"
"261"	"中国半直立大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/半直立/中国半直立大豆种质资源地理分布图.gif"
"262"	"中国半蔓生大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/半蔓生/中国半蔓生大豆种质资源地理分布图.gif"
"263"	"中国双色大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/双色大豆/中国双色大豆种质资源地理分布图.gif"
"264"	"中国夏大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/夏大豆/中国夏大豆种质资源地理分布图.gif"
"265"	"中国大豆大粒种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/大粒/中国大豆大粒种质资源地理分布图.gif"
"266"	"中国大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/大豆/中国大豆种质资源地理分布图.gif"
"267"	"中国大豆孢囊线虫病1号小种密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/孢囊线虫病1号小种/中国大豆孢囊线虫病1号小种密度分布图.gif.txt"
"268"	"中国大豆孢囊线虫病3号小种密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/孢囊线虫病3号小种/中国大豆孢囊线虫病3号小种密度分布图.gif"
"269"	"中国大豆孢囊线虫病4号小种密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/孢囊线虫病4号小种/中国大豆孢囊线虫病4号小种密度分布图.gif"
"270"	"中国大豆小粒种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/小粒/中国大豆小粒种质资源地理分布图.gif"
"271"	"中国大豆抗孢囊线虫病1号小种种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/抗孢囊线虫病1号小种/中国大豆抗孢囊线虫病1号小种种质资源地理分布图.gif.txt"
"272"	"中国大豆抗孢囊线虫病3号小种种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/抗孢囊线虫病3号小种/中国大豆抗孢囊线虫病3号小种种质资源地理分布图.gif"
"273"	"中国大豆抗旱种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/抗旱/中国大豆抗旱种质资源地理分布图.gif"
"274"	"中国大豆抗病毒病种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/抗病毒病/中国大豆抗病毒病种质资源地理分布图.gif"
"275"	"中国大豆抗盐种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/抗盐/中国大豆抗盐种质资源地理分布图.gif"
"276"	"中国无限大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/无限大豆/中国无限大豆种质资源地理分布图.gif"
"277"	"中国大豆早熟种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/早熟/中国大豆早熟种质资源地理分布图.gif"
"278"	"中国春大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/春大豆/中国春大豆种质资源地理分布图.gif"
"279"	"中国有限大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/有限大豆/中国有限大豆种质资源地理分布图.gif"
"280"	"中国大豆株高密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/株高/中国大豆株高密度分布图.gif"
"281"	"中国大豆棕茸毛种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/棕茸毛/中国大豆棕茸毛种质资源地理分布图.gif"
"282"	"中国大豆油酸密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/油酸/中国大豆油酸密度分布图.gif"
"283"	"中国大豆灰茸毛种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/灰茸毛/中国大豆灰茸毛种质资源地理分布图.gif"
"284"	"中国大豆生育期密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/生育期/中国大豆生育期密度分布图.gif"
"285"	"中国大豆白花种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/白花/中国大豆白花种质资源地理分布图.gif"
"286"	"中国大豆百粒重密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/百粒重/中国大豆百粒重密度分布图.gif"
"287"	"中国直立大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/直立/中国直立大豆种质资源地理分布图.gif"
"288"	"中国大豆矮秆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/矮秆/中国大豆矮秆种质资源地理分布图.gif"
"289"	"中国大豆硬脂酸密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/硬脂酸/中国大豆硬脂酸密度分布图.gif"
"290"	"中国秋大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/秋大豆/中国秋大豆种质资源地理分布图.gif"
"291"	"中国大豆紫花种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/紫花/中国大豆紫花种质资源地理分布图.gif"
"292"	"中国绿大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/绿大豆/中国绿大豆种质资源地理分布图.gif"
"293"	"中国大豆绿子叶种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/绿子叶/中国大豆绿子叶种质资源地理分布图.gif"
"294"	"中国大豆脂肪密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/脂肪/中国大豆脂肪密度分布图.gif"
"295"	"中国蔓生大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/蔓生/中国蔓生大豆种质资源地理分布图.gif"
"296"	"中国大豆蛋白质密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/蛋白质/中国大豆蛋白质密度分布图.gif"
"297"	"中国褐大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/褐大豆/中国褐大豆种质资源地理分布图.gif"
"298"	"中国大豆软脂酸密度分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/软脂酸/中国大豆软脂酸密度分布图.gif"
"299"	"中国大豆选育单位地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/选育单位/中国大豆选育单位地理分布图.gif"
"300"	"中国大豆高亚油酸种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/高亚油酸/中国大豆高亚油酸种质资源地理分布图.gif"
"301"	"中国大豆高油酸种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/高油酸/中国大豆高油酸种质资源地理分布图.gif"
"302"	"中国大豆高硬脂酸种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/高硬脂酸/中国大豆高硬脂酸种质资源地理分布图.gif"
"303"	"中国大豆高脂肪种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/高脂肪/中国大豆高脂肪种质资源地理分布图.gif"
"304"	"中国大豆高蛋白种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/高蛋白/中国大豆高蛋白种质资源地理分布图.gif"
"305"	"中国大豆高软脂酸种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/高软脂酸/中国大豆高软脂酸种质资源地理分布图.gif"
"306"	"中国黄大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/黄大豆/中国黄大豆种质资源地理分布图.gif"
"307"	"中国黑大豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/大豆/黑大豆/中国黑大豆种质资源地理分布图.gif"
"308"	"中国小豆全生育日数密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/全生育日数/中国小豆全生育日数密度分布图.gif.txt"
"309"	"中国小豆分枝数密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/分枝数/中国小豆分枝数密度分布图.gif.txt"
"310"	"中国小豆半蔓生种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/半蔓生/中国小豆半蔓生种质资源地理分布图.gif.txt"
"311"	"中国小豆单株产量密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/单株产量/中国小豆单株产量密度分布图.gif.txt"
"312"	"中国小豆单株荚数密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/单株荚数/中国小豆单株荚数密度分布图.gif.txt"
"313"	"中国小豆单荚粒数密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/单荚粒数/中国小豆单荚粒数密度分布图.gif.txt"
"314"	"中国小豆多分枝种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/多分枝/中国小豆多分枝种质资源地理分布图.gif.txt"
"315"	"中国小豆多粒种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/多粒/中国小豆多粒种质资源地理分布图.gif.txt"
"316"	"中国小豆多荚种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/多荚/中国小豆多荚种质资源地理分布图.gif.txt"
"317"	"中国小豆大粒种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/大粒/中国小豆大粒种质资源地理分布图.gif.txt"
"318"	"中国小豆小粒种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/小粒/中国小豆小粒种质资源地理分布图.gif.txt"
"319"	"中国小豆种质资源地理分布图.gif"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/小豆/中国小豆种质资源地理分布图.gif"
"320"	"中国小豆总淀粉密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/总淀粉/中国小豆总淀粉密度分布图.gif.txt"
"321"	"中国小豆早熟种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/早熟/中国小豆早熟种质资源地理分布图.gif.txt"
"322"	"中国小豆有限结荚习性种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/有限结荚习性/中国小豆有限结荚习性种质资源地理分布图.gif.txt"
"323"	"中国小豆株高密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/株高/中国小豆株高密度分布图.gif.txt"
"324"	"中国白小豆种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/白小豆/中国白小豆种质资源地理分布图.gif.txt"
"325"	"中国小豆百粒重密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/百粒重/中国小豆百粒重密度分布图.gif.txt"
"326"	"中国小豆直立种质资源地理分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/直立/中国小豆直立种质资源地理分布图.gif.txt"
"327"	"中国小豆直链淀粉密度分布图.gif.txt"	"作物特性分布图"	"agridata/images/作物物种分布数据库/作物特性分布图/小豆/直链淀粉/中国小豆直链淀粉密度分布图.gif.txt"
