"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"24"		"分布在长江流域、江苏、河南、云南、贵州等省。"	"短肩棘缘蝽与长肩棘缘蝽近似，体长均在9mm以下，但短肩棘缘蝽前胸背板侧角刺短，侧角间宽度小于体长之半，可以区别。"	"短肩棘缘蝽"	"昆虫纲"	"半翅目"	"缘蝽科"	"稻、苋菜、刺苋、莲子草、土荆芥、草莓、玉米、大豆等。"	"长江流域年生2～3代，以成虫在枯枝落叶或枯草丛中越冬，翌年3～4月间    开始产卵，卵多产在叶、穗或茎上。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"C．pugnator"	"rp00024"	"参见稻棘缘蝽。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/短肩棘缘蝽.jpg"
"25"	"桔棘蝽、平腹小蜂、黄凉蚁、螳螂和蜘蛛。"	"分布在江苏、浙江、湖北、江西、湖南、福建、台湾、广东、广西、贵州、四川等省。"	"成虫体长22mm左右，绿色，长盾形。触角丝状5节。前胸背板前缘两侧成角状突出，“肩”的边缘黑色，其上具许多黑色粗大刻点。小盾片长，大舌形。卵淡绿色，球形。若虫5龄，1～3龄淡黄至赤黄色，具黑斑。4龄胸部绿色，腹部黄色，翅芽显著。5龄全体绿色。"	"大绿蝽"	"昆虫纲"	"半翅目"	"蝽科"	"水稻、粟、高粱、玉米、甘蔗、茶、柑桔类、苹果、梨、沙果等。"	"南方年生1代，以成虫在果树枝叶茂密处及建筑物等各种缝隙隐蔽处越冬。翌年4月开始出蛰活动，5～10月产卵，7月产卵最多，多产于叶面，常14粒聚成块，排列整齐。8月为若虫盛发期，1龄群集不取食，2龄开始取食，2、3龄常3～5头群集，4、5龄散活动取食。11月大部分羽化为成虫，为害至12月上旬开始陆续越冬。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Rhynchocoris humeralis(Thunberg)"	"rp00025"	"(1)早晚捕杀成虫和若虫。(2)摘除卵块和初孵若虫。(3)药剂防治越冬成虫出蛰后产卵前，若虫孵化至3龄期为防治关键时期。喷洒50％敌敌畏乳油800～1000倍液或50％对硫磷乳油1500～2000倍液、2．5％敌杀死乳油3000倍液、20％灭扫利乳油3000倍液、50％马拉硫磷乳油1000～1500倍液。(4)保护利用天敌。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/大绿蝽.jpg"
"26"	"主要有稻蝽黑卵蜂、白僵菌、猎蝽、蜘蛛、青蛙等。"	"分布在河北南部、山东和江苏北部、长江以南各省区。"	"成虫体长8．5～10mm，宽4．5～5mm，长椭圆形，黑褐色至黑色，头中叶与侧叶长相等，复眼突出，喙长达后足基节间。前胸背板前角刺向侧方平伸。小盾片舌形，末端稍内凹或平截，长几达腹部末端，两侧缘在中部稍前处内弯。卵近短桶形，红褐色，大小0．9×0．8(mm)，假卵块圆突，四周有小齿状的呼吸精孔突40～50枚；卵壳网状纹上具小刻点，被有自粉。1龄若虫头胸褐色，腹部黄褐色或紫红色，节缝红色，腹背具红褐斑，体长1．3mm。3龄若虫暗褐至灰褐色，腹部散生红褐小点，前翅芽稍露，体长3．3mm。5龄若虫头部、胸部浅黑色，腹部稍带绿色，后翅芽明显，体长7．5～8．5mm。"	"稻黑蝽"	"昆虫纲"	"半翅目"	"蝽科"	"主害水稻，也为害小麦、粟、玉米、甘蔗、豆类、马铃薯、柑桔等。"	"江苏、浙江年生1代，江西2代，广东2～3代。以成虫及少数高龄若虫在石块下、土缝内5～10cm处或杂草根际、稻桩间、树皮缝等处越冬。翌年初夏出蛰，群集在水稻上为害。成、若虫喜在晴朗的白天潜伏在稻丛基部近水面处，傍晚或阴天上到叶片或穗部吸食，把卵聚产在稻株距水面6～9cm处的叶鞘上，卵块多由14粒，排成2行。每雌产卵75粒。生长旺盛、叶色浓绿的早播田，丘陵、山区垄田发生较重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Scotinophara lurida(Burmeister)"	"rp00026"	"(1)利用成虫把卵产在近水面稻茎上和卵在水中浸泡24小时即不能孵化的特点，在产卵期先适当排水，降低产卵位置，然后灌水至10～13cm，浸泡24小时，隔3～4天再排灌1次，连续进行4～5次可杀死大量卵块。(2)在低龄若虫期喷洒2．5％保得乳油1500倍液或20％氰戊菊酯乳油2000倍液、90％晶体敌百虫800倍液，15天后再防1次。如用10％吡虫啉(一遍净)可湿性粉剂2000倍液，见效虽然较慢，但持效期长达25～30天，生产上可以推广应用。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻黑蝽.jpg"
"27"	"有稻虱缨小蜂、褐腰赤眼蜂、稻虱红螯蜂、稻虱索线虫、黑肩绿盲蝽等。"	"分布北起吉林，沿辽宁、河北、山西、陕西、宁夏至甘肃，西向由甘肃折入四川、云南、西藏。"	"成虫长翅型体长4～5mm，体黄褐色至黑褐色。前胸背板、小盾片上具明显的3条凸起纵线。短翅型体长3．5～4mm，与长翅型相似，但翅短，长度不达腹部末端。卵初呈丝瓜形，后呈弯弓形，10～20粒排列成行，前部单行，后部挤成双行，卵帽略露出产卵痕。若虫初孵时浅黄白色，后变褐色，近椭圆形。5龄若虫体长3．2mm，腹部第3、4腹节背面各生1个白色“山”字形纹。前翅芽伸达腹部3～4节处，前后翅芽的尖端十分接近。"	"稻褐飞虱"	"昆虫纲"	"同翅目"	"飞虱科"	"水稻。"	"海南年生12～13代，世代重叠常年繁殖，无越冬现象。广东、广西、福建南部年生8～9代，3～5月迁入；贵州南部6～7代，4～6月迁入；赣江中下游、贵州、福建中北部、浙江南部5～6代，5～6月迁入；江西北部、湖北、湖南、浙江、四川东南部、江苏、安徽南部4～5代，6～7月上中旬迁入；苏北、皖北、鲁南2～3代，7～8月迁入；35。以北的其它稻区1～2代，也于7～8月迁入。我国广大稻区主要虫源随每年春、夏暖湿气流由南向北迁入和推进，每年约有5次大的迁飞行动，秋季则从北向南回迁。17℃以下卵历期17天以上，23～24℃9天，27～30℃7～8天。若虫24～26℃历期为15～16天。短翅型成虫属居留型，长翅型为迁移型。羽化后不久飞翔力强，能随高空水平气流迁移，春、夏两季向北迁飞时，飞行高度1500～2000m，空气湿度高利其迁飞，飞行起始温度18．2℃左右。成虫对嫩绿水稻趋性明显，雄虫可行多次交配，24～27℃时，羽化后2～3天开始交配，每雌平均产卵200～700粒，水稻生长期间各世代平均寿命10～18天，田间增殖倍数每代10～40倍。成、若虫喜阴湿环境，喜欢栖息在距水面10cm以内的稻株上，田间虫口每丛高于0．4头时，出现不均匀分布，后期田间出现塌圈枯死现象。水稻生长后期，大量产生长翅型成虫并迁出，1～3龄是翅型分化的关键时期。近年我国各稻区由于耕作制度的改变，水稻品种相当复杂，生育期交错， 利于该虫种群数量增加，造成严重为害。该虫生长发育适温为20～30℃，26℃最适，长江流域夏季不热，晚秋气温偏高利其发生，褐飞虱迁入的季节遇有雨日多、雨量大利其降落，迁入时易大发生，田间阴湿，生产上偏施、过施氮肥，稻苗浓绿，密度大及长期灌深水，利其繁殖，受害重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Nilaparvata lugens(Stal)"	"rp00027"	"(1)做好测报工作，搞好迁入趋势分析，种植时统一规划，合理布局，减少    虫源。(2)加强田间肥水管理，防止后期贪青徒长，适当烤田，降低田间湿度。(3)选育推广抗虫丰产品种，防止褐飞虱新生物型出现。如中国杂交稻汕优6号，在褐飞虱生物型I的地区受害轻。此外，可因地制宜选用湘早籼1号、3号，广优青，七桂早25，威优35，Ⅱ优46，D优64，威优64，南京14，扬稻3号，水源290，秀水620等抗虫品种。(4)保护利用天敌。(5)在若虫孵化高峰至2～3龄若虫发生盛期，及时喷洒2．5％扑虱蚜可湿性粉剂或25％扑虱灵可湿性粉剂，早稻、早中稻、晚稻田每667m 2 20～30g，迟中稻田50g，或10％多来宝悬浮剂50～100ml，也可用10％一遍净(吡虫啉)可湿性粉剂2000倍液(667m 2 用药10～20g、对水60kg)，1～30天防效90％以上，持效期30天。此外，用80％杀虫单粉剂35～40g，早期防治效果优于叶蝉散，且可以兼治其它害虫。提倡施用20％康福多浓可溶剂，每667m 2 6～8ml或40％灭抗铃乳油30～40g，10％大功臣可湿性粉剂，每667m 2 用有效成分2g防治稻飞虱，兼治叶蝉和蓟马。也可选用75％虱螟特可湿性粉剂(杀虫单加噻嗪酮)650g／hm 2 防治飞虱，兼治二化螟，三化螟、稻纵卷叶螟。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻褐飞虱.jpg"
"28"		"分布在中国茭白、水稻种植区。"	"长翅型雄虫体长3．2～3．8mm，浅黄色，有黑褐斑。头顶前突，前胸、中胸背板侧脊外方复眼后具1新月形暗褐色斑，中胸背板侧区黑褐色，中间具黄纵带，前翅半透明，端部有褐色晕斑；翅痣、颜面、胸部、腹部腹面黑褐色。长翅型雌虫体长4～4．5mm，体多黄白色，具浅褐斑。卵新月形，长0．7～0．8mm。若虫共5龄，末龄若虫灰白色，长约2．9mm。"	"白背飞虱"	"昆虫纲"	"同翅目"	"飞虱科"	"水稻、茭白、玉米、大麦、小麦、甘蔗、高粱、稗草、早熟禾等。"	"新疆、宁夏年生1～2代，东北2～3代，淮河以南3～4代，长江流域4～7代，岭南7～10代，海南南部11代，属迁飞性害虫。最初虫源是从南方迁来。迁入期从南向北推迟，有世代重叠。该虫长翅型成虫飞翔力强，每雌产卵85粒左右，当田间每代种群增长约2～4倍，田间虫口密度高时即迁飞转移。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Sogatella furcifera(Horváth)"	"rp00028"	"(1)选用赣早籼42号等抗白背飞虱的抗虫晶种。(2)其它方法参见褐飞虱。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/白背飞虱.jpg"
"29"	"有寄生蜂、蜘蛛、草蛉、瓢虫、青蛙等。"	"分布在南、北方茭白、水稻种植区。"	"雄成虫体长5～6．1mm，雌虫5．7～7mm，细长，体淡绿色，复眼、单眼黑色或红褐色；头顶突出在复眼前，细长，圆锥形，喙末端和后胫距齿黑褐色。前胸背板、中胸小盾片各具纵脊3条，整个中胸的长度与头顶、前胸之和相等，雌虫外生殖器常分泌白绒状蜡粉状物。雄虫抱器细长，剑状。卵长0．7～1mm，香蕉状，初半透明，乳白色至灰黄色。若虫共5龄，初乳白色稍透明，1龄后有蜡粉，腹端拖出的5根蜡丝似白绒状物，1、2龄无翅芽，3龄后体变绿色，4龄前翅芽短于或接近后翅芽，5龄前翅芽完全覆盖后翅芽。"	"长绿飞虱"	"昆虫纲"	"同翅目"	"飞虱科"	"水稻、茭白"	"吉林年生3代，江苏、江西、浙江、湖北、上海年生4～5代，2、3代后世代重叠，以滞育卵在秋茭白、野茭白等寄主叶脉、叶鞘内或枯叶中越冬。湖北越冬卵子4月上中旬开始孵化，4月下旬至5月上旬进入盛期，6月上旬始见成虫，第一代发生期在6月上旬～7月下旬，第二代7月上旬至9月上旬，第三代8月中旬～10月中旬。越冬代卵期6～8个月，一代22～26℃卵期10～12天，若虫历期15～22℃时26～38天，产卵历期9～25天，产卵开始2～3天后进入产卵高峰期，成虫寿命3～7天。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Saccharosydne procerus(Matsumura)"	"rp00029"	"(1)3月份开始调查越冬卵的数量。(2)于2月卵孵化前火烧水稻枯叶或全面割除。彻底清除田边塘沟杂草。(3)掌握在夏稻越冬代2～3龄若虫盛发时喷洒10％吡虫啉可湿性粉剂2500倍液或30％乙酰甲胺磷乳油、50％杀螟松乳油1000倍液、20％扑虱灵乳油2000倍液，5％锐劲特胶悬剂每667m 2 20ml或90％杀虫丹原粉，每667m 2 50～60g对水喷雾，20％杀灭菊酯或2．5％溴氰菊酯乳油2000倍液，在药液中加0．2％中性洗衣粉可提高防效。也可选用75％虱螟特可湿性粉剂650g／hm 2 ，防治稻飞虱，兼治二化螟、三化螟、稻纵卷叶螟。此外喷2％叶蝉散粉剂，每667m 2 2kg也有效。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/长绿飞虱.jpg"
"30"	"天敌有稻虱缨小蜂等。"	"分布在中国各省，长江中下游和华北发生多。"	"长翅型雌虫体长3．3～3．8mm，短翅型体长2．4～2．6mm，浅黄褐色至灰褐色，头顶稍突出，长度略大于或等于两复眼之间的距离，额区具黑色纵沟2条，额侧脊呈弧形。前胸背板、触角浅黄色。小盾片中间黄白色至黄褐色，两侧各具半月形褐色条斑纹，中胸背板黑褐色，前翅较透明，中间生1褐翅斑。卵初产时乳白色略透明，后期变浅黄色，香蕉形，双行排成块。末龄若虫体长2．7mm，前翅芽较后翅芽长，若虫共5龄。"	"灰飞虱"	"昆虫纲"	"同翅目"	"飞虱科"	"水稻、茭白、小麦、大麦、玉米、高粱、甘蔗、看麦娘、稗草等禾本科植物。"	"湖北、四川、江浙、上海年生5～6代，福建7～8代，北方4～5代，在福建、两广、云南冬季3种虫态可见，其它地区多以3、4龄若虫在麦田、绿肥田、河边等处禾本科杂草上越冬。翌年早春旬均温高于10℃越冬若虫羽化。发育适温15～28℃，冬暖夏凉易发生。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Laodelphax striatellus(Fallén)"	"rp00030"	"(1)3月份开始调查越冬卵的数量。(2)于2月卵孵化前火烧枯叶，彻底清除田边塘沟杂草。(3)掌握在越冬代2～3龄若虫盛发时喷洒10％吡虫啉可湿性粉剂1500倍液或30％乙酰甲胺磷乳油、50％杀螟松乳油1000倍液、20％扑虱灵乳油2000倍液、50％马拉硫磷乳油或50％混灭威、20％杀灭菊酯、2．5％溴氰菊酯乳油2000倍液，在药液中加0．2％中性洗衣粉可提高防效。此外喷2％叶蝉散粉剂，每667m 2 2kg也有效。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/灰飞虱.jpg"
"31"	"主要天敌有褐腰赤眼蜂、捕食性蜘蛛等。"	"分布在长江中上游和西南各省。"	"成虫体长4．5～6mm。黄绿色。头与前胸背板等宽，向前成钝圆角突出，头顶复眼间接近前缘处有1条黑色横凹沟，内有1条黑色亚缘横带。复眼黑褐色，单眼黄绿色。雄虫额唇基区黑色，前唇基及颊区为淡黄绿色；雌虫颜面为淡黄褐色，额唇基的基部两侧区各有数条淡褐色横纹，颊区淡黄绿色。前胸背板两性均为黄绿色。小盾片黄绿色。前翅淡蓝绿色，前缘区淡黄绿色，雄虫翅端1／3处黑色，雌虫为淡褐色。雄虫胸、腹部腹面及背面黑色，雌虫腹面淡黄色，腹背黑色。各足黄色。卵长茄形，长约1～1．2mm；末龄若虫体长3．5～4mm，若虫共4龄。"	"黑尾叶蝉"	"昆虫纲"	"同翅目"	"叶蝉科"	"水稻、茭白、慈姑、小麦、大麦、看麦娘、李氏禾、结缕草、稗草等。"	"江、浙一带年生5～6代，以3～4龄若虫及少量成虫在绿肥田边、塘边、河边的杂草上越冬。成虫把卵产在叶鞘边缘内侧组织中，每雌产卵100～300多粒，若虫喜栖息在植株下部或叶片背面取食，有群集性，3～4龄若虫尤其活跃。越冬若虫多在4月羽化为成虫，迁入稻田或茭白田为害，少雨年份易大发生。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Nephotettix  bipunctatus(Fabricius)异名N．cincticeps(Uhler)"	"rp00031"	"(1)选用抗虫品种。(2)注意保护利用天敌昆虫和捕食性蜘蛛。(3)调查成虫迁飞和若虫发生情况，因地制宜确定当地防治适期，及时喷洒2％叶蝉散粉剂，每667m 2 2kg或10％吡虫啉(一遍净)可湿性粉剂2500倍液、2．5％保得乳油2000倍液、20％叶蝉散乳油500倍液，每667m 2 70L。也可用30％乙酰甲胺磷乳油或50％杀螟松乳油1000倍液、90％杀虫单原粉，667m 2 50～60g对水喷雾。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/黑尾叶蝉.jpg"
"32"		"分布在黄河以南各稻区。"	"成虫体长3～4mm，浅黄色，具淡褐斑纹。头冠中前部具浅黄褐色斑点2个，后方还有2个浅黄褐色小斑点。小盾片浅灰色，基角处各具1个浅黄褐色斑点。前翅浅灰黄色，其上具闪电状黄褐色宽纹，色带四周色浓，特征相当明显。胸部及腹部的腹面黄白色，散布有暗褐色斑点。卵长1～1．2mm，椭圆形，略弯曲，初白色，后变黄色。若虫共5龄。末龄若虫体长3．5mm，黄白色。头部、胸部背面，足和腹部最后3节的侧面褐色，腹部1～6节背面各具褐色斑纹1对，翅芽达腹部第4节。"	"电光叶蝉"	"昆虫纲"	"同翅目"	"叶蝉科"	"水稻、玉米、高粱、粟、甘蔗、小麦、大麦等。偶害芝麻、柑桔等。"	"浙江年生5代，四川5～6代，以卵在寄主叶背中脉组织里越冬。台湾年生10代以上，各虫期周年可见。长江中下游稻区9～11月为害最重，四川东部在8月下旬～10月上旬，台湾6～7月和10～11月受害重。雌虫寿命20天，雄虫15天左右。产卵前期7天，产卵量约80粒。卵历期10～14天，若虫历期11～14天，10～11月的若虫历期37天左右。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Inazuma dorsalis(Motschulsky)异名Recilia dorsalis(Motschulsky)"	"rp00032"	"(1)参见黑尾叶蝉。(2)防治黑尾叶蝉时可兼治此虫。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/电光叶蝉.jpg"
"33"	"天敌主要有螯蜂、捻翅虫、异色瓢虫、多种蜘蛛等。"	"分布在黄河以南，四川西昌以东。云南、贵州、四川局部山区和陕西汉中受害重。"	"雌虫体长3．5～3．7mm，雄虫稍小。头部、胸部、腹部橙黄色。头部前缘两侧各具1半月形白斑。前胸背板中央具1浅灰黄色菱形斑，斑的两侧各具小白点1个。前翅灰白色，半透明，具虹彩闪光；后翅浅橙色，透明度较前翅高。卵长0．65mm，近瓶形，略弯曲，一端尖，另一端钝圆，乳白色。若虫共5龄。末龄若虫体长2．4～3．2mm，浅黄绿色，体上刚毛明显。"	"白翅叶蝉"	"昆虫纲"	"同翅目"	"叶蝉科"	"水稻、小麦、大麦、甘蔗、茭白、玉米、油菜等。"	"浙江、安徽、湖南年生3代，再往南年生3～6代。以成虫在麦田、绿肥田及避风向阳的杂草上越冬。翌春，越冬成虫先在麦田为害，当早稻出苗后，即迁入为害、繁殖，后向早稻本田或晚稻田上扩展，晚稻进入收获季节，该虫又迁飞到越冬寄主上。成虫活泼善飞，受惊扰时横行躲避或飞至别处，若虫跳跃能力差，受惊时斜着走或横行。气温低于1℃，成虫多潜伏在土缝里或植株基部，高于2℃开始活动。均温21～23℃卵历期15～16天，一、二代若虫历期17～21天，三代33～40天。成虫寿命20～30天，越冬代为194天。喜在上午羽化，在植株上部叶片取食，有较强趋嫩绿性和趋光性，多在白天把卵产在稻叶主脉的空腔内，分蘖期产在稻株基部第一、二叶片，抽穗期以第三叶为主，每处着卵1～3粒，个别5粒。越冬代每雌产卵45～60粒，一代55～60粒，二代30粒。气温低于20℃，相对湿度85％～90％若虫死亡多，寿命短，产卵量下降。生产上5、6月雨水多，8、9月气温偏高，且有一定降雨量，可能大发生。稻麦两熟和双季稻混栽区，二季晚稻受害重，晚熟中稻居次。早播、早插秧的水稻一般在前期易受害，偏施氮肥，稻苗生长旺盛的虫口数量多，受害重。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Thaia rubiginosa kuoh"	"rp00033"	"(1)早稻、晚稻的秧田，应在拔秧前5天喷药，对压低后期虫口数量有明显效果。(2)本田的防治应根据虫情适时进行，用药种类和用量参见黑尾叶蝉。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/白翅叶蝉.jpg"
"34"		"分布在全国各地。"	"成虫体长3．3～3．7mm，淡黄绿至绿色，复眼灰褐色，无单眼，触角刚毛状，末端黑色。前胸背板、小盾片浅鲜绿色，常具白色斑点。前翅半透明，略呈革质，淡黄白色，周缘具淡绿色细边。后翅透明膜质。各足胫节端部以下淡青绿色，爪褐色；跗节3节；后足跳跃式。腹部背板色较腹板深，末端淡青绿色。头背面略短，向前突，喙微褐，基部绿色。卵长椭圆形，略弯曲，长径0．6mm，短径0．15mm，乳白色。若虫体长2．5～3．5mm，与成虫相似。"	"小绿叶蝉"	"昆虫纲"	"同翅目"	"叶蝉科"	"水稻、棉花、桃、杏、李、樱桃、梅、茄子、菜豆、十字花科蔬菜、马铃薯、甜菜、葡萄等"	"年生4～6代，以成虫在落叶、杂草或低矮绿色植物中越冬，翌春桃、李、杏发芽后出蛰，飞到树上刺吸汁液，经取食后交尾产卵，卵多产在新梢或叶片主脉里。卵期5～20天，若虫期10～20天，非越冬成虫寿命30天，完成1个世代40～50天。因发生期不整齐致世代重叠。6月虫口数量增加，8～9月最多且为害重。秋后以末代成虫越冬。成、若虫喜白天活动，在叶背刺吸汁液或栖息。成虫善跳，可借风力扩散，旬均温15～25℃适其生长发育，28℃以上及连阴雨天气虫口密度下降。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Empoasca flavescens(Fab．)"	"rp00034"	"(1)成虫出蛰前清除落叶及杂草，减少越冬虫源。(2)掌握在越冬代成虫迁入后，各代若虫孵化盛期及时喷洒20％叶蝉散(灭扑威)乳油800倍液或25％速灭威可湿性粉剂600～800倍液、20％害扑威乳油400倍液、50％马拉硫磷乳油1500倍液、2．5％保得乳油2000倍液、2．5％敌杀死或功夫乳油2000倍液、50％抗蚜威超微可湿性粉剂3000倍液、10％吡虫啉可湿性粉剂2500倍液、20％扑虱灵乳油1000倍液。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/小绿叶蝉.jpg"
"35"		"分布在全国各地。"	"雌成虫体长1．4～1．7mm；黑褐色至黑色，略具光泽；前足胫节和跗节黄色；触角第1、2节黑褐色，第3节黄色；翅透明，鬃黄灰色，尖。头长大于宽，口锥宽平截；、触角18节，第3节明显地不对称，具一个感觉锥，第4节具4个感觉锥。前胸横向，前跗节内侧具齿；翅发达，中部收缩，呈鞋底形，无脉，有5～7根间插缨。腹部2～7节背板两侧各有一对向内弯曲的粗鬃，第10节管状，肛鬃长于管的1．3倍。第9背板端侧鬃明显短于管。雄成虫较雌虫小而窄，前足腿节扩大，前跗节具三角形大齿。卵肾形，长约0．3mm，初产白色，稍透明，后变黄色。"	"稻简管蓟马"	"昆虫纲"	"缨翅目"	"管蓟马科"	"水稻、薏苡、玉米、茭白、小麦、高粱、苜蓿、棘豆及禾本科水生蔬菜。"	"山西年生7～9代，贵州8代，世代重叠，稻管蓟马在广东无明显的越冬现象，早稻秧田和本田偶见发生，但数量很少。在江苏以成虫在稻桩、树皮下、落叶或杂草中越冬，第二年春暖后开始活动，4月初为害麦苗，造成麦叶卷缩发黄，5月中旬，小麦孕穗及开花期为害最烈，水稻播种后转移为害水稻。稻管蓟马在稻田的发生数量，以穗部多于叶部，早稻穗期又重于晚稻穗期。在早稻穗期侵入为害的蓟马，一般以稻管蓟马为主，约占80％。稻管蓟马常成对或3、5只成虫栖息于叶片基部叶耳处，卵多产于叶片卷尖内。一般一个卷尖内有卵1～2粒，多的达6粒，散产。若虫和蛹多潜伏于卷叶内，以在叶尖附近居多。成虫活泼，稍受惊即飞散。阳光盛时，多隐藏在稻株茎部叶鞘内或卷叶内，黄昏或阴天多外出。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Haplothrips aculeatus(Febricius)"	"rp00035"	"(1)春季彻底清除田边杂草，减少越冬虫口基数，加强田间管理，减轻为害。(2)蓟马为害高峰初期喷洒50％辛硫磷乳油1500倍液于心叶。此外，还可选用10％吡虫啉可湿性粉剂2500倍液、40％七星保乳油600～800倍液、2．5％保得乳油2000～2500倍液、10％大功臣可湿性粉剂每667m 2 用有效成分2g、44％多虫清乳油每667m 2 用30ml，对水60kg喷雾。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻简管蓟马.jpg"
"36"		"广布全国各稻区。"	"雌成虫体长1．2～1．4mm，体褐色至黑褐色，触角第2节端部和第3至第4节色淡，前翅灰色。头近正方形，单眼前鬃长于单眼间鬃，单眼间鬃位于单眼三角形连线外缘；复眼后鬃4根，B1、B3长于单眼间鬃。触角7节，第3、4节着生叉状感觉锥，第5节外侧有1个，第6节外侧有3个，内侧有1个简单感觉锥。前胸背板明显长于头部，或约于头长相等，后角各具2根长鬃，后缘有3对短鬃。前翅狭长向端部变尖，有2条纵脉，上脉基鬃4+3根，端鬃3根，下脉鬃11～13根；中、后胸腹板内叉骨均无刺。腹部2～7背板后缘具不规则栉齿，第8腹背板后缘梳毛完整，但中部梳毛短小。雄成虫体长1．1～1．2mm，体色同雌。腹部3～7节腹板具腺域。腹端钝圆。卵肾形，长约0．26mm，宽0．1mm，初产白色透明，后变淡黄色。若虫共分4龄。一龄体长0．3～0．4mm，乳白色，触角直伸头前方，无单眼及翅芽。二龄体长0．5～1mm，淡黄绿色，特征同1龄。三龄又称前蛹，体长0．8～1．2mm，淡黄色，触角向头的两侧伸展，单眼模糊，翅芽短。四龄又称蛹，体长0．8～1.3mm，淡黄色，触角折向头、胸背面，单眼3个明显，翅芽长达第6至第7腹节。"	"稻直鬃蓟马(稻蓟马)"	"昆虫纲"	"缨翅目"	"蓟马科"	"南方为害水稻，北方为害小麦、大麦、野燕麦、李氏禾、玉米等禾本科植物。"	"年生10～20代，第二代后开始出现世代重叠。以成虫在茭白、麦类、李氏禾、看麦娘等禾本科植物上越冬。在江苏第一代成虫进入茭白、稻田后即产卵，成虫盛发与产卵盛期同时出现。在两广、福建等省冬季可见各虫态。成虫营两性或孤雌生殖，5～6月卵期8天左右，若虫期8～10天，成虫活泼，羽化后1～2天即产卵，2～8天进入产卵盛期，每雌产50多粒，卵多产在嫩叶组织里，产卵适温18～25℃，气温高于27℃虫口减少。若虫盛发高峰期主要是3、4龄若虫，有时若虫盛发期后3天就出现成虫盛发期。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999"	"Stenchaetothrips biformis(Bagnall)"	"rp00036"	"(1)农业防治早稻秧出苗前及时铲除田边、沟旁杂草和枯叶，减少越冬虫源。(2)施足基肥和叶面肥，促秧苗早返青、早分蘖，适时晒田、搁田，提高耐虫能力。对已受为害的田块，应追施氮磷钾速效肥，促进稻苗生长。(3)药剂防治的策略是狠抓秧田，巧抓大田，主防若虫，兼防成虫。及时喷洒2．5％保得乳油2000～2500倍液或20％吡虫啉(康福多)浓可溶剂2500～4000倍液、20％丁硫克百威乳油2000倍液、10％除尽乳油2000倍液、1．8％爱比菌素乳油2000倍液，也可喷洒25％双硫磷或杀螟松乳油500倍液或5％锐劲特胶悬剂每667m 2 20ml对水喷雾。此外还可施用3％呋喃丹颗粒剂，667m 2 1．5kg，与湿润细土20kg拌匀，播种时撒在秧板上，拌后塌谷，使药剂均匀分布在土层内，持效期较长。此外也可在栽秧的当天撤在本田内，效果也很好。"	"agridata/images/中国农业有害生物数据库/中国水稻害虫数据库/稻直鬃蓟马(稻蓟马).jpg"
