"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"102"		"分布内蒙古、黑龙江、山西、陕西、青海、甘肃、宁夏、新疆。"	"雄成虫体长5～6mm，暗灰色。头银灰色，额窄，额条黑色。复眼暗褐色，在单眼三角区的前方，间距窄，几乎相接。触角黑色。胸部灰色。腹部上下扁平，狭长细瘦，较胸部色深。翅浅黄色，具细黄褐色脉纹，平衡棒黄色。足黑色。雌虫体长5～6．5mm，灰黄色。额宽与眼宽相等或较宽，复眼间距较宽，约为头的三分之一，胸、腹部灰色，腹部较雄虫粗大。卵长椭圆形，长1～1．2mm，腹面略凹，背面凸起，一端尖削，另一端较平，初乳白色，后变浅黄白色，具细小纵纹。幼虫体长6～6．5mm，蛆状，乳白色，老熟时略带黄色，头极小，口钩黑色，尾部如截断状，具7对肉质突起，第一对在第二对稍上方，第六对分叉。围蛹纺锤形，长5～6mm，宽约1．5～2mm。初为淡黄色，后变黄褐色，两端稍带黑色，羽化前黑褐色，稍扁平，后端圆形有突起。"	"麦种蝇"	"昆虫纲"	"双翅目"	"花蝇科"	"小麦、大麦、燕麦等。"	"甘肃庆阳年生1代，以卵在土内越冬。其越冬期长达180～200天，翌年3月越冬卵孵化为幼虫，初孵幼虫栖息在植株茎秆、叶及地面上，先在小麦茎基部钻一小孔，钻入茎内，头部向上，蛀食心叶组织成锯末状。幼虫耐饥力强，每头幼虫只为害一株小麦，无转株为害习性。幼虫活动为害盛期在3月下旬至4月上旬。幼虫期30～40天。4月中旬幼虫爬出茎外，钻入6～9cm土中化蛹，4月下旬至5月上旬为化蛹盛期，蛹期21～30天。6月初蛹开始羽化，6月中旬为成虫羽化盛期，下旬全都羽化，这时小麦已近成熟，成虫即迁入秋作物杂草上活动。7～8月为成虫活动盛期。生长稠密、枝叶繁茂、地面覆盖隐蔽及湿度大的环境中，该蝇迁入多。成虫早晨、傍晚、阴天活动，中午温度高时，多栖息荫蔽处不大活动。秋季气温低时，则中午活动，早晚不甚活动。成虫交配后，雄虫不久死亡。雌虫9月中旬开始产卵，卵分次散产于土壤缝隙及疏松表土下2～3cm处。每雌产卵9～48粒，产卵后即死亡，10月雌虫全部死亡。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Hylemyia coarctata(Fallén)异名Delia coarctata(Fallén)"	"dp00209"	"(1)用50％辛硫磷乳油1．5kg，对水2．5Kg，混匀后喷拌在20kg干土上，制成毒土，撒施。(2)成虫发生期也可喷洒36％克螨蝇乳油1000～1500倍液或50％敌敌畏乳油1000倍液，每667m 2 喷对好的药液75L。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/麦种蝇.jpg"
"103"		"美洲黍潜叶蝇在北京地区有发生"	"美洲黍潜叶蝇成虫体长6mm，灰色或褐色。幼虫体长6mm，淡绿色或黄白色。蛹红褐色，长3mm。"	"美洲黍潜叶蝇"	"昆虫纲"	"双翅目"	"潜蝇科"		"对玉米为害较轻，一般不引起生产损失。1年发生3～5代。以老熟幼虫在不封冻地区越冬，或以蛹在北方越冬。 美洲黍潜叶蝇成虫产卵在玉米叶片上，卵孵化后幼虫钻入叶片，从叶片尖缘向基部逐渐钻蛀。幼虫在孔道中取食叶肉，存留表皮组织，形成1个外观白色的髓道。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Agromyza parvicornis Loew"	"dp00210"	"农业防治措施：清除田边的寄主杂草。 药剂防治：当虫害严重时，应及时喷施药剂进行防治，如5％氟虫脲(卡死克)乳油2 000倍液、1．8％爱福丁乳油3 000倍液、48％氯吡硫磷(乐斯本)乳油800倍液、50％辛硫磷乳油1 000倍液。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/美洲黍潜叶蝇.jpg"
"104"		"分布在黑龙江、吉林、辽宁、甘肃、宁夏、河南等地糜子种植区。"	"成虫体长2～2．5mm。体暗红色。复眼黑色，触角14节灰黑色，翅浅灰色半透明，被密毛，缘毛长且密，翅脉3条。胸部背面黑色，侧片桔红色。足细长。腹部背面黑色，腹面桔红色。卵长卵形，白色半透明。幼虫蛆形，桔红色，头很小，体表光滑，中胸没有剑骨片。蛹长2mm，桔红色，后色变深。"	"糜子吸浆虫"	"昆虫纲"	"双翅目"	"瘿蚊科"	"糜子、稗草。"	"年生3～4代，以老熟幼虫在糜子或稗子壳内结茧越冬，越冬期长达9～10个月，直到翌年7月化蛹，蛹期3～4天，7月底羽化，8月中旬进入盛期，交配后雌虫把卵产在糜子苗上，产卵量10～60多粒，成虫寿命3～5天，8月底9月初第二代成虫出现，交配、产卵，孵化的幼虫为害复种的糜子，幼虫期8～11天，9月中旬出现第三代，幼虫老熟时，于9月中下旬在糜子壳内结茧越冬。完成一代需20多天。成虫不活泼可短距离飞行。靠带虫的秕糜、稗粒混在种子或糜草中传播。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Stenodiplosis panici Plotnikov"	"dp00211"	"(1)选用早熟、抽穗整齐的品种，适当早播。(2)播种前进行泥水选种，汰除混入种子中的虫粒。(3)合理轮作倒茬，避免重茬。(4)在成虫羽化产卵期喷撒2．5％敌百虫粉，每667m 2 1．5kg。(5)发生重的可喷洒80％敌敌畏乳油1000倍液。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/糜子吸浆虫.jpg"
"105"	"棉铃虫的天敌种类多，有赤眼蜂、绒茧蜂、茧蜂、姬蜂、寄蝇、蜘蛛、草蛉、瓢虫、螳螂、小花蝽等60多种。"	"广布全国"	"棉铃虫成虫是黄褐色(雌)或灰绿色(雄)的蛾子，体长14～18毫米，翅展30～38毫米。前翅基线不清晰；内横线双线，褐色，锯齿形；环形纹褐边，中央有一褐点；肾形纹褐边，中央有一个深褐色的肾形斑点；中横线褐色，略呈波浪形；外横线双线，亚缘线褐色，锯齿形，两线间为一褐色宽带；外缘各脉间有小黑点。后翅灰白色，沿外缘有黑褐色宽带，宽带中央有两个相连的白斑。 卵半球形，直径0．5～0．8毫米，表面有纵横隆纹，交织成长方格。初产时白色。 幼虫共6龄，老熟幼虫体长40～45毫米。头部黄绿色，生有不规则的网状纹。气门线白色或黄白色，体背面有10余条细纵线，各腹节上有刚毛瘤12个，刚毛较长。幼虫体色多变，大致有四个常见类型：①体色淡红，背线、亚背线淡褐色，气门线白色，刚毛瘤黑色；②体色黄白，背线、亚背线淡绿色，气门线白色，刚毛瘤黑色；③体色淡绿，背线、亚背线淡绿色(不很明显)，气门线白色，刚毛瘤和体色相同；④体色墨绿，背线和亚背线深绿色，气门线淡黄色。此外，还有体色为黄绿色、暗紫色与黄白色相间的以及其他颜色的虫体。 蛹体长17～20毫米，纺锤形，赤褐色，腹部第五至第七节各节前缘密布环状刻点，末端有黑褐色臀棘2个。"	"棉铃虫"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"严重危害棉花、茄科蔬菜等作物。"	"我国各地发生的代数不同，东北和新疆北部每年3代，黄淮流域4～5代，长江流域5代，华南6—7代。以滞育蛹在土层中作土茧越冬。 在黄淮流域，4月下旬至5月中旬越冬代成虫羽化、产卵。第一代幼虫主要危害春玉米、小麦、蔬菜等作物，以后各代主要危害棉花，也危害玉米、蔬菜、药材等作物，9月下旬以后陆续进入越冬。 在甘肃河西走廊第二代幼虫危害玉米，始卵期在7月中旬，正值玉米处于大喇叭口期至抽雄初期；卵盛期在7月下旬，处于玉米开花授粉阶段；卵终见期为8月上旬。幼虫可咬断花丝，造成部分籽粒不育，使果穗弯向一侧。幼虫还取食嫩穗轴和籽粒。多数幼虫从果穗顶部取食，少数从果穗中部苞叶蛀洞，进入穗轴。 棉铃虫成虫夜间活动，白天隐蔽。趋向蜜源植物，吸食花蜜，有趋光性。杨树枝对成蛾的诱集力强。成虫在作物嫩尖、嫩叶等幼嫩部位产卵。在玉米上，卵多产于吐出不久的花丝上和刚抽出的雄花序上。初龄幼虫取食嫩叶、幼嫩的花丝和雄花，3龄以后钻蛀危害，多钻人玉米苞叶内，食害果穗，食量增大，5～6龄进入暴食期，末龄幼虫入土化蛹。幼虫有转株危害习性。 棉铃虫属喜温喜湿性害虫，成虫产卵适温在23℃以上，20℃以下很少产卵；幼虫发育以25℃～28℃和相对湿度75％～90％最为适宜。在北方尤以湿度的影响较为显著，月降水量在100毫米以上、相对湿度在70％以上时危害严重。但雨水过多造成土壤板结，不利于幼虫人土化蛹，蛹的死亡率也增高。暴雨可冲掉棉铃虫卵，也有抑制作用。 水肥条件好而长势旺盛的棉田、玉米田，玉米与棉花邻作棉田，套种玉米田，都适于棉铃虫发生。近年麦棉套种面积增加，对第四代棉铃虫发生十分有利，为下一年度棉铃虫发生提供了较多的虫源。长期以来大量施用化学药剂防虫，棉铃虫抗药性增强，且天敌遭到杀伤，其自然控制作用降低，若遇有适合棉铃虫大发生的气象条件，就会造成棉铃虫猖獗危害。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Helicoverpa armigera(Hubner)"	"dp00212"	"棉铃虫危害的作物种类多，虫源转移关系复杂，防治工作应统筹安排，特别应搞好棉花等主要受害作物的防治。玉米田在发虫量很少时，可结合其他害虫的防治予以兼治。当发虫量多时，或玉米田在当地棉铃虫虫源转移中起重要作用时，需采取针对性防治措施。 (1)农业防治秋田收获后及时耕翻耙地，实行冬灌，消灭棉铃虫的越冬蛹。在棉田种植春玉米诱集带，诱集棉铃虫成虫及卵，及时捕蛾灭卵；在玉米地边也可种植洋葱、胡萝卜等诱集作物。在成虫发生期设置高压汞灯、性诱剂装置、杨树枝把等诱杀成虫。 (2)生物防治在棉铃虫卵盛期，人工释放赤眼蜂(每667米2放1．5万～2万头)，或在卵高峰期至幼虫孵化盛期喷布每毫升含伴孢晶体100亿的Bt乳剂100～200倍液，在卵高峰期喷施棉铃虫核多角体病毒(NPV)500～800倍液。 (3)药剂防治抓住施药关键期，即在棉铃虫幼虫3龄以前施药，选择在早晨或傍晚喷药，喷药要细致周到。长期使用单一品种农药，可使棉铃虫的抗药性增强，防治效果下降，要合理交替用药。 可供选用的药剂和复配剂很多，例如拉维因75％可湿性粉剂3 000倍液，50％辛硫磷乳剂1 000倍液，20％灭多威乳油或45％丙•辛乳油1 500倍液，43％辛•氟氯氰乳油1 500倍液，2．5％天王星乳油3 000倍液以及1．8％阿维菌素乳油，25％高氯•辛乳油，42％特力克乳油，恺撒10．8％乳油等，可根据实际情况选用。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/棉铃虫.jpg"
"106"		"内蒙古、宁夏、安徽、湖北、四川等地均有分布"	"牧草盲蝽成虫体长6mm，浅褐色。头部三角形。前胸背板前端有1环状领片，后缘有2个黑斑。小盾片三角状基部和中央色深，浅色区域呈“V”字形。"	"牧草盲蝽"	"昆虫纲"	"半翅目"	"盲蝽科"	"为害玉米、小麦、棉花、豆类、蔬菜等作物"	"1年发生2～4代。以成虫在冬小麦、杂草、树皮裂缝等处越冬。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Lygus pratensis(Linnaeus)"	"dp00213"	"药剂防治：当为害严重时，应喷施杀虫剂进行防治，如40％氧化乐果乳油1 500～2 000倍液、10％吡虫啉可湿性粉剂2 000倍液等。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/牧草盲蝽.jpg"
"107"		"主要分布在内蒙古、宁夏、河北一带"	"成虫翅展25～35mm，黄褐色，雌蛾体粗壮，前翅鲜黄，翅基2／3处具棕色条纹及一褐色波纹状线，外侧具黄色锯齿状线，向外具黄色锯齿状斑，再外有黄褐色斑，雄蛾瘦削，翅色较雌蛾略深，头、胸、前翅黄褐色，胸部背面浅黄褐色。前翅内横线暗褐色，波纹状，内侧黄褐色，基部褐色，外横线暗褐色，锯齿状，外侧黄褐色，再往外具褐色带与外缘平行，内、外横线间褐色，后翅浅褐色。抱器腹部具刺区比前边的基部无刺区较短，通常有3个刺，有时具2个大刺或4个刺包含1个小刺，刺的平均数目较亚洲玉米螟少。电镜扫描欧洲玉米螟下唇须鳞片端部多呈三叉，翅上鳞片末端分叉深，鳞片纵脊间的排孔紊乱不成列．外生殖器抱器表面刚毛状突起细长，端部分叉深，中间小突长于两边的小突，端部略尖。这些都是区别亚洲玉米螟的重要特征。"	"欧洲玉米螟"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"玉米、高粱、谷子、棉、麻、豆类、甘薯、甜菜、番茄、辣椒、小麦等200多种植物。"	"欧洲玉米螟在伊宁每年发生二代，以老熟幼虫在玉米秆、根茬、果穗中越冬，越冬幼虫五月上旬开始化蛹，五月中、下旬为羽化盛期，六月中旬为产卵盛期，第一代成虫七月中旬出现，七月下旬至八月上旬为成虫及卵盛期，八月中旬为幼虫盛期，九月下旬开始越冬。在伊宁严重为害玉米，被害株率一般达20％～80％。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Ostrinia  nubilalis(Hübner)"	"dp00214"	"(1)收获后及时处理过冬寄主的秸秆，一定要在越冬幼虫化蛹羽化前处理完毕。(2)在玉米螟产卵始期至产卵盛期释放赤眼蜂2～3次，每667m 2 放1～2万头。(3)喷洒25％灭幼脲3号悬浮剂600倍液或BT．乳剂每667m 2 每克含100亿以上孢子的乳剂200ml，也可制成颗粒剂撒施。(4)利用白僵菌粉每m 2 秸秆用每克含孢子50～100亿菌粉100g，在玉米螟化蛹前喷在垛上。(5)用青虫菌粉0．5kg拌细土100kg，点施在心叶上，每667m 2 用菌土2．5～3．5kg。(6)用黑光灯诱蛾结合田间查卵，在掌握产卵数量和孵化进度及田间为害情况下，当春玉米心叶末期花叶株率达10％时进行普治，超过20％或百株着卵30块以上需再防1次，夏玉米心叶末期防1次，穗期当虫穗率达10％或百穗花丝有虫50头时要立即防治。药剂可选用50％对硫磷乳油500m|加适量水与25kg过筛的煤渣或沙石拌合均匀，每株撒颗粒剂1～2g或0．1％功夫颗粒剂每株0．16g。也可喷洒40％七星保乳油800倍液或40％增效速灭杀丁或5％来福灵乳油2000倍液，此外还可选用滞留熏蒸法。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/欧洲玉米螟.jpg"
"108"		"分布在黑龙江、吉林、辽宁。"	"成虫体长6～8mm，翅展18～25mm。头黄褐色，下唇须长，向前伸；前翅黄至淡黄色，具光泽，基斑、中带、端纹褐或深褐色，中带由前缘1／3处斜伸到后缘1／2处；端纹较宽大，外缘界限不清，外缘区呈黄褐或褐色带。后翅褐色。幼虫体长18～26mm，淡绿色。头黑褐色，背线深褐色，两侧每节各具2个暗毛瘤。蛹长7～8mm，纺锤形，红褐或褐色。"	"葡萄长须卷蛾"	"昆虫纲"	"鳞翅目"	"卷蛾科"	"大豆、葡萄、棠梨、茶、油桐等。"	"东北地区年生1代，以幼龄幼虫于地表落叶、杂草等被物下结茧越冬。4～5月寄主发芽后，越冬幼虫陆续出蛰，爬到寄主芽、叶上取食为害。低龄时多于梢顶幼叶簇中吐少量丝潜伏其中为害，稍大便吐丝卷叶为害。食料不足时常转移为害。至6～7月间陆续老熟，于卷叶内结茧化蛹，蛹期5～15天。成虫发生期为6月中旬～8月上旬。成虫昼伏夜出，羽化后不久即交配、产卵，卵多产于叶上。每雌产卵量150～250粒，卵期8～15天。幼虫孵化期6月下旬～8月中旬。孵化后经过一段时间取食便陆续潜入越冬场所结茧越冬。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Sparganothis pilleriana Denis et Schiffermtiller"	"dp00215"	"(1)幼虫卷叶后，可摘除卷叶，消灭幼虫。(2)成虫产卵盛期或幼虫孵化盛期喷21％灭杀毙乳油3000倍液或30％灭多威乳油2000倍液、20％氰戊菊酯乳油3000倍液、50％马拉硫磷乳油1000倍液、20％氯•马乳油3000倍液、10％天王星乳油4000～5000倍液等。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/葡萄长须卷蛾.jpg"
"109"		"分布在云南、陕西、宁夏等省(区)，甘肃平凉山区也有发生。"	"成虫体长10～13mm，翅展30～36mm，头、胸、腹、前翅均淡黄色，肾形纹明显，顶角不呈钩状突出，从顶角向后有一条黄褐斜线，有3条向外弯曲的“>”形黄褐线。后翅黄白色，中足胫节有一对距，后足胫节有两对距。卵椭圆形、扁平，表面颗粒状。幼虫体长20～30mm，污白色，背面有淡褐色宽带，有腹足4对，尾足1对，有少数趾钩。蛹体长约11mm，红褐色，梭形，两端尖，臀棘上有4根刺。"	"荞麦钩翅蛾"	"昆虫纲"	"鳞翅目"	"钩蛾科"	"荞麦"	"陕西延安市、宁夏固原、隆德等地年生1代，以蛹越冬。甘肃平凉一带成虫于6月下旬～8月中下旬～9月上旬出现。羽化盛期为7月中旬，成虫寿命10～15天，羽化后马上交尾，成虫有趋光性。7月下旬～8月上旬成虫把卵产在叶片背面，卵数十粒至百余粒排列成块，上覆有白色长毛，卵期7～10天。初孵幼虫喜群居，后分散为害，幼虫活泼，稍触动即吐丝下垂，幼虫期25～28天，共5龄，老熟后入土化蛹。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Spica parallelangula Alpheraky"	"dp00216"	"(1)秋收后及时深耕，消灭越冬蛹。(2)发生重的地块掌握在幼虫未分散之前喷洒90％晶体敌百虫1000倍液或667m 2 用Bt杀虫剂200～300倍液、20％灭扫利乳油25～30ml，对水40～50L喷雾。由于荞麦是蜜源植物，用药时要特别慎重。(3)成虫发生期用灯光诱杀蛾子。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/荞麦钩翅蛾.jpg"
"110"		"分布北起黑龙江、内蒙古，南抵台湾、海南及广东、广西、云南，东起国境线，西至陕西、甘肃，折入四川、云南、西藏。长江以南密度较大。"	"成虫体长6mm，半球形，黄褐色，体表密生黄色细毛。前胸背板上有6个黑点，中间的两个常连成一个横斑；每个鞘翅上有14个黑斑，其中第二列4个黑斑呈一直线，是与马铃薯瓢虫的显著区别。卵长约1．2mm，弹头形，淡黄至褐色，卵粒排列较紧密。末龄幼虫体长约7mm，初龄淡黄色。后变白色；体表多枝刺，其基部有黑褐色环纹，枝刺白色。蛹长5．5mm，椭圆形，背面有黑色斑纹，尾端包着末龄幼虫的蜕皮。"	"茄二十八星瓢虫"	"昆虫纲"	"鞘翅目"	"瓢虫科"	"马铃薯、茄子、番茄、青椒等茄科蔬菜及黄瓜、冬瓜、丝瓜等葫芦科蔬菜，以茄子为主，此外，还见为害白菜。"	"分布我国东部地区，但以长江以南发生为多。在广东年发生5代，无越冬现象。每年以5月发生数量最多，为害最重。成虫白天活动，有假死性和自残性。雌成虫将卵    块产于叶背。初孵幼虫群集为害，稍大分散为害。老熟幼虫在原处或枯叶中化蛹。卵期5～6天，幼虫期15～25天，蛹期4～15天，成虫寿命25～60天。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Henosepilachna sparsa orientalis Dieke"	"dp00217"	"参见马铃薯瓢虫。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/茄二十八星瓢虫.jpg"
"111"		"分布东北、内蒙古、青海、河北、山东、河南、四川等。"	"无翅孤雌成蚜：体长卵形，长2．8mm，宽1．1mm。头部及前胸红橙色，胸、腹部绿色。触角第1、2及第6节黑色，第3～5节端部黑色；头部粗糙，有深色小刺突，中额瘤不显，额瘤显著外倾，与中额成直角，额槽深“U”形；胸及腹部第1～6节有微网纹，第7、8节有明显瓦纹，体缘网纹明显；气门三角形关闭，气门片黑色；缘部有淡褐色节间斑；腹管0．65mm，为体长的0．23倍，为尾片的1．6倍；端部及基部收缩，端部有明显缘突和切迹；尾片长圆锥形，中部收缩，有小刺突构成瓦纹及长毛5～6根。"	"茄无网蚜"	"昆虫纲"	"同翅目"	"蚜科"	"茄科蔬菜、豆类、甜菜等多种农作物。"	"在植物叶背面取食后，叶面常出现白点。此种蚜虫虽发生量和直接为害不大，但可传播马铃薯、甜菜和烟草病毒病。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Acyrthosiphon solani(Kaltenbach)异名 Aulacorthum solani(Kaltenbach)"	"dp00218"	"参见桃蚜"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/茄无网蚜.jpg"
"112"		"分布北起黑龙江、内蒙古，南至台湾、海南、广东、广西、云南。"	"成虫体长约20mm，翅展45～55mm。体、翅白色，腹部背面除基节与端节外皆红色，背面、侧面具黑点列。前翅外缘至后缘有一斜列黑点，两翅合拢时呈人字形，后翅略染红色。卵扁球形，淡绿色，直径约0．6mm。末龄幼虫约50mm长，头较小，黑色，体黄褐色，密被棕黄色长毛；中胸及腹部第1节背面各有横列的黑点4个；腹部第7～9节背线两侧各有1对黑色毛瘤，腹面黑褐色，气门、胸足、腹足黑色。蛹体长18mm，深褐色，末端具12根短刚毛。"	"人纹污灯蛾"	"昆虫纲"	"鳞翅目"	"灯蛾科"	"豆类、白菜、甘蓝、花椰菜、萝卜等十字花科蔬菜及瓜类、马铃薯、玉米等。"	"我国东部地区年生2代，老熟幼虫在地表落叶或浅土中吐丝粘合体毛做茧，以蛹越冬。翌春5月开始羽化，第一代幼虫出现在6月下旬至7月下旬，发生量不大，成虫于7～8月羽化；第二代幼虫期为8～9月，发生量较大，为害严重。成虫有趋光性，卵成块产于叶背，单层排列成行，每块数十粒至一、二百粒。初孵幼虫群集叶背取食，3龄后分散为害，受惊后落地假死，卷缩成环。幼虫爬行速度快，自9月份即开始寻找适宜场所结茧化蛹越冬。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Spilarctia subcarnea(Walker)"	"dp00219"	"(1)利用黑光灯诱杀成虫。(2)药剂防治此虫在十字花科蔬菜上与菜青虫、菜蛾等鳞翅目害虫混杂发生，在喷药防治菜青虫、菜蛾时即可兼治此虫。在豆类上卵高峰后3～5天，喷洒广谱性杀虫剂防效优异。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/人纹污灯蛾.jpg"
"113"		"分布在我国偏北地区，东起黑龙江、吉林，东径110°以西逐渐增多，西至内蒙古、新疆。"	"成虫体长40～53mm，头、胸及后足腿节绿色，余为褐色；前胸背板的中隆线作弧形隆起。卵长约6mm，宽约1．3mm，长椭圆形，中间略弯，后端较粗，具一圈微孔(受精孔)。初产浅黄至肉红色，发育过程中吸水长大呈淡灰黄色。卵粒倾斜排列成卵块，包裹在胶囊之中。若虫称为蝗蝻，共5龄：1龄若虫触角13～14节，翅芽不明显；2龄若虫触角18～19节，前胸背板后缘开始向后拱出，翅芽较显著，端部圆形，向后斜伸；3龄若虫触角20～21节，前胸背板后缘拱成钝角形，前翅芽狭长，后翅芽略呈三角形；4龄若虫触角22～23节，前胸背板后缘向后拱成三角形，翅芽伸达第2腹节；5龄若虫触角24～25节，前胸背板后缘向后拱出十分明显，翅芽很大，伸达第4～5腹节。"	"散居型飞蝗"	"昆虫纲"	"鳞翅目"	"蝗总科"	"各种蔬菜及农作物、牧草等。"	"东北、西北、华北一年1代，以卵在土中越冬。6～9月散见于农田零星为害。"	"吕佩珂．中国粮食作物、经济作物、药用植物病虫原色图鉴(上)．呼和浩特：远方出版社，1999 喻璋等编著．小麦病虫害及其防治．成都：四川大学出版社，2002 商鸿生等编著．玉米高粱谷子病虫害诊断与防治原色图谱．北京：金盾出版社，2005"	"Locusta   migratoria L．ph．solitaria"	"dp00220"	"不单独采取防治措施，大发生时参见东亚飞蝗或采用飞机防治。"	"agridata/images/中国农业有害生物数据库/中国旱粮作物害虫数据库/散居型飞蝗.jpg"
