"id"	"省份"	"城市"	"区县"	"省份编码"	"城市编码"	"区县编码"	"别名"	"面源坐标"	"绝对地址"
"635"	"吉林省"	"白城市"	"洮南市"	"220000"	"220800"	"220881"	"0"	"45.026662,121.648357;46.031298,123.365114"	"吉林省白城市洮南市"
"636"	"吉林省"	"白城市"	"通榆县"	"220000"	"220800"	"220822"	"0"	"44.233328,122.051561;45.281068,123.527003"	"吉林省白城市通榆县"
"637"	"吉林省"	"白城市"	"镇赉县"	"220000"	"220800"	"220821"	"0"	"45.499536,122.801369;46.311072,124.088355"	"吉林省白城市镇赉县"
"638"	"吉林省"	"延边朝鲜族自治州"	"延边朝鲜族自治州"	"220000"	"0"	"222400"	"0"	"42.004478,127.475362;44.519943,131.325662"	"吉林省延边朝鲜族自治州延吉市"
"639"	"吉林省"	"延边朝鲜族自治州"	"敦化市"	"220000"	"222400"	"222403"	"0"	"42.742835,127.475362;44.519943,129.223566"	"吉林省延边朝鲜族自治州敦化市"
"640"	"吉林省"	"延边朝鲜族自治州"	"汪清县"	"220000"	"222400"	"222424"	"0"	"43.119090,129.099218;44.049162,130.898678"	"吉林省延边朝鲜族自治州汪清县"
"641"	"吉林省"	"延边朝鲜族自治州"	"珲春市"	"220000"	"222400"	"222404"	"0"	"42.428625,130.080365;43.513036,131.325662"	"吉林省延边朝鲜族自治州珲春市"
"642"	"吉林省"	"延边朝鲜族自治州"	"和龙市"	"220000"	"222400"	"222406"	"0"	"42.004478,128.392326;42.961962,129.419396"	"吉林省延边朝鲜族自治州和龙市"
"643"	"吉林省"	"延边朝鲜族自治州"	"安图县"	"220000"	"222400"	"222426"	"0"	"42.018169,127.817863;43.408629,129.193696"	"吉林省延边朝鲜族自治州安图县"
"644"	"吉林省"	"延边朝鲜族自治州"	"延吉市"	"220000"	"222400"	"222401"	"0"	"42.845266,129.275612;43.274960,129.708918"	"吉林省延边朝鲜族自治州延吉市"
"645"	"吉林省"	"延边朝鲜族自治州"	"龙井市"	"220000"	"222400"	"222405"	"0"	"42.367548,128.945113;43.419121,129.818171"	"吉林省延边朝鲜族自治州龙井市"
"646"	"吉林省"	"延边朝鲜族自治州"	"图们市"	"220000"	"222400"	"222402"	"0"	"42.793171,129.552119;43.187632,130.176538"	"吉林省延边朝鲜族自治州图们市"
"647"	"黑龙江省"	"黑龙江省"	"黑龙江省"	"0"	"0"	"230000"	"0"	"43.432678,121.189083;53.569277,135.103684"	"黑龙江省绥化市庆安县"
"648"	"黑龙江省"	"哈尔滨市"	"哈尔滨市"	"230000"	"0"	"230100"	"0"	"44.067338,125.695221;46.680372,130.247281"	"黑龙江省哈尔滨市南岗区"
"649"	"黑龙江省"	"哈尔滨市"	"道外区"	"230000"	"230100"	"230104"	"市辖区"	"45.733582,126.629519;45.933001,126.909752"	"黑龙江省哈尔滨市道外区"
"650"	"黑龙江省"	"哈尔滨市"	"五常市"	"230000"	"230100"	"230184"	"0"	"44.067338,126.561932;45.446506,128.277569"	"黑龙江省哈尔滨市五常市"
"651"	"黑龙江省"	"哈尔滨市"	"香坊区"	"230000"	"230100"	"230110"	"市辖区"	"45.601442,126.572319;45.824574,127.007863"	"黑龙江省哈尔滨市香坊区"
"652"	"黑龙江省"	"哈尔滨市"	"双城区"	"230000"	"230100"	"230113"	"双城市"	"45.138955,125.694109;45.718934,126.723751"	"黑龙江省哈尔滨市双城市"
"653"	"黑龙江省"	"哈尔滨市"	"道里区"	"230000"	"230100"	"230102"	"市辖区"	"45.555190,126.156672;45.795183,126.641547"	"黑龙江省哈尔滨市道里区"
"654"	"黑龙江省"	"哈尔滨市"	"呼兰区"	"230000"	"230100"	"230111"	"市辖区"	"45.849580,126.389800;46.426894,127.316532"	"黑龙江省哈尔滨市呼兰区"
"655"	"黑龙江省"	"哈尔滨市"	"南岗区"	"230000"	"230100"	"230103"	"市辖区"	"45.542973,126.444451;45.791093,126.728049"	"黑龙江省哈尔滨市南岗区"
"656"	"黑龙江省"	"哈尔滨市"	"阿城区"	"230000"	"230100"	"230112"	"市辖区"	"45.176277,126.683469;46.012475,127.664313"	"黑龙江省哈尔滨市阿城区"
"657"	"黑龙江省"	"哈尔滨市"	"巴彦县"	"230000"	"230100"	"230126"	"0"	"45.915691,126.779847;46.680372,127.715189"	"黑龙江省哈尔滨市巴彦县"
"658"	"黑龙江省"	"哈尔滨市"	"宾县"	"230000"	"230100"	"230125"	"0"	"45.525308,126.943192;46.043150,128.335322"	"黑龙江省哈尔滨市宾县"
"659"	"黑龙江省"	"哈尔滨市"	"尚志市"	"230000"	"230100"	"230183"	"0"	"44.497407,127.257858;45.597064,129.216514"	"黑龙江省哈尔滨市尚志市"
"660"	"黑龙江省"	"哈尔滨市"	"通河县"	"230000"	"230100"	"230128"	"0"	"45.882265,128.163663;46.631787,129.441915"	"黑龙江省哈尔滨市通河县"
"661"	"黑龙江省"	"哈尔滨市"	"依兰县"	"230000"	"230100"	"230123"	"0"	"45.851523,129.205302;46.666885,130.247281"	"黑龙江省哈尔滨市依兰县"
"662"	"黑龙江省"	"哈尔滨市"	"延寿县"	"230000"	"230100"	"230129"	"0"	"45.179537,127.920162;45.766209,129.088930"	"黑龙江省哈尔滨市延寿县"
"663"	"黑龙江省"	"哈尔滨市"	"木兰县"	"230000"	"230100"	"230127"	"0"	"45.915312,127.541466;46.612768,128.320999"	"黑龙江省哈尔滨市木兰县"
"664"	"黑龙江省"	"哈尔滨市"	"方正县"	"230000"	"230100"	"230124"	"0"	"45.554918,128.244557;46.166472,129.569948"	"黑龙江省哈尔滨市方正县"
"665"	"黑龙江省"	"哈尔滨市"	"平房区"	"230000"	"230100"	"230108"	"市辖区"	"44.067338,125.695221;46.680372,130.247281"	"黑龙江省哈尔滨市南岗区"
"666"	"黑龙江省"	"哈尔滨市"	"松北区"	"230000"	"230100"	"230109"	"市辖区"	"45.738477,126.176098;46.102216,126.722024"	"黑龙江省哈尔滨市松北区"
"667"	"黑龙江省"	"齐齐哈尔市"	"齐齐哈尔市"	"230000"	"0"	"230200"	"0"	"46.230028,122.406960;48.941809,126.681810"	"黑龙江省齐齐哈尔市铁锋区"
"668"	"黑龙江省"	"齐齐哈尔市"	"讷河市"	"230000"	"230200"	"230281"	"0"	"47.961298,124.323790;48.941809,126.004185"	"黑龙江省齐齐哈尔市讷河市"
"669"	"黑龙江省"	"齐齐哈尔市"	"依安县"	"230000"	"230200"	"230223"	"0"	"47.291097,124.819762;48.066672,125.718087"	"黑龙江省齐齐哈尔市依安县"
"670"	"黑龙江省"	"齐齐哈尔市"	"克山县"	"230000"	"230200"	"230229"	"0"	"47.855417,125.197486;48.570720,126.152250"	"黑龙江省齐齐哈尔市克山县"
"671"	"黑龙江省"	"齐齐哈尔市"	"拜泉县"	"230000"	"230200"	"230231"	"0"	"47.305049,125.518866;47.893286,126.564399"	"黑龙江省齐齐哈尔市拜泉县"
"672"	"黑龙江省"	"齐齐哈尔市"	"龙江县"	"230000"	"230200"	"230221"	"0"	"46.725163,122.406960;47.682075,123.636274"	"黑龙江省齐齐哈尔市龙江县"
"673"	"黑龙江省"	"齐齐哈尔市"	"泰来县"	"230000"	"230200"	"230224"	"0"	"46.230028,122.994204;47.129239,124.029588"	"黑龙江省齐齐哈尔市泰来县"
"674"	"黑龙江省"	"齐齐哈尔市"	"甘南县"	"230000"	"230200"	"230225"	"0"	"47.594610,122.917464;48.544417,124.485035"	"黑龙江省齐齐哈尔市甘南县"
"675"	"黑龙江省"	"齐齐哈尔市"	"富裕县"	"230000"	"230200"	"230227"	"0"	"47.318057,123.995706;48.030066,125.058111"	"黑龙江省齐齐哈尔市富裕县"
"676"	"黑龙江省"	"齐齐哈尔市"	"富拉尔基区"	"230000"	"230200"	"230206"	"0"	"47.080873,123.447655;47.359675,123.754002"	"黑龙江省齐齐哈尔市富拉尔基区"
"677"	"黑龙江省"	"齐齐哈尔市"	"铁锋区"	"230000"	"230200"	"230204"	"0"	"47.131030,123.967079;47.421486,124.478281"	"黑龙江省齐齐哈尔市铁锋区"
"678"	"黑龙江省"	"齐齐哈尔市"	"克东县"	"230000"	"230200"	"230230"	"0"	"47.714437,126.028536;48.299462,126.681810"	"黑龙江省齐齐哈尔市克东县"
"679"	"黑龙江省"	"齐齐哈尔市"	"龙沙区"	"230000"	"230200"	"230202"	"0"	"47.188612,123.848638;47.357955,124.020865"	"黑龙江省齐齐哈尔市龙沙区"
"680"	"黑龙江省"	"齐齐哈尔市"	"梅里斯达斡尔族区"	"230000"	"230200"	"230208"	"0"	"47.223617,123.566793;47.880440,124.320656"	"黑龙江省齐齐哈尔市梅里斯达斡尔族区"
"681"	"黑龙江省"	"齐齐哈尔市"	"昂昂溪区"	"230000"	"230200"	"230205"	"0"	"46.995410,123.694624;47.296382,124.198848"	"黑龙江省齐齐哈尔市昂昂溪区"
"682"	"黑龙江省"	"齐齐哈尔市"	"建华区"	"230000"	"230200"	"230203"	"0"	"47.349041,123.911221;47.462918,124.140005"	"黑龙江省齐齐哈尔市建华区"
"683"	"黑龙江省"	"齐齐哈尔市"	"碾子山区"	"230000"	"230200"	"230207"	"0"	"47.444232,122.814984;47.699042,123.097670"	"黑龙江省齐齐哈尔市碾子山区"
"684"	"黑龙江省"	"鸡西市"	"鸡西市"	"230000"	"0"	"230300"	"0"	"44.864806,130.406440;46.617716,133.955996"	"黑龙江省鸡西市鸡冠区"
"685"	"黑龙江省"	"鸡西市"	"密山市"	"230000"	"230300"	"230382"	"0"	"45.024179,131.253989;45.933242,133.157108"	"黑龙江省鸡西市密山市"
"686"	"黑龙江省"	"鸡西市"	"虎林市"	"230000"	"230300"	"230381"	"0"	"45.400738,132.160401;46.617716,133.955996"	"黑龙江省鸡西市虎林市"
"687"	"黑龙江省"	"鸡西市"	"鸡东县"	"230000"	"230300"	"230321"	"0"	"44.864806,130.692141;45.692458,131.701268"	"黑龙江省鸡西市鸡东县"
"688"	"黑龙江省"	"鸡西市"	"鸡冠区"	"230000"	"230300"	"230302"	"0"	"45.240191,130.854503;45.376232,131.078052"	"黑龙江省鸡西市鸡冠区"
"689"	"黑龙江省"	"鸡西市"	"恒山区"	"230000"	"230300"	"230303"	"0"	"44.978758,130.717274;45.335464,131.100818"	"黑龙江省鸡西市恒山区"
"690"	"黑龙江省"	"鸡西市"	"城子河区"	"230000"	"230300"	"230306"	"0"	"45.299828,130.930771;45.465440,131.113363"	"黑龙江省鸡西市城子河区"
"691"	"黑龙江省"	"鸡西市"	"滴道区"	"230000"	"230300"	"230304"	"0"	"45.206235,130.544657;45.489372,130.968002"	"黑龙江省鸡西市滴道区"
"692"	"黑龙江省"	"鸡西市"	"梨树区"	"230000"	"230300"	"230305"	"0"	"44.960104,130.577968;45.214329,130.913052"	"黑龙江省鸡西市梨树区"
"693"	"黑龙江省"	"鸡西市"	"麻山区"	"230000"	"230300"	"230307"	"0"	"45.060664,130.406440;45.363782,130.693062"	"黑龙江省鸡西市麻山区"
"694"	"黑龙江省"	"鹤岗市"	"鹤岗市"	"230000"	"0"	"230400"	"0"	"47.066704,129.680080;48.359480,132.531415"	"黑龙江省鹤岗市向阳区"
"695"	"黑龙江省"	"鹤岗市"	"萝北县"	"230000"	"230400"	"230421"	"0"	"47.199341,130.142735;48.359480,131.597909"	"黑龙江省鹤岗市萝北县"
"696"	"黑龙江省"	"鹤岗市"	"绥滨县"	"230000"	"230400"	"230422"	"0"	"47.183929,131.142513;47.765459,132.531415"	"黑龙江省鹤岗市绥滨县"
"697"	"黑龙江省"	"鹤岗市"	"东山区"	"230000"	"230400"	"230406"	"0"	"47.066704,129.680080;48.322117,130.695015"	"黑龙江省鹤岗市东山区"
"698"	"黑龙江省"	"鹤岗市"	"工农区"	"230000"	"230400"	"230403"	"0"	"47.296971,130.247104;47.359128,130.291229"	"黑龙江省鹤岗市工农区"
"699"	"黑龙江省"	"鹤岗市"	"南山区"	"230000"	"230400"	"230404"	"0"	"47.249121,130.247752;47.329282,130.328686"	"黑龙江省鹤岗市南山区"
"700"	"黑龙江省"	"鹤岗市"	"兴安区"	"230000"	"230400"	"230405"	"0"	"47.176849,130.207505;47.278688,130.279422"	"黑龙江省鹤岗市兴安区"
"701"	"黑龙江省"	"鹤岗市"	"向阳区"	"230000"	"230400"	"230402"	"0"	"47.328694,130.276722;47.375848,130.328365"	"黑龙江省鹤岗市向阳区"
"702"	"黑龙江省"	"鹤岗市"	"兴山区"	"230000"	"230400"	"230407"	"0"	"47.374106,130.282920;47.424263,130.361949"	"黑龙江省鹤岗市兴山区"
"703"	"黑龙江省"	"双鸭山市"	"双鸭山市"	"230000"	"0"	"230500"	"0"	"45.793950,130.672845;47.578602,134.354018"	"黑龙江省双鸭山市尖山区"
"704"	"黑龙江省"	"双鸭山市"	"饶河县"	"230000"	"230500"	"230524"	"0"	"46.514062,133.139278;47.578602,134.354018"	"黑龙江省双鸭山市饶河县"
"705"	"黑龙江省"	"双鸭山市"	"宝清县"	"230000"	"230500"	"230523"	"0"	"45.793950,131.255207;46.906669,133.511419"	"黑龙江省双鸭山市宝清县"
"706"	"黑龙江省"	"双鸭山市"	"友谊县"	"230000"	"230500"	"230522"	"0"	"46.526550,131.469969;46.996294,132.257209"	"黑龙江省双鸭山市友谊县"
"707"	"黑龙江省"	"双鸭山市"	"集贤县"	"230000"	"230500"	"230521"	"0"	"46.585825,130.672845;47.077873,131.652636"	"黑龙江省双鸭山市集贤县"
"708"	"黑龙江省"	"双鸭山市"	"宝山区"	"230000"	"230500"	"230506"	"0"	"46.378653,131.294014;46.645204,131.810149"	"黑龙江省双鸭山市宝山区"
"709"	"黑龙江省"	"双鸭山市"	"尖山区"	"230000"	"230500"	"230502"	"0"	"46.590018,131.078537;46.714115,131.282048"	"黑龙江省双鸭山市尖山区"
"710"	"黑龙江省"	"双鸭山市"	"岭东区"	"230000"	"230500"	"230503"	"0"	"46.348486,130.952414;46.663342,131.499977"	"黑龙江省双鸭山市岭东区"
"711"	"黑龙江省"	"双鸭山市"	"四方台区"	"230000"	"230500"	"230505"	"0"	"46.569431,131.216673;46.790305,131.389646"	"黑龙江省双鸭山市四方台区"
"712"	"黑龙江省"	"大庆市"	"大庆市"	"230000"	"0"	"230600"	"0"	"45.388423,123.761884;47.482427,125.797761"	"黑龙江省大庆市萨尔图区"
"713"	"黑龙江省"	"大庆市"	"肇源县"	"230000"	"230600"	"230622"	"0"	"45.388423,124.007852;46.036831,125.761537"	"黑龙江省大庆市肇源县"
"714"	"黑龙江省"	"大庆市"	"大同区"	"230000"	"230600"	"230606"	"0"	"45.773251,124.233346;46.454505,125.119937"	"黑龙江省大庆市大同区"
"715"	"黑龙江省"	"大庆市"	"肇州县"	"230000"	"230600"	"230621"	"0"	"45.590257,124.822016;46.218429,125.797761"	"黑龙江省大庆市肇州县"
"716"	"黑龙江省"	"大庆市"	"杜尔伯特蒙古族自治县"	"230000"	"230600"	"230624"	"0"	"45.881322,123.761884;47.145405,124.717254"	"黑龙江省大庆市杜尔伯特蒙古族自治县"
"717"	"黑龙江省"	"大庆市"	"林甸县"	"230000"	"230600"	"230623"	"0"	"46.829786,124.315914;47.482427,125.355899"	"黑龙江省大庆市林甸县"
"718"	"黑龙江省"	"大庆市"	"让胡路区"	"230000"	"230600"	"230604"	"0"	"46.409765,124.577140;47.042444,125.032221"	"黑龙江省大庆市让胡路区"
"719"	"黑龙江省"	"大庆市"	"萨尔图区"	"230000"	"230600"	"230602"	"0"	"46.558472,124.886058;46.880472,125.215942"	"黑龙江省大庆市萨尔图区"
"720"	"黑龙江省"	"大庆市"	"龙凤区"	"230000"	"230600"	"230603"	"0"	"46.372017,124.914803;46.711453,125.286349"	"黑龙江省大庆市龙凤区"
"721"	"黑龙江省"	"大庆市"	"红岗区"	"230000"	"230600"	"230605"	"0"	"46.155735,124.659597;46.595124,125.069927"	"黑龙江省大庆市红岗区"
"722"	"黑龙江省"	"伊春市"	"伊春市"	"230000"	"0"	"230700"	"0"	"46.489002,127.638037;49.446964,130.784014"	"黑龙江省伊春市伊春区"
"723"	"黑龙江省"	"伊春市"	"南岔区"	"230000"	"230700"	"230703"	"0"	"46.610667,128.878787;47.385642,129.905852"	"黑龙江省伊春市南岔区"
"724"	"黑龙江省"	"伊春市"	"嘉荫县"	"230000"	"230700"	"230722"	"0"	"48.148370,129.177669;49.446964,130.784014"	"黑龙江省伊春市嘉荫县"
"725"	"黑龙江省"	"伊春市"	"美溪区"	"230000"	"230700"	"230708"	"0"	"47.374737,128.825232;48.078570,129.848582"	"黑龙江省伊春市美溪区"
"726"	"黑龙江省"	"伊春市"	"友好区"	"230000"	"230700"	"230704"	"0"	"47.768995,128.139882;48.419841,129.016651"	"黑龙江省伊春市友好区"
"727"	"黑龙江省"	"伊春市"	"带岭区"	"230000"	"230700"	"230713"	"0"	"46.844395,128.644951;47.376838,129.251635"	"黑龙江省伊春市铁力市"
"728"	"黑龙江省"	"伊春市"	"乌马河区"	"230000"	"230700"	"230711"	"0"	"47.313796,128.608576;47.959475,129.222761"	"黑龙江省伊春市乌马河区"
"729"	"黑龙江省"	"伊春市"	"上甘岭区"	"230000"	"230700"	"230716"	"0"	"47.876147,128.820910;48.242413,129.218814"	"黑龙江省伊春市上甘岭区"
"730"	"黑龙江省"	"伊春市"	"汤旺河区"	"230000"	"230700"	"230712"	"0"	"48.385769,128.995491;48.696363,129.887389"	"黑龙江省伊春市汤旺河区"
"731"	"黑龙江省"	"伊春市"	"翠峦区"	"230000"	"230700"	"230706"	"0"	"47.348239,128.222791;47.997017,128.760716"	"黑龙江省伊春市翠峦区"
"732"	"黑龙江省"	"伊春市"	"红星区"	"230000"	"230700"	"230715"	"0"	"48.030013,128.962614;48.489728,129.608426"	"黑龙江省伊春市红星区"
"733"	"黑龙江省"	"伊春市"	"乌伊岭区"	"230000"	"230700"	"230714"	"0"	"48.560805,129.172709;48.967395,129.709330"	"黑龙江省伊春市乌伊岭区"
"734"	"黑龙江省"	"伊春市"	"新青区"	"230000"	"230700"	"230707"	"0"	"47.980260,129.382834;48.443735,129.912386"	"黑龙江省伊春市新青区"
"735"	"黑龙江省"	"伊春市"	"五营区"	"230000"	"230700"	"230710"	"0"	"47.943533,128.867488;48.418892,129.359843"	"黑龙江省伊春市五营区"
"736"	"黑龙江省"	"伊春市"	"铁力市"	"230000"	"230700"	"230781"	"0"	"46.489002,127.638037;47.466126,129.417165"	"黑龙江省伊春市铁力市"
"737"	"黑龙江省"	"伊春市"	"伊春区"	"230000"	"230700"	"230702"	"0"	"47.673656,128.840102;47.793794,128.952798"	"黑龙江省伊春市伊春区"
"738"	"黑龙江省"	"伊春市"	"西林区"	"230000"	"230700"	"230705"	"0"	"47.371641,129.044263;47.620401,129.385386"	"黑龙江省伊春市西林区"
"739"	"黑龙江省"	"伊春市"	"金山屯区"	"230000"	"230700"	"230709"	"0"	"47.238432,129.193664;47.762676,129.949197"	"黑龙江省伊春市金山屯区"
"740"	"黑龙江省"	"佳木斯市"	"佳木斯市"	"230000"	"0"	"230800"	"0"	"45.951578,129.514192;48.470807,135.103684"	"黑龙江省佳木斯市佳木斯市市辖区"
"741"	"黑龙江省"	"佳木斯市"	"同江市"	"230000"	"230800"	"230881"	"0"	"47.426730,132.321366;48.322377,134.129697"	"黑龙江省佳木斯市同江市"
"742"	"黑龙江省"	"佳木斯市"	"富锦市"	"230000"	"230800"	"230882"	"0"	"46.760079,131.440950;47.625586,133.467225"	"黑龙江省佳木斯市富锦市"
"743"	"黑龙江省"	"佳木斯市"	"郊区"	"230000"	"230800"	"230811"	"0"	"45.951578,129.514192;48.470807,135.103684"	"黑龙江省佳木斯市佳木斯市市辖区"
"744"	"黑龙江省"	"佳木斯市"	"桦南县"	"230000"	"230800"	"230822"	"0"	"45.951578,129.931226;46.631380,131.283851"	"黑龙江省佳木斯市桦南县"
"745"	"黑龙江省"	"佳木斯市"	"抚远市"	"230000"	"230800"	"230883"	"抚远县"	"47.433672,133.683137;48.471410,135.102989"	"黑龙江省佳木斯市抚远县"
"746"	"黑龙江省"	"佳木斯市"	"桦川县"	"230000"	"230800"	"230826"	"0"	"46.542346,130.485415;47.238122,131.578948"	"黑龙江省佳木斯市桦川县"
"747"	"黑龙江省"	"佳木斯市"	"汤原县"	"230000"	"230800"	"230828"	"0"	"46.536785,129.514192;47.355551,130.997218"	"黑龙江省佳木斯市佳木斯市市辖区"
"748"	"黑龙江省"	"佳木斯市"	"东风区"	"230000"	"230800"	"230805"	"市辖区"	"46.760779,130.401756;47.028705,130.633050"	"黑龙江省佳木斯市佳木斯市市辖区"
"749"	"黑龙江省"	"佳木斯市"	"向阳区"	"230000"	"230800"	"230803"	"市辖区"	"46.787292,130.285376;46.866091,130.440534"	"黑龙江省佳木斯市佳木斯市市辖区"
"750"	"黑龙江省"	"佳木斯市"	"前进区"	"230000"	"230800"	"230804"	"市辖区"	"46.781932,130.366476;46.837497,130.429344"	"黑龙江省佳木斯市佳木斯市市辖区"
"751"	"黑龙江省"	"七台河市"	"七台河市"	"230000"	"0"	"230900"	"0"	"45.594118,130.111300;46.341782,131.942099"	"黑龙江省七台河市桃山区"
"752"	"黑龙江省"	"七台河市"	"勃利县"	"230000"	"230900"	"230921"	"0"	"45.594118,130.111300;46.341782,131.637689"	"黑龙江省七台河市勃利县"
"753"	"黑龙江省"	"七台河市"	"新兴区"	"230000"	"230900"	"230902"	"0"	"45.748518,130.786393;45.868712,130.990302"	"黑龙江省七台河市新兴区"
"754"	"黑龙江省"	"七台河市"	"茄子河区"	"230000"	"230900"	"230904"	"0"	"45.605348,131.026159;46.224080,131.942099"	"黑龙江省七台河市茄子河区"
"755"	"黑龙江省"	"七台河市"	"桃山区"	"230000"	"230900"	"230903"	"0"	"45.712466,130.933082;45.807452,131.069342"	"黑龙江省七台河市桃山区"
"756"	"黑龙江省"	"牡丹江市"	"牡丹江市"	"230000"	"0"	"231000"	"0"	"43.432678,128.237511;45.993685,131.329477"	"黑龙江省牡丹江市西安区"
"757"	"黑龙江省"	"牡丹江市"	"宁安市"	"230000"	"231000"	"231084"	"0"	"43.529555,128.468756;44.467647,130.056704"	"黑龙江省牡丹江市宁安市"
"758"	"黑龙江省"	"牡丹江市"	"林口县"	"230000"	"231000"	"231025"	"0"	"44.656903,129.305649;45.993685,130.784951"	"黑龙江省牡丹江市林口县"
"759"	"黑龙江省"	"牡丹江市"	"海林市"	"230000"	"231000"	"231083"	"0"	"44.200476,128.237511;45.632762,129.968735"	"黑龙江省牡丹江市海林市"
"760"	"黑龙江省"	"牡丹江市"	"阳明区"	"230000"	"231000"	"231003"	"0"	"44.402693,129.630029;44.751747,129.937686"	"黑龙江省牡丹江市阳明区"
"761"	"黑龙江省"	"牡丹江市"	"西安区"	"230000"	"231000"	"231005"	"0"	"44.382808,129.400079;44.595689,129.767523"	"黑龙江省牡丹江市西安区"
"762"	"黑龙江省"	"牡丹江市"	"穆棱市"	"230000"	"231000"	"231085"	"0"	"43.841781,129.771179;45.130649,131.155731"	"黑龙江省牡丹江市穆棱市"
"763"	"黑龙江省"	"牡丹江市"	"爱民区"	"230000"	"231000"	"231004"	"0"	"44.559772,129.328529;44.838448,129.701798"	"黑龙江省牡丹江市爱民区"
"764"	"黑龙江省"	"牡丹江市"	"东宁市"	"230000"	"231000"	"231086"	"东宁县"	"43.432396,130.342395;44.730887,131.317129"	"黑龙江省牡丹江市东宁县"
"765"	"黑龙江省"	"牡丹江市"	"东安区"	"230000"	"231000"	"231002"	"0"	"44.204196,129.585989;44.599131,130.084337"	"黑龙江省牡丹江市东安区"
"766"	"黑龙江省"	"牡丹江市"	"绥芬河市"	"230000"	"231000"	"231081"	"0"	"44.300074,130.948777;44.542190,131.240191"	"黑龙江省牡丹江市绥芬河市"
"767"	"黑龙江省"	"黑河市"	"黑河市"	"230000"	"0"	"231100"	"0"	"47.592539,124.755174;51.009919,129.544196"	"黑龙江省黑河市爱辉区"
"768"	"黑龙江省"	"黑河市"	"五大连池市"	"230000"	"231100"	"231182"	"0"	"48.277859,125.715797;49.209131,127.560474"	"黑龙江省黑河市五大连池市"
"769"	"黑龙江省"	"黑河市"	"嫩江县"	"230000"	"231100"	"231121"	"0"	"48.716126,124.755174;51.009919,126.839181"	"黑龙江省黑河市嫩江县"
"770"	"黑龙江省"	"黑河市"	"北安市"	"230000"	"231100"	"231181"	"0"	"47.592539,126.292521;48.551188,127.904619"	"黑龙江省黑河市北安市"
"771"	"黑龙江省"	"黑河市"	"爱辉区"	"230000"	"231100"	"231102"	"0"	"49.420199,125.844842;50.992999,127.684737"	"黑龙江省黑河市爱辉区"
"772"	"黑龙江省"	"黑河市"	"逊克县"	"230000"	"231100"	"231123"	"0"	"48.031349,127.396490;49.609922,129.544196"	"黑龙江省黑河市逊克县"
"773"	"黑龙江省"	"黑河市"	"孙吴县"	"230000"	"231100"	"231124"	"0"	"48.990553,126.706526;49.706336,127.997775"	"黑龙江省黑河市孙吴县"
"774"	"黑龙江省"	"绥化市"	"绥化市"	"230000"	"0"	"231200"	"0"	"45.510238,124.880355;48.103026,128.562414"	"黑龙江省绥化市北林区"
"775"	"黑龙江省"	"绥化市"	"海伦市"	"230000"	"231200"	"231283"	"0"	"46.971489,126.236582;47.871538,127.761813"	"黑龙江省绥化市海伦市"
"776"	"黑龙江省"	"绥化市"	"北林区"	"230000"	"231200"	"231202"	"0"	"46.329286,126.430203;47.177054,127.386339"	"黑龙江省绥化市北林区"
"777"	"黑龙江省"	"绥化市"	"肇东市"	"230000"	"231200"	"231282"	"0"	"45.510238,125.344183;46.437023,126.375551"	"黑龙江省绥化市肇东市"
"778"	"黑龙江省"	"绥化市"	"绥棱县"	"230000"	"231200"	"231226"	"0"	"47.052438,127.000463;48.103026,128.356671"	"黑龙江省绥化市绥棱县"
"779"	"黑龙江省"	"绥化市"	"安达市"	"230000"	"231200"	"231281"	"0"	"46.019175,124.880355;47.017976,125.927431"	"黑龙江省绥化市安达市"
"780"	"黑龙江省"	"绥化市"	"庆安县"	"230000"	"231200"	"231224"	"0"	"46.510575,127.233695;47.614550,128.562414"	"黑龙江省伊春市铁力市"
"781"	"黑龙江省"	"绥化市"	"兰西县"	"230000"	"231200"	"231222"	"0"	"46.056049,125.718061;46.647483,126.649472"	"黑龙江省绥化市兰西县"
"782"	"黑龙江省"	"绥化市"	"青冈县"	"230000"	"231200"	"231223"	"0"	"46.486479,125.336440;47.129300,126.383494"	"黑龙江省绥化市青冈县"
"783"	"黑龙江省"	"绥化市"	"望奎县"	"230000"	"231200"	"231221"	"0"	"46.546231,126.185941;47.147931,126.999088"	"黑龙江省绥化市望奎县"
"784"	"黑龙江省"	"绥化市"	"明水县"	"230000"	"231200"	"231225"	"0"	"47.027988,125.292330;47.383861,126.454937"	"黑龙江省绥化市明水县"
"785"	"黑龙江省"	"大兴安岭地区"	"大兴安岭地区"	"230000"	"0"	"232700"	"0"	"50.908883,121.189083;53.569277,127.036188"	"黑龙江省大兴安岭地区呼玛县"
"786"	"黑龙江省"	"大兴安岭地区"	"呼玛县"	"230000"	"232700"	"232721"	"0"	"50.908883,122.632180;52.905193,127.036188"	"黑龙江省大兴安岭地区呼玛县"
"787"	"黑龙江省"	"大兴安岭地区"	"漠河县"	"230000"	"232700"	"232723"	"0"	"52.256543,121.189083;53.569277,124.294310"	"黑龙江省大兴安岭地区漠河县"
"788"	"黑龙江省"	"大兴安岭地区"	"塔河县"	"230000"	"232700"	"232722"	"0"	"52.159233,123.336588;53.355179,125.839215"	"黑龙江省大兴安岭地区塔河县"
"789"	"黑龙江省"	"大兴安岭地区"	"松岭区"	"230000"	"232700"	"232702"	"0"	"50.908883,121.189083;53.569277,127.036188"	"黑龙江省大兴安岭地区呼玛县"
