"id"	"天敌"	"地理分布"	"形态特征"	"中文名"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"21"		"分布在中国、日本、马来西亚、印度、非洲、北美等国。"	"成虫体长1毫米，白色，翅透明具白色细小粉状物。蛹长0．55～0．77毫米，宽0．36～0．53毫米。背刚毛较少4对，背蜡孔少。头部边缘圆形，且较深弯。胸部气门褶不明显，背中央具疣突2～5个。侧背腹部具乳头状突起8个。侧背区微皱不宽，尾脊变化明显，瓶形孔大小0．05～0．09×0．03～0．04毫米，唇舌末端大小0．02～0．05×0．02～0．03毫米。盖瓣近圆形。尾沟0．03～0．06毫米。"	"烟粉虱"	"昆虫纲"	"同翅目"	"粉虱科"	"番茄、番薯、木薯、棉花、烟草、十字花科、葫芦科、豆科、茄科、锦葵科等。"	"0"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Bemisia tabaci(Gennadius)异名B．gossypiperda Misra et  Lamb；B．longispina Preisner et Hosny．"	"lp00306"	"(1)培育无虫苗。育苗时要把苗床和生产温室分开，育苗前先彻底消毒，幼苗上有虫时在定植前清理干净，做到用做定植的菜苗无虫。(2)用丽蚜小蜂防治烟粉虱，当每株番茄有粉虱0．5～1头时，每株放蜂3～5头，10天放1次，连续放蜂3—4次，可基本控制其为害。(3)注意安排茬口，合理布局。在温室、大棚内黄瓜、番茄、茄子、辣椒、菜豆等不要混栽，有条件的可与芹菜、韭菜、蒜、蒜黄等间套种，以防粉虱传播蔓延。(4)早期用药。在粉虱零星发生时开始喷洒20％扑虱灵可湿性粉剂1500倍液或25％灭螨猛乳油1000倍液、2．5％天王星乳油3000～4000倍液、2．5％功夫菊酯乳油2000～3000倍液、20％灭扫利乳油2000倍液，10％吡虫啉可湿性粉剂1500倍液，隔10天左右1次，连续防治2～3次。采收前7天停止用药。(5)棚室内发生粉虱可用背负式机动发烟器施放烟剂，采用此法要严格掌握用药量，以免产生药害。(6)对来自热带及非洲各岛屿及印度的木薯插条，必须进行灭虫处理，以防该虫传播蔓延。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/烟粉虱.jpg"
"22"	"天敌有狩蝽、麻雀、蚂蚁、步行虫、蠼螋等。"	"分布在贵州、云南、台湾。"	"成虫体长3毫米，宽1．2毫米，体呈长椭圆形，头部、尾端稍尖狭，背面铜褐色至深蓝绿色，有的现红铜色或紫色，具光泽；触角10节，基部3节棕黄色，余黑色；腹面和前、中足沥青色，后足股节铜绿色，胫节、跗节棕红色，触角向后伸展接近鞘翅中部，1节棒状，第2节较3节长；前胸背板与鞘翅基部近等宽，表面刻点粗密混乱，小盾片半圆形，光滑。鞘翅上刻点行整齐。卵长0．6毫米，宽0．3毫米，长椭圆形，表面光滑，初黄色，近孵化时变为灰白色。末龄幼虫体长7～9毫米，初灰白色，透明，后渐变为白色，体圆筒形，头部黑褐色，前胸盾、臀板淡褐色明显，胸足灰黑色，胴部12节，各节上散布稀疏细毛。裸蛹长3．2毫米，卵圆形乳白色，头顶部刚毛明显。腹末端尖削，其上具1叉状硬刺毛。"	"茄蚤跳甲"	"昆虫纲"	"鞘翅目"	"叶甲科"	"茄子。"	"贵阳年生2代，以老熟幼虫在土中越冬，翌年4月中旬化蛹，4月下旬开始羽化，5月上旬至6月下旬进入羽化盛期，田间成虫数量大，为害严重。成虫产卵前期20多天，产卵始期为5月中旬，6月中旬至下旬进入产卵盛期，卵于6月下旬孵化，6月底至7月上旬进入孵化盛期，致田间幼虫数量多，为害重。7月中旬老熟幼虫化蛹。7月下旬第1代成虫陆续羽化，8月份成虫再次达高峰，8月中、下旬第1代卵孵化，9月下至10月上旬以第二代老熟幼虫在茄根附近土中越冬。成虫寿命80～100天，成虫善跳，但一般不转移，受惊拢时才跳至它株，喜欢集中在心叶处取食。成虫可多次交配，交配1次需0．5小时，每次产卵少则3～5粒，多达20粒，一年产卵50～60粒，多的百余粒，产卵期一个多月。卵多产在土表或土缝中，散产或堆产，初孵幼虫从地下茎部钻入茄株，啃食地下茎和根的皮层，幼虫老熟后从茄根内爬出入土，在茄根附近9～12厘米深的土层中作土室化蛹。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Psylliodes   balyi  Jacoby"	"lp00307"	"(1)收获后及时拔除茄杆，集中沤肥或烧毁。同时耕翻土地可消灭部分越冬幼虫。(2)保护利用天敌。有条件的饲养狩蝽、蠼螋释放在田间。(3)每年5～6月，8月成虫发生期于清晨喷洒50％辛硫磷乳油1000倍液。(4)根部受害严重时，可用上述药剂浇灌。采收前5天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/茄蚤跳甲.jpg"
"23"	"天敌有小茧蜂、寄生蝇、白僵菌等。"	"分布在湖南、云南、贵州等省，是重要农林害虫。"	"雌成虫翅展53毫米，触角黑色，翅黄白色，前翅前缘具5个黑色斑，后翅近外缘处有3块暗色斑。颈上环生黄色毛，腹部橙黄色，尾节处毛块黄色。雄虫较雌虫小，翅暗黑色，腹部背面、前胸橙黄色，腹末端没有黄毛块。卵粒多堆聚排成数层，块状。末龄幼虫体长40～45毫米，头红褐色有光泽，背中线上的黄色白带明显，各体节有大而明显的褐色毛瘤。胸足黑色，腹足红色，各节上的毛瘤有黑色刚毛，胸部第2、3节D2毛瘤着生一根白色刚毛，长且明显。腹部第1节D2毛瘤，第8节背中线两侧的D1、D2毛瘤及第9节背中线的毛瘤各具1白色刚毛。蛹长12～15．6毫米，宽4．2～4．5毫米，红褐色，幼虫结茧化蛹。茧白色至浅红色。"	"黄领麻纹灯蛾"	"昆虫纲"	"鳞翅目"	"灯蛾科"	"茄子、菊芋、薄荷、草莓、苹果、梨、桃、杏、柿子、梅、石榴、板栗、核桃、滇楸及林木。"	"昆明年生1代，以蛹越冬。成虫6月下旬开始羽化，7月进入羽化盛期，7月上、中旬即可见初孵幼虫，9月上旬老熟幼虫开始化蛹。成虫趋光性强，产卵成堆，多的达数百粒。初孵幼虫有吐丝群聚习性，仅食叶肉，3龄后幼虫开始分散，老熟幼虫在土块、树洞、石头、砖瓦缝隙等处化蛹。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Spilarctia imparilis(Butler)异名Spilosoma imparilis(Butl．)；Diacricia imparilis Butl．"	"lp00308"	"(1)保护利用天敌。(2)利用黑光灯诱杀成虫。(3)在幼虫3龄前或点片发生阶段，喷洒50％辛硫磷乳油1000倍液或30％苯溴硫磷乳油1500倍液、95％巴丹可湿性粉剂2000倍液、20％速灭威乳油500倍液、40％伏地松乳油1500倍液。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黄领麻纹灯蛾.jpg"
"24"		"分布在北京、河北、河南、山东、山西、陕西、浙江、江西、湖北、广东、广西、云南等省。"	"成虫体长约50毫米，翅展100～120毫米。头胸部褐黑色，胸部有黑色条纹、斑点及黄色斑组成的骷髅状斑纹。腹部背面有蓝色中背线及黑色环状横带，两旁及侧面土黄色，各节后缘黑色；腹面黄色。胸足较短，黑色，各节间具黄色环纹。前翅狭长，棕黑色，翅面混杂有微细白点及黄褐色鳞片，呈现天鹅绒光泽，上具的横线及外横线由数条黑色波状线组成，横脉上具1黄色斑，近外缘有橙黄色丛条；中室有1灰白小圆点。后翅杏黄色，有2条粗黑横带。卵球形，直径约2毫米，淡黄色。幼龄幼虫体色较淡，头、胸部有明显的淡黄色颗粒；老熟幼虫体长92～110毫米；头部深绿色，两侧具黄、黑纵条，前胸较小，体色青绿，第1～8腹节具黄色至灰褐色斜纹，斜纹上缘蓝色，背面有蓝色点，胸足褐绿色；气门黑色，外具黄色环。该幼虫还有一色斑型：体色暗褐色略带紫色，前胸有黑点，中、后胸背上有许多黑条，腹部1～8节两侧有灰色斜纹。背面具灰黄色散点。蛹长55～60毫米，红褐色，后胸背面有1对粗糙雕刻状纹，腹部5～7节气门各具1横沟纹。此外，广东、广西和云南一带，还有一种A.  lachesis Fabricius称鬼脸天蛾，与芝麻天蛾是近似种，为害作物也大同小异。"	"芝麻天蛾"	"昆虫纲"	"鳞翅目"	"天蛾科"	"芝麻、茄子、马鞭草科、豆科、木犀科、唇形科等植物。"	"该虫在河南、湖北等地年生一代，在江西、广东、广西年生2代，广东以南年生3代；在各地均以末代蛹在土下6～10厘米深的土室中越冬。湖北一代区成虫于6月上旬出现，6月中、下旬产卵，7月中、下旬幼虫为害盛期，8月上旬至9月上旬老熟幼虫入土化蛹越冬。二代区，第一代幼虫出现在7月中、下旬，第二代幼虫出现在9月。三代区，7月上旬发生数量多。幼龄幼虫晚间取食，白天栖息在叶背；老龄幼虫昼夜取食，常将叶片吃光。成虫昼伏夜出，有趋光性，受惊后，腹部环节间摩擦可吱吱发声。幼虫随龄数的增加有转株为害的习性。卵散产于寄主植物的叶面或叶背。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Acherontia styx(Westwood)"	"lp00309"	"(1)成虫盛发期可用灯火诱杀。(2)幼虫盛发时，提倡使用25％灭幼脲3号悬浮剂500～600倍液或2％巴丹粉剂，每667m 2 2．5kg或喷洒10％吡虫啉可湿性粉剂1500倍液、25％喹硫磷乳油1500倍液。采收前9天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/芝麻天蛾.jpg"
"25"		"分布在亚洲、伊朗、巴基斯坦、利亚、土耳其、印度、非洲、美洲、欧洲、大洋洲等80多个国家和地区。是我国规定严禁传入的一类危险性害虫。是重要的检疫对象。"	"成虫体长4～5毫米，体和翅上有特殊颜色的斑纹，头部黄色具光泽，单眼三角区黑褐色，额黄色。复眼深红色，活体具绿光泽；触角3节，第1、2节红褐色，第3节黄色，胸背面黑色有光泽，其上生黄白色斑纹，小盾片黑色；翅宽短透明，布有黄色、褐色或黑色斑纹，外侧的带纹延伸至外缘不达前缘，中部带纹延伸至前缘和后缘。足红褐色。雄虫具奇异的银灰色匙形附器，雌虫产卵管短且扁平。卵长0．9～1．1毫米，纺锤形，略弯曲，两端尖，白色或浅黄色。成长幼虫体长6．8～8．9毫米，宽1．5～2．0毫米，细长，体色与取食有关，一般乳白色，有的为浅红色，末龄幼虫弯曲成钩状，口器具黑色骨化的口针。蛹长椭圆形，长4～4．3毫米，黄色至黑褐色。"	"地中海实蝇"	"昆虫纲"	"双翅目"	"实蝇科"	"番茄、茄子、辣椒、甜橙、柠檬、芒果、香蕉、木瓜、番石榴、苹果、梨、桃、李、杏、花卉等250多种栽培或野生植物"	"全国年生2～16代，以蛹和成虫越冬，翌春雌成虫把产卵管刺入果皮成一空腔，卵产在腔中，每雌可产卵100～500粒，每次产3～9粒，每天平均可产6～21粒，初孵幼虫侵入果内为害，末龄幼虫即脱果入土化蛹。该虫适应性强，繁殖快，随水果调运或旅客携带作远距离传播。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Ceratitis capitata(Wiedemann)"	"lp00310"	"(1)该虫可以幼虫或蛹随农产品及包装物传播，对旅客携带水果、茄果类蔬菜及进口的果品苗木、种子，严格进行检疫，严防传入。(2)严格检疫措施，严禁从疫区进口水果及茄果类蔬菜。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/地中海实蝇.jpg"
"26"	"天敌有齿唇茧蜂、蜘蛛、蓝蝽等。"	"该虫分布在黑龙江、内蒙古、河北、华东、中南、甘肃、江苏、江西等省。"	"成虫体长15～18毫米，翅展38～42毫米。棕色至红棕色，腹部褐色，腹端具褐色长毛。前翅上剑纹粗大，褐色；环纹灰褐色，圆形；肾纹不规则，较大，灰褐色；外线棕褐色，锯齿形；亚端线在中脉后不成锯形；缘毛褐色。翅基片长，毛笔头状。后翅大部分红棕色，基部色淡，缘毛白色。触角黄白色。下唇须红棕色向上斜伸。足红棕色，胫节具长毛，前足胫节外侧具白边，前、中足胫节基部无黑点。各足跗节均有白色环。卵半球状，宽0．65毫米，高0．4毫米，中间具纵棱约50条。棱间有细横格，初产浅绿色，后变紫褐色。末龄幼虫体长35～45毫米，头宽3～3．5毫米，具褐色网纹，单眼黑色，前胸盾褐色，背线和亚背线各具1纵列黄白色小圆斑，圆斑上生出棕褐色边，每节每列5～7个，毛片圆形黑色;气门线黑褐色，沿上方具深褐色圆斑;气门下线浅黄色至黄色，腹足颜色与体色相同。趾沟单序带。初孵幼虫浅灰褐色，腹部紫红色，全体布有大而黑的毛片，足呈尺蠖状，取食后至3龄幼虫绿色或青绿色，4龄后出现红棕色型，6龄时基本都成为红棕色。蛹长18～20毫米，宽6～7毫米，深褐色，下鄂须达第4腹节后缘，蛹体较粗糙，臀棘短粗，末端分成二叉。"	"红棕灰夜蛾"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"茄子、莙荙菜、胡萝卜、甜菜、草莓、枸杞、菊、茼蒿、菜豆、草食蚕、豌豆、苜蓿、大豆、豇豆、桑、黑莓等。"	"吉林、银川年生2代，以蛹越冬，翌年吉林第一代成虫于5月上旬出现，6月上旬出现第一代幼虫，8月上旬第二代成虫始见，交配产卵常把卵产在叶面或枝上，每雌产卵150～200粒；银川第一代成虫5月中下旬出现，第2代成虫于7月下旬至8月上旬出现，一、二龄幼虫群聚在叶背食害叶肉，有的钻入花蕾中取食，三龄后开始分散，四龄时出现假死性，白天多栖息在叶背或心叶上，、五、六龄进入暴食期，每24小时即可吃光1～2片叶子，末龄幼虫食毁草莓的嫩头、蕾花、幼果等，影响草莓翌年产量。幼虫进入末龄后于土内3～6厘米处化蛹。成虫有趋光性。幼虫白天隐居叶背，主要在夜间取食，受惊扰有卷缩落地习性。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Polia illoba(Butler)"	"lp00311"	"(1)成片安置黑光灯，进行测报和防治。(2)人工捕杀幼虫。(3)必要时喷50％辛硫磷乳油1500倍液或25％喹硫磷乳油1500倍液、16％顺丰3号乳油1500倍液、1．8％爱福．丁乳油3000倍液、20％杀灭菊酯乳油3000倍液，采收前7～15天停止用药。(4)用2％巴丹粉剂，每667m 2 2kg，对细干土15kg制成毒土撒施于株间也有效。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/红棕灰夜蛾.jpg"
"27"		"分布在宁夏、内蒙古、河南、山东、江苏等省。"	"成虫体长15～19毫米，鲜黄色，具黑色斑纹。头部橙黄色，头顶三角形，中央具三角形黑斑。复眼黑色，触角细小，基部2节黄色，鞭部黑褐色。下鄂须暗黄色。胸部有光泽鲜黄色，前胸背板上具黑色纵纹3条，中间宽长，中胸背板具2条斜向内方的黑纹，小盾板浅褐色稍透明，后小盾板中有较小黑纵纹1条。腹部两侧鲜黄色，具黑褐色细纵纹，背面中央黑纹大些，每节中部近菱形。前翅狭长，烟灰色透明，缘纹的外半部及脉纹黑褐色，平衡棍基部暗褐色，末端鲜黄色。产卵器茶褐色。足细长，暗褐色至黑褐色。雄蚊腹端具钳形抱握器。卵黑色长圆形，长1毫米左右，具光泽。幼虫污黄色蛆形，体长25毫米左右，头尖小，常缩入胸部，口器黑色，前胸背板中央有浅色纵线，两侧暗褐色，体多横皱纹，背中线稍暗色，腹末钝，具尾须4个，外侧2个较长，后气门2个，黑色椭圆形。裸蛹长13～18毫米，长筒形。"	"黄斑大蚊"	"昆虫纲"	"双翅目"	"大蚊科"	"蚕豆、苜蓿、麦类、黄瓜、茄子、辣椒、番茄、草莓等。"	"甘肃和山东聊城地区年约生3代，以中龄及老熟幼虫入土8～15厘米处越冬，翌年3月下旬开始活动，取食秧苗根部及新出土嫩芽，4月下旬开始化蛹，蛹期5～10天，5月上、中旬成虫大量羽化，经5～8小时交配产卵，(平均产卵量269粒，卵期5～8天)，6月份是一代幼虫为害期，7月中旬一代成虫出现，成虫寿命5．6～6．5天，8月又进入二代幼虫为害期，幼虫期45～50天。二代成虫羽化后9月间第三代幼虫出现，为害至9月下旬，天气变冷时入土越冬。越冬代幼虫可达6～6．5个月。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Nephrotoma sp．"	"lp00312"	"(1)早春越冬幼虫开始为害时，在土表撒旋2．5％辛硫磷粉剂或5％杀虫畏药土，后锄或耙入土中或灌水，使药液渗入土中。(2)必要时用0．6％无名霸(苦参烟碱醇液)1000～1500倍液逐株浇灌。(3)草莓田发现为害时，可在地面堆放拌有低毒农药的新鲜菜叶，诱集幼虫，集中消灭。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/黄斑大蚊.jpg"
"28"		"分布在云南、台湾等省。"	"成虫雌体长5～6．5毫米，雄4．0～5．5毫米，成虫颜面具2黑斑，中胸背板黑色，具2侧后缝黄色条；前缘带在翅端部扩展成1褐斑，横跨R4+R5脉，于R5室端部上方；腹部红褐色；雄虫第5腹板后缘具深凹，背针突的端部钝；雌虫产卵器基节短，产卵管细长渐尖，端部呈三叶状；足黄色，各足腿节前端腹面褐色，后足胫节端部和跗节端部略带褐色。卵长1．0～1．2毫米，乳白色，梭形，两端尖，幼虫体长7．0～8．5毫米，前气门指突13～18个；蛹长4．0～5．2毫米，褐黄色至深褐色。"	"辣椒实蝇"	"昆虫纲"	"双翅目"	"实蝇科"	"辣椒、茄子、番茄、黄瓜、蛇瓜、苹果、香蕉、洋桃、咖啡、番石榴、荔枝、芒果、甜橙等。"	"该虫主要以幼虫和卵随寄主果实、包装物传播，成虫产卵在寄主果实里，幼虫在果实中成长，靠人把含有卵和幼虫的果实从一地带到另一地，进行传播蔓延。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Bactrocera  (Bactrocera)  latifrons(Hendel)"	"lp00313"	"(1)加强检疫果实和包装物。注意检查卵、幼虫和蛹，不仅对果实进行检疫，还要对包装物进行检查。(2)发现寄主果实中感染此虫时，可采用熏蒸或高、低温方法进行处理。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/辣椒实蝇.jpg"
"29"		"分布在全国各地。"	"雌成虫体长1．6～1．76毫米，体黑棕或黄棕色。触角8节，全暗棕色；第3、4节呈倒花瓶状，各节有长的叉状感觉锥；单眼间鬃长，靠近后单眼，位于3个单眼中心连线内缘。下颚须3节。前胸后角有2对长鬃。前翅暗棕色，基部和近端处色淡，上脉基中部有鬃18根，端鬃2根；下脉鬃15—18根。腹部第2至7节背板近前缘有1黑色横纹，第5至8节两侧无微弯梳，第8节后缘仅两侧有梳。雄成虫显著比雌成虫体小而色淡，且触角也细。腹部腹板腺域不明显，但第2至8节除后缘鬃似矛形外，尚有附属矛形鬃，第2和第8节有40余根，第3至7节90余根。"	"端大蓟马"	"昆虫纲"	"缨翅目"	"蓟马科"	"四季豆、豌豆、蚕豆、丝瓜、胡萝卜、白菜、油菜等十字花科蔬菜，花生、苜蓿、红花草、紫云英、苕子、猪屎豆、柽麻、小麦、水稻等。"	"江西、浙江、福建年生6～7代，紫云英上常发生3～4代，以成虫在紫云英、葱、蒜、萝卜等叶背或茎皮的裂缝中越冬，翌年，福建在3月下旬，浙江在4月上旬盛发，大量产卵繁殖，紫云英花期进入为害盛期，世代重叠，在生长期均可见到各虫态的虫体，成、若虫白天栖息在花器内和叶背面，行动迅速。常把卵产在花萼或花梗组织里，卵期7天，若虫在花器中为害1周左右，钻入表土0．5～1厘米深处进行蜕皮，蜕皮时先变为预蛹，后再蜕皮化蛹，卵经一周羽化为成虫。紫云英成熟时迁往猪屎豆、扁豆、豇豆等植株上生活，10月下旬至11月开始越冬。3～4月干旱易大发生，高温多雨年份发生轻。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Megalurothrips distalis(Karny)"	"lp00314"	"(1)掌握在稻田春耕灌水时，端带蓟马集中到紫云英留种田时，喷洒50％辛硫磷乳油或10％吡虫啉可湿性粉剂1500倍液、30％灭多威乳油2000倍液。(2)端大蓟马进入菜田后首选40％七星保乳油600～800倍液或20％好年冬乳油800倍液。也可用2l％灭杀毙乳油1500倍液或20％复方浏阳霉素乳油1000倍液。收获前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/端大蓟马.jpg"
"30"		"分布在黑龙江、吉林、辽宁、河北、山东、山西、河南、陕西、甘肃、青海、内蒙古、湖南、四川、新疆。"	"成虫体长9～11毫米，翅展25～30毫米。雌雄异形。雄翅正面青蓝色，具青色闪光，黑色缘带，宽，缘毛白色且长；前翅前缘多白色鳞片，后翅具1列黑色圆点与外缘带混合。雌翅棕褐色，前、后翅亚外缘的黑色斑，镶有橙色新月斑，反面灰白色。前、后翅具3列黑斑，外列圆形与中列新月形斑点平行，中间夹有橙红色带，内列斑点圆形，排列不整齐，第2室1个，圆形，显著内移，与中室端长形斑上下对应，后翅基部另具黑点4个，排成直线；黑色圆斑外围具白色环。卵扁圆形，直径0．5～0．8毫米，初黄绿色，后变黄白色。幼虫头黑褐色，胴部绿色，背线色深，两侧具黄边，气门上线色深，气门线白色。老熟幼虫体长9～13．5毫米。背面具2列黑斑。蛹长8～11．2毫米，长椭圆形。淡黄绿色，羽化前灰黑色。无长毛及斑纹。"	"豆灰蝶"	"昆虫纲"	"鳞翅目"	"灰蝶科"	"豇豆、大豆、绿豆、沙打旺、苜蓿、紫云英、黄芪等。"	"河南年生5代，以蛹在土壤耕作层内越冬，翌年3月下旬羽化为成虫，4月底至5月初进入羽化盛期，成虫把卵产在沙打旺等叶片或叶柄上，在田间繁殖5代，9月下旬老熟幼虫钻入土壤中化蛹越冬。成虫喜白天羽化、交配。交配10～40分钟，个别达1．5小时，成虫可交配多次，多次产卵，卵多产在叶背面，散产，有的产在叶柄或嫩茎上，每产1卵40～55秒，每雌产卵46～121粒，雌蝶寿命14．6天，雄12．4天，卵期4．5～6．3天，幼虫5龄，3龄前只取食叶肉，3龄后食量增加，最后暴食2天进入预蛹期。幼虫有相互残杀习性，常与蚂蚁共生。幼虫老熟后爬到植株根附近，头向下进入预蛹期1～2天，蛹期7～14天。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Plebejus argus(Linnaeus)"	"lp00315"	"(1)选用抗虫品种。(2)秋冬季深翻灭蛹。(3)幼虫孵化初期喷洒25％灭幼脲3号悬浮剂500～600倍液，使幼虫不能正常蜕皮或变态而死亡。(4)百株有虫高于100头时，及时喷洒20％氰戊菊酯乳油2000倍液或10％吡虫啉可湿性粉剂1500倍液、30％灭多威乳油1500～2000倍液。采收前7天停止用药。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/豆灰蝶.jpg"
"31"		"分布于江苏、四川、广东、广西、台湾、印度。"	"成虫体长约10毫米，翅展25～35毫米，雄蝶体背面褐色至青紫色，腹面灰白色，触角顶端的棒状较粗，翅背面浅紫蓝色，基部具少量有光泽的蓝色鳞片，后翅臀角处具2个橙色的斑纹；雌虫体背面颜色较深，翅表苍褐色，基部生稀少蓝色鳞片；后翅臀角处的斑驳比雄灰蝶大，清楚；雌雄灰蝶臀角外缘均具白色缘毛和一条尾丝。翅的腹面基本相似，浅黄色，具1条细外缘线；前翅皿缘及后中域各生1条棕色斑状线，两线基本平行，中室端外上方具1条短横杠；后翅前缘也有2个黑点，位于第七区，臀角处具2枚橙红色的漂亮黑斑，下部有绿色金属光泽。卵浅绿色，半圆形，放大后可见表面具网纹。幼虫浅草绿色，有深褐色背线和亚背线，后者常与臀节的宽带相接，体各节有微小疣突，被细密黑色短柔毛，气孔黑色。蛹浅黄绿色，体表具细疣突和短黑毛，中部两侧具黑斑。"	"棕灰蝶"	"昆虫纲"	"鳞翅目"	"灰蝶科"	"豇豆等豆科植物。"	"年生代数不清，在广西夏秋两季均可见到，幼虫为害豆角、扁豆等。成虫多在开阔地带活动，有时喜欢逗留在低洼处，吸吮水分或飞翔在花丛中吸吮花蜜，停息时多半张开双翅，喜欢把卵产在寄主的花上。幼虫孵化后就近为害花和嫩荚。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996 郭书普等编著．番茄、辣椒、茄子病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004 郭书普等编著．豆类蔬菜病虫害防治原色图鉴．合肥： 安徽科学技术出版社，2004 郭书普等编著．瓜类蔬菜病虫害防治原色图鉴．合肥：安徽科学技术出版社，2004"	"Euchrysops cnejus  Fabricius"	"lp00316"	"参见豆灰蝶。"	"agridata/images/中国农业有害生物数据库/中国果菜类蔬菜害虫数据库/棕灰蝶.jpg"
