"id"	"主要危害部位"	"地理分布"	"为害症状"	"病害类型"	"中文名"	"病原中文名"	"病原拉丁学名"	"主要危害作物"	"别名"	"病原分类地位"	"病原形态特征"	"相关文献"	"防治方法"	"英文名"	"记录号"	"传播途径和发病条件"	"图片"
"26"	"主要为害叶片、叶柄和花器。"		"又称黑斑病，主要为害叶片、叶柄和花器。初在叶片上现黄色小斑点，扩展后变为圆形至不规则形，中间因失水发生干裂产生坏死斑，四周具不规则的黄色晕圈；严重时，病斑布满整个叶片，发病重的叶片干枯；叶柄染病，在病部产生暗褐色条状斑，湿度大时，溢出菌脓；花器染病后凋萎死亡。"	"细菌"	"胡萝卜细菌性疫病"	"油菜黄单胞菌胡萝卜致病变种(胡萝卜黑斑病黄单胞菌)"	"Xanthomonas campestris  pv．carotae(Kendrick)Dye"	"胡萝卜、油菜等"	"黑斑病"		"Xanthomonas campestris  pv．carotae(Kendrick)Dye称油菜黄单胞菌胡萝卜致病变种(胡萝卜黑斑病黄单胞菌)，属细菌。细菌杆状，两端钝圆，大小0．4～0．7×0．7～1．8微米，有荚膜，具极生鞭毛，能游动，革兰氏染色阴性，好气。病菌发育适温27～30℃，最高40℃，最低5℃，59℃经10分钟致死。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用无病种子。必要时把种子置于50℃温水中浸泡25分钟消毒。(2)发病重的地区或田块实行与豆类、葱蒜类、禾本科作物2～3年以上的轮作。(3)加强田间管理，及时松土、追肥，促进根系发育。雨后及时排水。(4)发病初期开始喷洒新植霉素4000倍液、72％农用硫酸链霉素可溶性粉剂或硫酸链霉素4000倍液、30％绿得保悬浮剂350～400倍液、14％络氨铜水剂300倍液、77％可杀得可湿性微粒粉剂500倍液或1：1：200倍式波尔多液，隔7～10天1次，共防2～3次。采收前3天停止用药。"	"Carrot bacterial blight"	"ed00218"	"病菌主要在种子表面或内部和土壤中及病残体上越冬，借雨水、灌溉水及昆虫传播，由叶片气孔或伤口侵入。气温30～36℃多雨的季节易发病，暴风雨后伤口多发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/胡萝卜细菌性疫病.jpg"
"27"	"果实"		"主要发生在采收后运输贮藏过程中，染病瓜先在病部产生褪绿圆斑，后渐凹陷，发软，病部渐扩大，内部软腐，表皮破裂崩溃，从内向外淌水，整个果实腐败分解，散发出臭味。"	"细菌"	"黄瓜(欧氏菌)软腐病"	"胡萝卜软腐欧文氏菌胡萝卜软腐致病变种"	"Erwinia carotovora subsp．carotovora(Jones)Bergey et al．"	"瓜类"			"Erwinia carotovora subsp．carotovora(Jones)Bergey et al．称胡萝卜软腐欧文氏菌胡萝卜软腐致病变种，属细菌。菌体短杆状，大小1．2～3．0×0．5～1．0微米。在PDA培养基上菌落呈灰白色，变形虫状，可使石蕊牛乳变红，明胶液化。 病菌发育适温2～40℃，最适温度25～30℃。50℃经10分钟致死，适应pH5．3～9．3，最适pH7．3。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)加强田间管理，注意通风透光和降低田间湿度，减少田间侵染。(2)及时拔除病株，用石灰消毒减少田间初侵染和再侵染源。(3)避免大水漫灌。(4)喷洒50％琥胶肥酸铜可湿性粉剂500倍液或14％络氨铜水剂300倍液、30％绿得保胶悬剂400倍液、77％可杀得可湿性粉剂500倍液。(4)采收、装卸时要轻拿轻放，防止碰撞造成伤口。(5)采后贮藏在低温冷藏库中。"	"Cucumber bacterial soft rot"	"ed00219"	"病原菌在病残体上或土壤中越冬，经伤口或自然裂口侵入，靠接触传播蔓延。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/黄瓜(欧氏菌)软腐病.jpg"
"28"	"维管束"		"发病初期叶片上出现暗绿色水渍状病斑，  茎部受害处变细，两端呈水渍状，病部以上的蔓和枝权及叶片首先出现萎蔫，该病扩展迅速，不久全株突然萎凋死亡。剖开茎蔓用手捏挤从维管束的横断面上溢出白色菌脓，用干净火柴棍或小刀刀尖沾上菌脓轻轻拉开可把菌脓拉成丝状。导管一般不变色，根部也未见腐烂，别于镰刀菌引起的枯萎病。"	"细菌"	"黄瓜细菌性枯萎病"	"嗜维管束欧文氏菌(黄瓜萎蔫欧文氏菌)"	"Erwinia amylovora var．tracheiphila(Smith)Dye异名E．tracheiphila(Smith) Bergey"	"瓜类"	"细菌性萎蔫病"		"Erwinia amylovora var．tracheiphila(Smith)Dye异名E．tracheiphila(Smith) Bergey，称嗜维管束欧文氏菌(黄瓜萎蔫欧文氏菌)，属细菌。菌体杆状，单生或双生，不成链状，大小1.2～2.5×0.5～0.7微米。具荚膜，无芽孢，周生4～8根鞭毛，革兰氏染色阴性，好气性或兼性嫌气性。在肉汁胨琼脂平面培养基上菌落圆形白色，光滑具光泽；在肉汁胨液中呈轻雾状，无菌环及菌膜，不能分解果胶，也不能液化明胶，能产生氨和硫化氢，不能还原硝酸盐，不产生吲哚。尿霉阴性，不能在5％食盐溶液中生长发育。最适生长温度25～30℃，最高34～35℃，36℃不生长，最低8℃；43℃经10分钟致死。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)选用中农5号、碧春、满园绿等抗细菌病害的品种。从无病瓜上选留种，瓜种可用70℃恒温干热灭菌72小时或50℃温水浸种20分钟，捞出晾干后催芽播种；还可用次氯酸钙300倍液，浸种30～60分钟或40％福尔马林150倍液浸1．5小时或100万单位硫酸链霉素500倍液浸种2小时，冲洗干净后催芽播种。(2)无病土育苗，与非瓜类作物实行2年以上轮作，加强田间管理，生长期及收获后清除病叶，及时深埋。(3)施用日本酵素菌沤制的堆肥，采用配方施肥技术减少化肥施用量。(4)开展预防性药剂防治，于发病初期或蔓延开始期喷洒14％络氨铜水剂300倍液或50％甲霜铜可湿性粉剂600倍液、50％琥胶肥酸铜(DT)可湿性粉剂500倍液、60％琥•乙膦铝(DTM)可湿性粉剂500倍液、77％可杀得可湿性微粒粉剂500倍液，每667m 2 用对好的药液60～75升，连防3～4次。琥胶肥酸铜对白粉病、霜霉病有一定兼防作用。此外也可选用硫酸链霉素或72％农用链霉素可溶性粉剂4000倍液；或1：4：600铜皂液或1：:2：300～400倍式波尔多液。40万单位青霉素钾盐对水稀释成5000倍液也有效。采收前3天停止用药。"	"Cucumber bacterial wilt"	"ed00220"	"该病是系统性侵染的维管束病害，病菌由黄瓜甲虫(Diabrotiea vittata和D. duodecimpunctata)传播。黄瓜细菌性枯萎病过去国内未见报道，近年浙江丽水地区、吉林长春已见发病。该病除为害黄瓜外，还可侵染葫芦科香瓜属、南瓜属、西瓜属的植物。黄瓜和甜瓜较南瓜和矮瓜易发病，生产上应予以重视。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/黄瓜细菌性枯萎病.jpg"
"29"	"主要为害叶片，有时也为害幼茎或叶柄"		"主要为害叶片，有时也为害幼茎或叶柄。叶片染病幼叶症状不明显，成长叶片叶面初现黄化区，叶背现水渍状小斑点，病斑扩展为圆形或近圆形，很薄，黄色至褐黄色，病斑中间半透明，病部四周具黄色晕圈，菌脓不明显。幼茎染病致茎部开裂。苗期生长点染病，多造成幼苗枯死。果实染病在果实上形成圆形灰色斑点，其中有黄色干菌脓，似痂斑。"	"细菌"	"黄瓜细菌性圆斑病"	"油菜黄单胞菌黄瓜致病变种(黄瓜细菌斑点病黄单胞菌)"	"Xanthomonas campestris pv．cucurbitae(Bryam)Dye异名X．cucurbitae(Bryan)Dowson"	"主要为害黄瓜、西瓜等葫芦科植物。"			"菌体杆状，单生、双生或链生，有荚膜，无芽孢，大小1．0～1．5×0．5～0．6微米。在肉汁胨琼脂平面上菌落圆形，黄色具光泽，表面隆起光滑，边缘整齐，透明；在肉汁胨液中生长呈云雾状，无菌环。细菌生长适温25～30℃，36℃能生长，49℃经10分钟致死。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见黄瓜细菌性枯萎病。"	"Cucumber bacterial round spot"	"ed00221"	"果肉受害扩展到种子上，病菌由种子传带，也可随病残体遗留在土壤中越冬，从幼苗的子叶或真叶的水孔或伤口侵入，引起发病。真叶染病后，细菌在薄壁细胞内繁殖，后进入维管束，致叶片染病，然后再从叶片维管束蔓延至茎部维管束，进入瓜内，致瓜种带菌。棚室黄瓜湿度大温度高，叶面结露、叶缘吐水，利于该菌侵入和扩展。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/黄瓜细菌性圆斑病.jpg"
"30"	"主要为害叶片，也可为害茎、荚及种子"	"江苏"	"豇豆细菌性疫病主要为害叶片，也可为害茎、荚及种子。叶片染病初现水浸状小圆点，后逐渐扩展成不规则形褐色至红褐色病斑，四周具黄色晕圈，病斑小于5毫米，但数个病斑可融为大斑，且每个病斑中心还能看出来，病情严重时病叶变黄早落或穿孔。茎部染病病斑红褐色长条形凹陷；荚染病初为水渍状小点，约1～2毫米，略凹陷，后变红褐色，有菌液溢出，小斑亦可连片，荚内种子染病变褐或腐烂。此病叶片也可无斑点而表现萎蔫，茎杆上产生溃疡或大裂缝。"	"细菌"	"豇豆细菌性疫病"	"油菜黄单胞豇豆致病变种(豇豆细菌疫病黄单胞菌)"	"Xanthomonas campestris pv．vignicola(Burkholder)Dye异名X．vignicola Burkholder"	"除侵染豇豆外，还可侵染菜豆和一种苏丹草。"			"菌体杆状，大小0．4～0．7×0．7～1．8微米，单生为主，革兰氏染色阴性，具单极生鞭毛，该致病变种能水解明胶和淀粉。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)实行3年以上轮作。(2)施用日本酵素菌沤制的堆肥。(3)选留无病种子，从无病地采种，对带菌种子用45℃恒温水浸种15分钟捞出后移入冷水中冷却，或用种子重量0．3％的95％敌克松原粉或50％福美双拌种，或用硫酸链霉素500倍液，浸种24小时。(4)加强栽培管理，避免田间湿度过大，减少田间结露的条件。(5)发病初期喷洒14％络氨铜水剂300倍液、77％可杀得可湿性微粒粉剂500倍液、47％加瑞农可湿性粉剂800倍液、30％碱式硫酸铜(绿得保)悬浮剂400倍液、50％琥胶肥酸铜可湿性粉剂500倍液或．72％农用硫酸链霉素可溶性粉剂3000～4000倍液、新植霉素4000倍液、抗菌剂“401”800～1000倍液，隔7～10天1次，连续防治2～3次。采收前3天停止用药。"	"Cowpea bacterial common blight"	"ed00222"	"病菌主要在种子内或粘附在种子外越冬，播种带菌种子，幼苗长出后即发病，病部渗出的菌脓借风雨或昆虫传播。从气孔、水孔或伤口侵入，经2～5天潜育，即引致茎叶发病。病菌在种子内能存活2～3年，在土壤中病残体腐烂后即死亡。气温24～32℃，叶上有水滴是本病发生的重要温湿条件，一般高温多湿、雾大露重或暴风雨后转晴的天气，最易诱发本病。此外，栽培管理不当，大水漫灌，肥力不足或偏施氮肥，长势差易加重发病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/豇豆细菌性疫病.jpg"
"31"	"为害叶片和果实"		"为害叶片和果实。叶片染病病斑多角形，初为水浸状，渐变褐色，中间变薄，半透明，质脆易裂，脱落穿孔，受叶脉限制，大小2～5毫米，病斑多时可汇合成一大斑块，致叶片枯死。果实染病，初现圆形小点，水浸状，稍凹陷，严重的病斑裂开，但由于金瓜皮厚，一般影响不大。"	"细菌"	"金瓜细菌性角斑病"	"丁香假单胞杆菌流泪致病变种"	"Pseudomonas syringae pv．lachrymans(Smith et Bryan)Young，Dye&Wilkie"	"瓜类"			"参见冬瓜、节瓜细菌性角斑病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见冬瓜、节瓜细菌性角斑病。"	"Ornamental gourd angular leaf spot"	"ed00223"	"参见冬瓜、节瓜细菌性角斑病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/金瓜细菌性角斑病.jpg"
"32"	"为害叶片及茎部"		"为害叶片及茎部。叶片、叶鞘初生灰白色半透明病斑，扩大后病部及茎基部软化腐烂，并渗出粘液，散发恶臭，严重时成片倒伏死亡，病田相当触目。"	"细菌"	"韭菜软腐病"	"胡萝卜软腐欧氏菌，胡萝卜软腐致病变种"	"Erwinia carotovora subsp．carotovora(Jones)Bergey et al．(Erwinia aroideae(Towns．)Holland)"	"韭菜"			"参见黄瓜(欧氏菌)软腐病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)种植细叶韭菜、大叶韭菜、阔叶韭菜、天津卷毛、马蔺韭、791韭菜等耐热、耐风雨的品种。(2)其他方法参见冬瓜细菌软腐病。"	"Chinese chives bacterial soft rot"	"ed00224"	"病原细菌主要随病残物遗落土中或未腐熟堆肥中越冬。南方菜区，寄主作物到处可见，田间周年都有种植，侵染源多，病菌可辗转传播为害，无明显越冬期。在田间借雨水、灌溉水溅射及小昆虫活动传播蔓延，从伤口或自然孔口侵入。温暖多湿、降雨频繁的季节容易发病，植地连作或低洼积水或土质粘重的田块发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/韭菜软腐病.jpg"
"33"	"全株"		"菊苣软腐病多始于近地面叶柄处，逐渐向上扩展，病部初为浅褐色水渍状，后色变深，严重的扩展到整株。"	"细菌"	"菊苣软腐病"	"胡萝卜软腐欧文氏菌胡萝卜软腐致病变种"	"Erwinia carotovora subsp．carotovora(Jones)Bergey et al．"	"菊苣"			"参见莴苣、莴笋软腐病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"参见莴苣、莴笋软腐病。"	"Chicory bacterial soft rot"	"ed00225"	"参见莴苣、莴笋软腐病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/菊苣软腐病.jpg"
"34"	"主要为害叶、茎及果实"		"主要为害叶、茎及果实。叶片染病初生黄褐色水浸状小病斑，多角形或不整形，中央黄白色至灰白色，易穿孔或破裂。茎部染病，呈水渍状浅黄褐色条斑，后期易纵裂，清晨或湿度大时分泌出白色至乳白色菌液。果实染病，初现水渍状小圆点，后迅速扩展，小病斑融合成大斑，果实呈水渍状软腐，湿度大时瓜皮破损，种子和瓜肉外露，全瓜腐败脱落。干燥条件下，病部呈油纸状凹陷，有些干缩后悬在蔓上。该病可溢出白色菌浓，不形成小黑粒点，别于蔓枯病。"	"细菌"	"苦瓜细菌性角斑病"	"丁香假单胞杆菌黄瓜角斑病致病变种"	"Pseudomonas syringae pv．lachrymans(Smith et Bryan)Young et al．  异名：Pseudomonas  lachrymans(Smith et al．)Carsner"	"本菌除为害苦瓜外，还可为害黄瓜、西瓜、甜瓜、南瓜等多种葫芦科植物。"			"Pseudomonas syringae pv．lachrymans(Smith et Bryan)Young et al．  异名：Pseudomonas  lachrymans(Smith et al．)Carsner称丁香假单胞杆菌黄瓜角斑病致病变种，属细菌。菌体短杆状，极生1～5根鞭毛，大小0．7～0．9×1．4～2．0微米，可链生有荚膜，无芽胞，革兰氏染色阴性，好气性。发育适温25～28 ℃，最高35℃、最低1℃，致死温度49～50℃、经10分钟，适宜pH范围为pH5．6～8.8，pH6．8最适。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)从无病田选用无病的种子，必要时用56℃温水浸种至室温后再浸24小时，捞出晾干后置于30～32℃条件下催芽，芽长3毫米时播种。此外还可用医用硫酸链霉素或氯霉素500倍液浸种12小时，冲洗干净后催芽播种。(2)采用高畦地膜覆盖栽培，不仅能降低田间湿度，还能减少病菌传播，减少发病。(3)与瓜类作物实行2～3年轮作，密度适宜，雨后及时排水，有条件的可推行避雨栽培法。(4)棚室或露地在发病前开展预防性药剂防治。喷洒72％农用硫酸链霉素可溶性粉剂4000倍液或56％靠山水分散微颗粒剂800倍液、47％加瑞农可湿性粉剂1000倍液、30％碱式硫酸铜(绿得保)悬浮剂400倍液。棚室可选用5％防细菌粉尘剂喷粉，每667m 2 lkg。在细菌性角斑病与霜霉病混发时，可选用60％琥•乙膦铝可湿性粉剂500倍液或70％乙膦• 锰锌可湿性粉剂500倍液、72％农用硫酸链霉素4000倍液加72％杜邦克露可湿性粉剂1000倍液可兼防两病。采收前5天停止用药。"	"Balsam pear angular leaf spot"	"ed00226"	"病原细菌在苦瓜种子上或随病残体留在土壤中越冬。病菌可在种皮内外存活l～2年。翌年春季播种带菌的苦瓜种子，发芽后子叶上就可产生病斑，后扩展到真叶上，借雨水飞溅进行传播蔓延。病菌经气孔、水孔或伤口侵入。此外，随病残体在土壤中越冬的病原菌，也可引起初侵染。湿度大时，病部溢出菌脓进行再侵染。我国南方或北方，该病主要发生在雨季，尤其是台风或暴风雨后扩展迅速。重茬田块、地势低洼、排水不良易发病，管理粗放或大水漫灌发病重。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/苦瓜细菌性角斑病.jpg"
"35"	"主要为害叶片"		"主要为害叶片，初在叶缘产生褐色水渍状小斑点，后扩展为圆形或不规则形瘸斑，边缘褐色，中间色暗，病部四周黄化或延及至叶片的大部份，病部形成湿润状，但不软腐，干燥后呈半透明薄纸状，植株枯死。"	"细菌"	"苦苣细菌性斑点病"	"油菜黄单胞菌葡萄蔓致病变种(莴苣细菌叶斑病黄单胞菌)"	"Xanthomonas campestris pv．vitians(Brown)Dye"	"苦苣"			"莴苣腐败病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"莴苣腐败病。"	"Endive bacterial leaf spot"	"ed00227"	"莴苣腐败病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/苦苣细菌性斑点病.jpg"
"36"	"主要为害叶片和叶柄"		"又称细菌性黑斑病。主要为害叶片和叶柄，叶片染病初在叶面上生许多水渍状暗绿色圆形至多角形小斑点，后逐渐扩大，在叶脉间形成褐色至黑褐色多角形斑，中央部褪成灰褐色，表面呈树脂状，有的卷缩。叶柄染病初现黑色短条斑，后稍凹陷，叶柄干枯略卷缩。"	"细菌"	"牛蒡细菌叶斑病"	"油菜黄单胞杆菌黑斑致病变种(牛蒡细菌叶斑病黄单胞菌)"	"Xanthomonas   campestris  pv．nigromaculans(Takimoto)Dye．异名：Xanthomonas  nigromaculans(Takimoto)Dowson"	"牛蒡、油菜等"	"细菌性黑斑病"		"Xanthomonas   campestris  pv．nigromaculans(Takimoto)Dye．异名：Xanthomonas  nigromaculans(Takimoto)Dowson称油菜黄单胞杆菌黑斑致病变种(牛蒡细菌叶斑病黄单胞菌)属细菌。菌体杆状，单极鞭毛，无芽孢，大小0．6～0．9×1．5～2．5微米。革兰氏染色阴性。好气性。在肉叶胨琼脂平面上菌落圆形，黄色，略隆起，平滑，具光泽。在牛肉汁蛋白胨培养液中生长中等，具黄色菌膜。生长最适温度27～28℃，最高33℃，最低0℃，50℃10分钟致死。在培养基上能生存5个月以上。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)尽量去除病叶，以减少菌源。(2)采用高垅或高畦栽培，严禁大水漫灌，减少水流传染。(3)必要时喷洒30％绿得保悬浮剂400倍液或1：1：240倍式波尔多液、77％可杀得可湿性微粒粉剂500倍液、60％琥胶肥酸铜可湿性粉剂500倍液、47％加瑞农可湿性粉剂800倍液，隔10天左右1次，防治2～3次。采收前3天停止用药。"	"Edible burdock bacterial leaf spot"	"ed00228"	"该菌可能在病叶及种子上越冬，翌年适宜时进行初侵染和再浸染。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/牛蒡细菌叶斑病.jpg"
"37"	"果实"		"茄子软腐病主要为害果实。病果初生水渍状斑，后致果肉腐烂，具恶臭，外果皮变褐，失水后干缩，挂在枝权或茎上。"	"细菌"	"茄子软腐病"	"胡萝卜软腐欧氏菌，胡萝卜软腐致病变种"	"Erwinia carotovora subsp．carotovora(Jones)Bergey et al．(Erwinia aroideae(Towns．)Holland"	"茄子"			"参见冬瓜、节瓜软腐病。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)实行与非茄科及十字花科蔬菜进行2年以上轮作。(2)及时清洁田园，尤其要把病果清除带出田外烧毁或深埋。(3)培育壮苗，适时定植，合理密植。雨季及时排水，尤其下水头不要积水。(4)保护地栽培要加强放风，防止棚内湿度过高。(5)及时喷洒杀虫剂防治棉铃虫等蛀果害虫。(6)药剂防治，雨前雨后及时喷洒72％农用硫酸链霉素可溶性粉剂4000倍液或新植霉素4000倍液、50％琥胶肥酸铜可湿性粉剂500倍液、77％可杀得可湿性微粒粉剂500倍液、47％加瑞农可湿性粉剂800～1000倍液、30％碱式硫酸铜(绿得保)悬浮剂400倍液。采收前3天停止用药。"	"Eggplant soft rot"	"ed00229"	"参见冬瓜、节瓜软腐病"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/茄子软腐病.jpg"
"38"	"主要侵染叶片和花蕾，也可为害茎和果实"		"主要侵染叶片和花蕾，也可为害茎和果实。叶片染病  多始于叶缘，初生2～5毫米不整形褐色小斑点，后逐渐扩大，融合成大病斑，严重时病叶卷曲，最后干枯脱落。花蕾染病，先在萼片上产生灰色斑，后扩展到整个花器或花梗，致花蕾干枯。嫩枝染病，由花梗扩展传来，病部变灰腐烂，致病部以上枝叶凋萎。果实染病始于脐部。"	"细菌"	"茄子细菌性褐斑病"	"菊苣假单胞菌"	"Pseudomonas cichorii(Swingle)Stapp"	"茄子"			"Pseudomonas cichorii(Swingle)Stapp称菊苣假单胞菌，属细菌。菌体杆状，具极生鞭毛多根，能产生荧光色素，氧化酶反应阳性，生长适温30℃，41℃不生长。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)与茄科作物实行3年以上轮作。(2)棚室栽培时要注意提高棚温和地温，避免低温、高湿条件出现。浇水时要防止水滴溅射，以减少传播。(3)发病初期喷洒72％农用硫酸链霉素可溶性粉剂4000倍液或30％碱式硫酸铜(绿得保)悬浮剂400倍液、77％可杀得可湿性微粒粉剂500倍液、56％靠山水分散微颗粒剂600～800倍液、47％加瑞农可湿性粉剂800～1000倍液，每667m 2 喷对好的药液50～60升，隔7～10天1次，连续防治2～3次。采收前3天停止用药。"	"Eggplant necrotic leaf spot"	"ed00230"	"病菌在土壤中越冬，主要通过水滴溅射传播，叶片间碰撞摩擦或人为操作也可传病，病原细菌从水孔或伤口侵入，发病适温17～23℃，生产上该病多发生在低温期。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/茄子细菌性褐斑病.jpg"
"39"	"主要为害叶片"		"芹菜、西洋芹细菌性叶斑病主要为害叶片。初在叶片上形成较小的浅褐色斑点，受叶脉限制逐渐发展成多角形，病斑可相互融合，导致叶片枯死，该病水渍状斑不明显，小苗到收获均可发病，栽植密度大的地块发病重。别于细菌叶枯病。"	"细菌"	"芹菜细菌叶斑病"	"菊苣假单胞杆菌"	"Pseudomonas cichorii(Swingle)Stapp．"	"芹菜"			"Pseudomonas cichorii(Swingle)Stapp．称菊苣假单胞杆菌，属细菌。菌体杆状，有单极生鞭毛1～4根，大小0．2～3．5×0．8微米，革兰氏染色阴性，氧化酶反应阳性、精氨酸双水解酶阴性、金氏B平板上产生黄绿色荧光色素，菌落圆形，白色，不透明，边缘整齐，微凸，粘稠。不产生果聚糖、能引起烟草过敏反应，不能使马铃薯腐烂，生长适温30℃，41℃不生长；具硝酸还原作用。"	"吕佩珂．中国蔬菜病虫原色图谱续集．呼和浩特：远方出版社，1996"	"(1)栅室栽培的芹菜要采用生态防治法，及时放风排湿，尽量缩短叶面结露持续时间。(2)发病初期开始喷洒72％农用硫酸链霉素可溶性粉剂4000倍液或56％靠山水分散微颗粒剂600～800倍液、77％可杀得可湿性粉剂500倍液、30％氯氧化铜悬浮剂800倍液、30％绿得保悬浮剂400倍液，每667m 2 喷对好的药液60升，隔7～10天1次，防治2～3次。采收前7天停止用药。"	"Celery bacterial leaf spot"	"ed00231"	"病原细菌可在杂草及其他作物上越冬，成为该病的初侵染源，除为害芹菜外，还可为害白菜、甘蓝、油菜、黄瓜、苋菜、龙葵、马齿苋等作物和杂草，在山东泰安四月下旬开始发病，五月中下旬进入发病盛期，该病发生与湿度密切相关，棚室或田间湿度大易发病和扩展，据观察，田间叶斑病的发生可能需借助风雨冲刷，使叶片呈水渍状利于叶片上的病原细菌侵入、繁殖而发病。"	"agridata/images/中国农业有害生物数据库/中国经济作物细菌病害数据库/芹菜细菌叶斑病.jpg"
