"id"	"天敌"	"中文名"	"形态特征"	"地理分布"	"纲"	"目"	"科"	"主要危害作物"	"生物学特性及发生消长规律"	"相关文献"	"拉丁学名"	"记录号"	"防治方法"	"图片"
"83"		"鸟嘴壶夜蛾"	"成虫体长23～26毫米，翅展49～51毫米。头部、前胸及足赤橙色，中、后胸褐色，腹部背面灰褐色，腹面橙色，前翅紫褐色，后翅淡褐色。前翅翅尖向外缘突出、外缘中部向外弧形凸出和后缘中部的弧形内凹均较嘴壶夜蛾更为显著。卵呈扁球形，底部平坦，直径0．72～0．76毫米，高约0．6毫米．卵壳上密布纵纹，初产时黄白色，1～2天后色泽变灰，并出现棕红色花纹。幼虫共6龄，初孵时灰色，长约3毫米，后变为灰绿色。老熟时灰褐色或灰黄色，似枯枝，体长46～60毫米，体背及腹面均有1条灰黑色宽带，自头部直达腹末。头部有2个边缘镶有黄色的黑点，第二腹节两侧各有1个眼形斑点。蛹体长17．6～23毫米，宽约6．5毫米，暗褐色，腹末较平截。"	"分布于浙江、安徽、江西、福建、台湾、广东、广西、湖南、湖北、云南、陕西、山西、河南、河北、北京、天津、内蒙古等地"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"除为害柑橘果实外，还可为害苹果、葡萄、梨、桃、杏、柿、李、黄皮、无花果等植物的果实。"	"鸟嘴壶夜蛾在中亚热带和北亚热带橘区每年发生4代，在浙江黄岩以幼虫和成虫越冬，在湖北武昌以蛹和幼虫越冬。卵多散产于果园附近背风向阳处木防己的上部叶片或嫩茎上。木防己是已知幼虫的惟一寄主。幼虫行动敏捷，有吐丝下垂习性，白天多静伏于荫蔽的木防己叶下或周围杂草丛中及石缝等处，夜间取食。初龄幼虫多食木防己顶端嫩叶，吃成网状。3龄后沿植株向下取食，将叶吃成缺刻，甚至整叶吃光。老熟时在木防己基部或附近杂草丛内缀叶结薄茧化蛹。成虫在天黑后飞入果园为害，喜食好果。在武昌，成虫的发生有4个高峰，为害柑橘的是9月下旬至10月中旬的第4个高峰。成虫有明显的趋光性、趋化性(芳香和甜味)，略有假死性。已知的天敌主要有寄生于卵的松毛虫赤眼蜂(寄生率可高达80％)，寄生于蛹的姬蜂和寄生蝇，此外，还有多种蜘蛛和寄生菌(包括白僵菌、细菌和病毒)。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Oraesia excavata (Butler, 1878)"	"op00486"	"参照嘴壶夜蛾。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/鸟嘴壶夜蛾.jpg"
"84"		"桥夜蛾"	"成虫体长16～17毫米，翅展35～38毫米，触角丝状。体及前翅黄褐色，后翅灰褐色。前翅翅尖稍下垂，外缘中部外突成尖角。两翅合并时上有呈拱桥形花纹，每翅上各有3个黑点。卵淡黄色，扁球形，顶端突起，底面平坦，直径约0．6毫米，卵壳上有纵向条纹。幼虫末龄幼虫青绿色，体长约37毫米，腹足4对，第一对最小，第二对稍小，第三、四对发达。蛹棕褐色，长约18毫米。"	"分布于江西、浙江、福建、广东、广西、湖南、湖北、四川、陕西、甘肃、宁夏、河南、河北、北京、山西、山东、安徽、辽宁、吉林、黑龙江、内蒙古等省(直辖市、自治区)"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"成虫除为害柑橘深实外，还可为害苹果、醋栗、葡萄、杧果、梨、桃、杏、李等植物的果实。"	"桥夜蛾在浙江黄岩1年发生6代，以幼虫和蛹越冬。各代卵发生高峰期分别出现在4月上旬、5月中旬、6月下旬、7月中旬、8月下旬和9月中旬。桥夜蛾幼虫的寄主有薅田莓、高粱泡和野板栗。通常幼虫和蛹的成活率较高，而卵则较低，卵的孵化率在不同世代间又有显著差异，其中第一代最高，为82.3％，第五代最低，仅为11．1％。卵孵化率低的一个主要原因是被寄生蜂大量寄生，特别是7～9月间虽然卵的数量很多，但由于寄生蜂寄生率高，能孵化出的幼虫则不多。故桥夜蛾对柑橘的为害通常不大。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Anomis mesogonaWalker"	"op00487"	"参照嘴壶夜蛾。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/桥夜蛾.jpg"
"85"		"青安纽夜蛾"	"成虫体长约35毫米。头胸部灰黄色，复眼黑色，球形，触角暗褐色，丝状。前翅青黄色，内、外线褐色，末端相遇，外线前端有1块三角形黑斑。环纹为一黑点，肾纹褐色。后翅杏黄色，外区有1条黑褐色大斑纹。卵淡黄色，近圆球形，直径为1～1．08毫米，高0．85～0．89毫米。卵孔显著，圆形。中部有纵棱24～27根，每两根长纵棱间有1根短纵棱。幼虫体茶褐色，后端比前端稍细。头部有暗褐色不规则纵纹，头顶有两个较大的黄斑。末龄幼虫体长54～64毫米。蛹棕褐色，体表被白粉，长24～28．5毫米。腹部背面有许多不明显的黑斑。"	"国内除新疆、西藏、北京、天津、辽宁、吉林、黑龙江、内蒙古外，其余各省(直辖市、自治区)均有分布"	"昆虫纲"	"鳞翅目"	"夜蛾科"	"成虫除为害柑橘果实外，还可为害苹果、葡萄、桃、杏、李、杧果、石榴等植物的果实。"	"青安纽夜蛾幼虫取食石榴等叶片。成虫有趋光性，吸食果汁。6月中旬开始出现，后期可为害柑橘。属二次为害种。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Anuatrihaca(Cramer)"	"op00488"	"参照嘴壶夜蛾。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/青安纽夜蛾.jpg"
"86"		"曲胫侎缘蝽"	"成虫体长19．5～24毫米，宽6．5～9毫米。灰褐色或灰黑褐色。头小，触角同体色。前胸背板缘直，具微齿，侧角钝圆。后胸侧板臭腺孔外侧橙红，近后足基节外侧有1个白绒毛组成的斑点。雄虫后足腿节显著弯曲、粗大，胫节腹面呈三角形突出；腹部第3节可见腹板两侧具短刺状突起；雌虫后足腿节稍粗大，末端腹面有1个三角形短刺。卵长2．6～2．7毫米，宽约1．7毫米。略呈腰鼓状，横置；黑褐色有光泽；假卵盖位于一端的上方，近圆形。假卵盖上靠近卵中央的一侧，有1条清晰的弧形隆起线。若虫共5龄，1、2龄体形近似黑蚂蚁。1～3龄前胫节强烈扩展成叶状，中、后足胫节也稍扩展。各龄腹背第4、5和5、6节中央各具1对臭腺孔。"	"分布长江以南各地及云南、西藏等省(自治区)。"	"昆虫纲"	"同翅目"		"为害算盘子、油茶、柿、花生、拨、柑橘等"	"江西南昌，一年发生2代，以成虫在寄主附近的枯枝落叶下过冬。次年3月上中旬开始活动，4月下旬开始交尾，4月底至5月初开始产卵，直至7月初，6月上旬至7月中旬陆续死亡。第1代若虫于5月中旬初至7月中旬孵出，6月中旬至8月中旬初羽化，6月下旬至8月下旬初产卵，7月下旬至9月上旬先后死去。第2代若虫于7月上旬至9月初孵出，8月上旬至10月上旬羽化，10月中下旬至11月中旬陆续进入冬眠。卵产于小枝或叶背上，初孵若虫静伏于卵壳旁，不久即在卵壳附近群集取食，一受惊动，便竞相逃散。二龄起分开，与成虫同在嫩梢上吸汁。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"		"op00489"	"参照大绿蝽。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/曲胫侎缘蝽.jpg"
"87"	"矢尖蚧的重要天敌有：矢尖蚧黄蚜小蜂、金黄蚜小蜂、豹纹花翅蚜小蜂、日本方头甲、整胸寡节瓢虫、红点唇瓢虫和晋草蛉等。此外，我国已发现的天敌还有湖北红点唇瓢虫、中原寡节瓢虫、四川寡节瓢虫、闪蓝红点唇瓢虫、红点唇瓢虫、圆斑弯叶瓢虫、五指山引隐势瓢虫、黑缘红瓢虫、宽绿唇瓢虫、细缘唇瓢虫、阿里山唇瓢虫、双斑唇瓢虫、黑背唇瓢虫、黑背小瓢虫、双带巨角跳小蜂、长缘毛蚜小蜂、短缘毛蚜小蜂、长缨恩蚜小蜂、镞盾蚧黄蚜小蜂"	"矢尖蚧"	"雌成虫蚧壳黄褐色或棕褐色，边缘灰白色，长2.8～3．5毫米，宽1～1．2毫米，前端尖，后端宽，末端呈弧形，介壳中央有1条隆起的纵脊，两侧有向前斜伸的横纹，似箭形。壳点2个，淡黄色至黄褐色，附着于介壳的前端。雌成虫体长形，橙黄色，长约2．5毫米，胸部长，腹部短。触角位于前端，退化成一瘤状突起，上面各生长毛1根。雄虫介壳狭长，长1．3～1．6毫米，粉白色，棉絮状，壳背上有3条纵隆起线。壳点1个，淡黄色，位于前端。虫体橙黄色，长约0．5毫米，翅1对，翅展约1．7毫米。卵橙黄色，椭圆形，长约0．2毫米。若虫一龄若虫橙黄色，草鞋形，有触角1对，足3对，均较发达，体末有1对长毛。二龄若虫为扁椭圆形，淡橙黄色或淡黄色，触角及足均消失。蛹长约0．4毫米，长形，橙黄色，末端交尾器显著地突出于体外。"	"我国各柑橘产区多有分布"	"昆虫纲"	"同翅目"	"盾蚧科"	"为害柑橘、龙眼等作物。"	"矢尖蚧在陕西和甘肃每年发生2代，四川、重庆：贵州、湖南、湖北、江西、浙江每年发生2～3代，广东、广西、福建每年发生3～4代。以雌成虫越冬为主，少数以若虫和蛹越冬。越冬雌成蚧在日均温上升到19℃以上时开始产卵于母体下，产下的卵一般在2～3小时内孵化，初孵若虫在经过1～2小时的爬行后即固定下来，刺入寄主组织为害。雌若虫多分散为害，经3龄后直接变为雌成虫；雄若虫则常群集于叶背为害，2龄后变为预蛹，再经蛹变为成虫。在重庆，各代一龄若虫高峰期分别出现在5月上旬、7月中旬和9月下旬；在福建沙县，各代若虫盛发期分别出现在5月下旬、7月中旬和9月上旬。矢尖蚧的重要天敌有：矢尖蚧黄蚜小蜂、金黄蚜小蜂、豹纹花翅蚜小蜂、日本方头甲、整胸寡节瓢虫、红点唇瓢虫和晋草蛉等。此外，我国已发现的天敌还有湖北红点唇瓢虫、中原寡节瓢虫、四川寡节瓢虫、闪蓝红点唇瓢虫、红点唇瓢虫、圆斑弯叶瓢虫、五指山引隐势瓢虫、黑缘红瓢虫、宽绿唇瓢虫、细缘唇瓢虫、阿里山唇瓢虫、双斑唇瓢虫、黑背唇瓢虫、黑背小瓢虫、双带巨角跳小蜂、长缘毛蚜小蜂、短缘毛蚜小蜂、长缨恩蚜小蜂、镞盾蚧黄蚜小蜂、瘦柄花翅蚜小蜂(可能重寄生)、轮盾蚧长角麟小蜂、盾蚧寡节跳小蜂、日光蜂、红头菌、黑色寄生菌、细毛长须螨及蜘蛛等。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Unaspis yanonensis(Kuwana)"	"op00490"	"根据果园中矢尖蚧的发生情况采用不同的防治策略：在少数橘树上新发生矢尖蚧时，应采用彻底剪除虫枝(或整株砍伐)烧毁再加喷药的根治措施；对于近年新发生而已经扩 散开的橘区，应对其是否有重要的天敌存在进行调查，缺少时从外地引入；对于严重发生的柑橘园(早春越冬雌成蚧在每梢2．5头以上)，在注意保护天敌的同时，可重点在春季清园和第一代一龄若虫高峰期进行药剂防治；对于早春越冬雌成蚧在每梢0.5～2.5头的一般发生园，可在第一代一龄若虫高峰期进行1次药剂防治；而对早春越冬雌成蚧在每梢0．5头以下的轻发园，则不必针对矢尖蚧进行药剂防治。防治矢尖蚧的药剂种类和浓度可参照褐圆蚧的防治方法。另外，在晴天气温较高时也可喷2.5％的红薯淀粉液(2．5千克红薯淀粉加水20千克调成糊状，然后加入80千克沸水充分搅拌，冷却后及时使用)。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/矢尖蚧.jpg"
"88"		"双线盗毒蛾"	"成虫：体长12-14毫米，翅展20-38毫米。体暗黄褐色。前翅黄褐色至赤褐色，内、外线黄色；前缘、外缘和缘毛柠檬黄色，外缘和缘毛被黄褐色部分分隔成三段。后翅淡黄色。 卵：卵粒略扁圆球形，由卵粒聚成块状，上覆盖黄褐色或棕色绒毛。 幼虫：老熟幼虫体长21-28毫米。头部浅褐至褐色，胸腹部暗棕色；前中胸和第3至7和第9腹节背线黄色，其中央贯穿红色细线；后胸红色。前胸侧瘤红色，第1、第2和第8腹节背面有黑色绒球状短毛簇，其余毛瘤污黑色或浅褐色。 蛹：圆锥形，长约13毫米，褐色；有疏松的棕色丝茧。"	"分布于广西、广东、福建、台湾、海南、云南和四川等省区。"	"昆虫纲"	"鳞翅目"	"毒蛾科"	"除为害龙眼荔枝外，还为害芒果、柑桔、梨、桃、玉米、棉花"	"该虫一年发生的代数各地有所不同，广东、广西一年4～5代，福建一年3～4代。以幼虫越冬。成虫夜间羽化，具趋光性。产卵在叶背面。初孵幼虫群集取食，在叶背啮食叶肉，残留上表皮，2～3龄后分散为害。常将叶片咬成缺刻，或将嫩芽全部咬食、花蕾咬破，咬食谢花后的幼果极为常见。老熟幼虫入表土化蛹。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Porthesia scintillans(Walker)"	"op00491"	"掌握该虫发生期进行喷药防治。以低龄幼虫为适期。可喷80％敌敌畏乳油800倍液，40％水胺硫磷乳油800～1 000倍液，10％杀灭菊酯乳油1 500～2 000倍液，10％高效灭百可乳油2 000～3 000倍液等。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/双线盗毒蛾.jpg"
"89"		"桃蛀螟"	"成虫全体黄色，前翅散生25～28个黑斑。雄虫腹末黑色。卵椭圆形，初产时乳白色，后变为红褐色，表面粗糙，有网状线纹。幼虫老熟时体长22～27毫米，体背暗红色，身体各节有粗大的褐色毛片。腹部各节背面有4个毛片，前两个较大，后两个较小。蛹黄褐色，腹部第五至七节前缘各有一列小刺，腹末有细长的曲钩刺6个。"	"在我国南、北果产区均有分布"	"昆虫纲"	"鳞翅目"	"螟蛾科"	"，幼虫为害桃、梨、苹果、杏、李、石榴、葡萄、山楂、板栗、枇杷等果树的果实"	"长江流域一年发生4～5代，均以老熟幼虫在寄主残株内结茧越冬。化蛹多在萼洼处、两果相接处和枝干缝隙处等，结白色丝茧。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Dichocrocis punctiferalis(Guenée)"	"op00492"	"①冬、春季清除玉米、高粱、向日葵等遗株，集中烧毁，结合整枝等农事操作人工消灭卵粒，还可以利用黑光灯诱杀成虫。②药剂防治的有利时机在第一代幼虫孵化初期(5月下旬)及第二代幼虫孵化初期(7月中旬)。要抓住孵化盛期至二龄盛期，幼虫尚未蛀入果内的适期防治，药剂可选用5％锐劲特悬浮剂1 500～2 000倍液，5％氟铃脲乳油1 000～2 000倍液，生绿Bt可湿性粉剂250～300倍液，48％乐斯本(好劳力、新农宝)乳油1 000倍液，2．5％功夫菊酯、2．5％敌杀死、2．5％天王星乳油2 000～4 000倍液喷雾。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/桃蛀螟.jpg"
"90"	"天敌有黑缘红瓢虫、红点唇瓢虫、刀角瓢虫、软蚧扁角跳小蜂、蜡蚧花翅跳小蜂、夏威夷软蚧蚜小蜂、黑色食蚧蚜小蜂、黑点软蚧蚜小蜂、刷盾短缘跳小蜂、斑翅食蚧蚜小蜂、钝齿食蚧蚜小蜂、淡色食蚧蚜小蜂、闽粤食蚧蚜小蜂和草蛉等。"	"网纹绵蚧"	"雌成虫长椭圆形，长4～5毫米，背部中央隆起，呈灰黑色，周边色稍淡。蜡壳极薄，可透见虫体。即将产卵时，腹末渐分泌出白色的蜡质卵囊。卵囊形状不一，多为长椭圆形，背面呈波状起伏，并有1～3条明显的纵沟和8～l0条浅纵沟与数条横纹交错，形似网纹。虫体两侧也分泌有蜡质绵状物，在前端有几条特长，形状如角。雄成虫橙红色，长1～1．2毫米，翅展2．1～2．5毫米。翅1对，桨状，橙黄色。交尾器锥状，短而扁，两侧有l对突起和l对细长的白色蜡丝，约与体等长。卵长椭圆形，表面多皱纹，初产时淡黄绿色，后渐变为淡红色。若虫椭圆形至长椭圆形，一龄时长0．33～0．44毫米，淡红色或淡黄绿色，稍长大时背面中央有1条褐色纵纹。二龄时长0．89～2．21毫米，无色或淡黄绿色，背面纵纹灰黑色。三龄时长2．24～2．69毫米，体灰白色。蛹长1．6～1．9毫米，宽0．7～0．9毫米。初为淡黄色，近羽化时头胸部和翅芽基部为淡红褐色，余为橙红色。交尾器两侧有1对锥状突起。"	"我国各柑橘产区均有分布"	"昆虫纲"	"同翅目"	"蜡蚧科"	"寄主有柑橘、苹果、枇杷、龙眼、猕猴桃、夹竹桃、茶树、油桐、栀子花等。"	"网纹绵蚧每年发生2～3代，雌虫以二、三龄若虫或成虫越冬，雄虫多以二龄若虫越冬，少数预蛹亦可越冬。各代发生很不整齐，在江西南昌，若虫孵化的2个高峰期分别出现在5月中旬至6月上旬和8月中旬至9月下旬；在四川金堂则分别出现在5月上中旬和7月下旬至8月上旬。初孵幼蚧的爬行距离仅20～30厘米，但可借风力扩散。若虫最初多固定在叶片背面，但一生中有多次迁移和再固定的习性，雌虫尤为明显。三龄雌虫至产卵前期，有高密度聚集在树冠内2～3年生的枝梢上的习性，近产卵前又迁移至当年生的新梢和叶片上固定。网纹绵蚧在地势低洼、树冠密蔽、光照不足、湿度较大的柑橘园中发生严重。已发现的天敌有黑缘红瓢虫、红点唇瓢虫、刀角瓢虫、软蚧扁角跳小蜂、蜡蚧花翅跳小蜂、夏威夷软蚧蚜小蜂、黑色食蚧蚜小蜂、黑点软蚧蚜小蜂、刷盾短缘跳小蜂、斑翅食蚧蚜小蜂、钝齿食蚧蚜小蜂、淡色食蚧蚜小蜂、闽粤食蚧蚜小蜂和草蛉等。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"		"op00493"	"见柑橘绵蚧。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/网纹绵蚧.jpg"
"91"		"小绿象虫"	"成虫体长5～9毫米，宽1．8～3．1毫米。体长椭圆形，密被淡绿色或黄褐发绿的鳞片。头喙刻点小，喙短，中间和两侧具细隆线，端部较宽。触角红褐色，柄节细长而弯，超过前胸前缘，鞭节头2节细长，棒节颇尖。前胸梯形，略窄于鞘翅基部，中叶三角形，端部较钝，小盾片很小。鞘翅卵形，背面密布细而短的白毛，每鞘翅上各有由10条刻点组成的纵沟纹。足红褐色，腿节颇粗，具很小的齿。"	"分布于广东、广西、福建、江西、湖南、湖北、陕西等省(自治区)"	"昆虫纲"	"鳞翅目"	"象甲科"	"寄主有柑橘、桃、李、板栗等果树及大豆、花生、棉花、桑、油桐等经济作物。"	"小绿象虫在福建和广西每年发生2代，以幼虫在土中越冬。第一代成虫于4月底至5月初出土活动，5月底至6月初为发生盛期。第二代成虫于7月下旬出现，8月中旬至9月下旬为发生盛期。成虫常群集为害，有假死习性，振动受惊时立即掉落地面。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Platymycterops is mandarinus Fairmaire"	"op00494"	"参照灰象虫。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/小绿象虫.jpg"
"92"		"小蓑蛾"	"成虫前翅黑色，后翅银灰色，有光泽。幼虫体长8毫米，乳白色，中、后胸背面硬皮板褐色，分为四块，中间两块大。卵椭圆形，米色。蛹体乳白色，纺锤形。护囊长约10毫米，囊表附有细碎叶片和枝皮，囊口附近有丝一条。"		"昆虫纲"	"鳞翅目"	"蓑蛾科"	"为害柑橘、苹果、桃等作物"	"一年发生2代，各代幼虫分别在5月中旬至6月初、9月中旬至10月初发生，初孵幼虫能吐丝随风迁移。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Cryptothelea minuscala Butler"	"op00495"	"冬季修剪时摘除虫袋。利用其趋光性，可采取灯光诱杀成虫。在幼虫发生期用药防治，药剂可参考油桐尺蠖。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/小蓑蛾.jpg"
"93"		"斜纹夜蛾"	"成虫翅展为37～42毫米，前翅黄褐色，翅中自前缘至后缘有一灰白阔带斜纹，灰白阔带中有两条褐色线纹；后翅约0．5毫米，卵面有细纹，外盖有黄褐色鳞片。幼虫体长38～51毫米，圆筒形，黑褐色，少数为淡灰绿色，背线、亚背线黄色，腹侧每节有一个半月形黑斑。蛹长18～20毫米，圆筒形，赤褐或暗褐色。"		"昆虫纲"	"鳞翅目"	"夜蛾科"	"除为害大丽花、菊花、鸡冠花等多种花卉及其他农作物外，还能为害柑橘。"	"斜纹夜蛾在江南一带1年发生4～5代，以蛹在土中筑土室越冬，有世代重叠现象，几乎全年都可见幼虫为害，长江流域一带7～9月间为大发生时期。幼龄幼虫仅啮食叶肉，后期把叶片蚕食成缺刻状，或仅残留主脉，幼龄幼虫有群食的习性，成长幼虫有成群迁移的习性。成虫有较强的趋光性，且喜食糖醋及发酵物。交尾后多产卵于叶背的叶脉分叉处。"	"夏声广，唐启义主编．柑橘病虫害防治原色生态图谱．北京：中国农业出版社，2006 任伊森等编著．柑橘病虫害防治手册．北京：金盾出版社，2001 任伊森，蔡明段主编．柑橘病虫草害防治彩色图谱．北京：中国农业出版社，2004 陈福如主编．柑橘病虫害诊治图谱．福州：建科学技术出版社，2004"	"Prodenialitura Fabr."	"op00496"	"(1)利用成虫趋光性，点灯诱钉成虫。 (2)用糖2份，醋1份、酒1份、敌百虫1份、水2份配成混合液诱杀成虫。 (3)在成虫产卵盛期摘除卵块。 (4)越冬期挖除虫蛹。 (5)在幼虫发生早期，用敌百虫、敌敌畏、杀螟松等杀虫剂1 000倍液喷杀之。 (6)幼虫喜食草类，更喜食嫩草，橘园生草栽培可显著减少夜蛾幼虫为害，并有利于天敌的繁衍。"	"agridata/images/中国农业有害生物数据库/中国柑桔害虫数据库/斜纹夜蛾.jpg"
